DATA,HORA,CONCESSIONARIA,RODOVIA,KM,SENTIDO,LATITUDE,LONGITUDE,CLASSE,SUBCLASSE,CAUSA_PROVAVEL,VITIMA_ILESA,VITIMA_LEVE,VITIMA_MODERADA,VITIMA_GRAVE,VITIMA_FATAL,VEICULOS_ENVOLVIDOS,MUNICIPIO,REGIAO_ADMINISTRATIVA,REGIONAL_DER,JURISDICAO
2020-03-21,15:53:00,L06-INTERVIAS,SP330,177.7,NORTE,-22.28540039,-47.3930397,TOMBAMENTO,TOMBAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,0,0,CAMINHÃO=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-21,18:31:00,L01-AUTOBAN,SP330,153.3,NORTE,-22.5029,-47.39903319,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,0,1,0,0,MOTO=1,CORDEIRÓPOLIS,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-21,19:51:00,L01-AUTOBAN,SP330,115.5,SUL,-22.78798979,-47.22857773,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-21,22:43:00,L06-INTERVIAS,SP330,200.3,NORTE,-22.0851593,-47.42015076,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL,ANIMAL NA RODOVIA,2,0,0,0,0,AUTOMÓVEL=1,SANTA CRUZ DA CONCEIÇÃO,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-22,06:21:00,L29-VIAPAULISTA,SP330,307.5,NORTE,-21.20587158,-47.75823975,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",IMPRUD. CONDUTOR-DORMIR AO VOLANTE,0,0,0,0,0,AUTOMÓVEL=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-22,10:55:00,L01-AUTOBAN,SP330,125.45,NORTE,-22.72403541,-47.29317336,COLISÃO,COLISÃO-TRANSVERSAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=2,AMERICANA,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-22,13:28:00,L01-AUTOBAN,SPM330E,112.7,SUL,-22.80924924,-47.21429012,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-22,13:52:00,L28-ENTREVIAS,SP330,387.5,NORTE,-20.5293152449,-47.8441424959,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-EXCESSO DE VELOCIDADE,2,2,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,SÃO JOAQUIM DA BARRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-22,14:04:00,L29-VIAPAULISTA,SP330,243.8,NORTE,-21.73699951,-47.58221054,CHOQUE,CHOQUE-VEÍCULO PARADO NO ACOSTAMENTO,IMPRUD. CONDUTOR-LEVOU FECHADA,2,0,0,0,0,CAMINHÃO=2,SANTA RITA DO PASSA QUATRO,CENTRAL,RIBEIRÃO PRETO,ESTADUAL
2020-03-22,15:11:00,L28-ENTREVIAS,SP330,362.0,NORTE,-20.7453112118,-47.8933138779,CAPOTAMENTO,CAPOTAMENTO,IMPRUD. CONDUTOR-EXCESSO DE VELOCIDADE,0,4,0,0,0,AUTOMÓVEL=1,ORLÂNDIA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-22,17:55:00,L29-VIAPAULISTA,SP330,295.0,NORTE,-21.3140564,-47.73584366,CHOQUE,CHOQUE-TALUDE OU BARRANCO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,0,0,MOTO=1,CRAVINHOS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-22,19:09:00,L01-AUTOBAN,SPM330D,98.4,NORTE,-22.89261681,-47.11175037,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,3,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-22,21:38:00,L28-ENTREVIAS,SP330,411.5,SUL,-20.3250127277,-47.8038659224,CHOQUE,CHOQUE-TALUDE OU BARRANCO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,1,1,AUTOMÓVEL=1|CAMIONETA / UTILITÁRIO=1,ITUVERAVA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-23,07:30:00,L29-VIAPAULISTA,SP330,268.5,SUL,-21.52281189,-47.64326096,COLISÃO,COLISÃO-LATERAL,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,SÃO SIMÃO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-23,15:12:00,L29-VIAPAULISTA,SP330,301.0,SUL,-21.26479149,-47.75551987,OBJETO LANÇADO CONTRA O VEÍCULO,OBJETO LANÇADO CONTRA VEÍCULO,OBRAS,1,0,0,0,0,CAMINHÃO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-23,15:52:00,L29-VIAPAULISTA,SP330,311.8,SUL,-21.16830254,-47.75639725,CHOQUE,CHOQUE-VEÍCULO PARADO NO ACOSTAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,4,0,0,0,0,AUTOMÓVEL=1|MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-23,18:21:00,L29-VIAPAULISTA,SP330,307.33,SUL,-21.20800781,-47.7584877,TOMBAMENTO,TOMBAMENTO,ESTOURO/FURO DE PNEU,0,1,0,0,0,MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-24,00:11:00,L06-INTERVIAS,SP330,219.4,NORTE,-21.9197197,-47.4723587,CHOQUE,CHOQUE-TALUDE OU BARRANCO,IMPRUD. CONDUTOR-DORMIR AO VOLANTE,1,0,0,0,0,CAMINHÃO=1,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-24,05:02:00,L01-AUTOBAN,SP330,20.6,SUL,-23.464157612613,-46.780495406106,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,CARRETA=1|ÔNIBUS=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-24,05:31:00,L28-ENTREVIAS,SP330,383.9,NORTE,-20.5582085061,-47.8640154864,CHOQUE,CHOQUE-VEÍCULO PARADO NO ACOSTAMENTO,MAL SÚBITO DO CONDUTOR,2,0,0,0,0,CAMINHÃO=2,SÃO JOAQUIM DA BARRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-24,05:53:00,L01-AUTOBAN,SP330,104.3,SUL,-22.855579719471,-47.151160622325,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-24,09:45:00,L28-ENTREVIAS,SP330,322.96,SUL,-21.083500206,-47.8013118253,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-FALTA DE ATENÇÃO,2,1,0,0,0,AUTOMÓVEL=1|MOTOCICLETA / MOTONETA=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-24,10:01:00,L06-INTERVIAS,SP330,173.0,NORTE,-22.32760048,-47.3891983,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,2,0,0,0,0,AUTOMÓVEL=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-24,11:15:00,L01-AUTOBAN,SP330,19.8,NORTE,-23.469898178729,-46.777623291016,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=2,OSASCO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-24,18:05:00,L01-AUTOBAN,SP330,38.0,NORTE,-23.344925355634,-46.840928792954,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,MOTO=1|VAN/PERUA=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-24,19:19:00,L29-VIAPAULISTA,SP330,282.0,SUL,-21.40814209,-47.66928482,CHOQUE,CHOQUE-OBJETO NA PISTA,PANE MECÂNICA/ELÉTRICA,2,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,SÃO SIMÃO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-25,00:08:00,L28-ENTREVIAS,SP330,340.0,NORTE,-20.938807654,-47.8805878382,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL-DOMÉSTICO PEQUENO PORTE,ANIMAL NA RODOVIA,1,0,0,0,0,AUTOMÓVEL=1,JARDINÓPOLIS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-25,01:05:00,L06-INTERVIAS,SP330,215.0,NORTE,-21.95829964,-47.45890045,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,EXCESSO LATERAL,0,0,0,0,0,CAMINHÃO=1,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-25,05:01:00,L01-AUTOBAN,SPI102/330,4.8,SUL,-22.905712217646,-47.137271046689,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,CAMINHÃO=2,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-25,14:25:00,L28-ENTREVIAS,SP330,400.0,NORTE,-20.4173926809,-47.8282260193,COLISÃO,COLISÃO-TRASEIRA,FATOR-HUMANO,2,2,0,0,0,CAMINHÃO=2,GUARÁ,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-25,14:51:00,L01-AUTOBAN,SP330,25.8,SUL,-23.422040281897,-46.793023493472,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-25,18:34:00,L29-VIAPAULISTA,SP330,309.0,NORTE,-21.1923542,-47.75753021,COLISÃO,COLISÃO-LATERAL,IMPRUD. CONDUTOR,1,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-25,19:26:00,L06-INTERVIAS,SP330,200.6,NORTE,-22.08251953,-47.42089844,TOMBAMENTO,TOMBAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,0,0,MOTO=1,SANTA CRUZ DA CONCEIÇÃO,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-25,21:40:00,L28-ENTREVIAS,SP330,344.2,SUL,-20.9057019896,-47.8908856625,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-FALTA DE ATENÇÃO,1,1,0,0,0,CAMINHÃO=2,JARDINÓPOLIS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-25,21:49:00,L29-VIAPAULISTA,SP330,281.9,NORTE,-21.40746498,-47.66957855,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,0,0,0,0,0,CAMINHÃO=1,SÃO SIMÃO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-25,23:16:00,L29-VIAPAULISTA,SP330,247.0,NORTE,-21.70978355,-47.592453,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR,1,1,0,0,0,CAMINHÃO=2,SANTA RITA DO PASSA QUATRO,CENTRAL,RIBEIRÃO PRETO,ESTADUAL
2020-03-26,07:11:00,L01-AUTOBAN,SP330,109.5,SUL,-22.82524973482,-47.188380510895,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|MOTO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-26,11:48:00,L01-AUTOBAN,SPI102/330,3.34,NORTE,-22.892994770398,-47.134144663507,CHOQUE,CHOQUE-DEFENSA METÁLICA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-26,13:13:00,L06-INTERVIAS,SP330,218.0,SUL,-21.93180084,-47.46860123,CHOQUE,CHOQUE-VEÍCULO PARADO NO ACOSTAMENTO,VEÍCULO PARADO NO ACOSTAMENTO,2,0,0,0,0,CAMINHÃO=2,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-26,14:42:00,L06-INTERVIAS,SP330,175.6,NORTE,-22.30430031,-47.39163971,TOMBAMENTO,TOMBAMENTO,ESTOURO/FURO DE PNEU,0,2,0,0,0,MOTO=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-26,15:10:00,L01-AUTOBAN,SP330,53.7,NORTE,-23.225311511213,-46.876159910611,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,2,0,0,0,MOTO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-26,17:19:00,L01-AUTOBAN,SP330,103.5,SUL,-22.859800532278,-47.144101914169,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,UTILITÁRIO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-26,17:48:00,L01-AUTOBAN,SP330,15.8,SUL,-23.495398275827,-46.75800883849,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-26,21:37:00,L01-AUTOBAN,SP330,89.88,NORTE,-22.951941194711,-47.061429535902,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-27,07:37:00,L01-AUTOBAN,SP330,158.4,NORTE,-22.45664617783,-47.398702741848,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,CORDEIRÓPOLIS,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-27,11:09:00,L01-AUTOBAN,SP330,32.3,SUL,-23.390418606239,-46.836472997681,CHOQUE,CHOQUE-VEÍCULO PARADO NO ACOSTAMENTO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|NÃO SE APLICA=1|VAN/PERUA=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-27,13:23:00,L06-INTERVIAS,SP330,184.1,SUL,-22.22780991,-47.3916893,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR,3,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,LEME,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-27,15:33:00,L01-AUTOBAN,SP330,108.9,NORTE,-22.827895267076,-47.183205495576,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,0,2,0,0,MOTO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-27,16:03:00,L06-INTERVIAS,SP330,170.3,SUL,-22.3512001,-47.39468002,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,3,0,0,0,0,AUTOMÓVEL=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-27,16:47:00,L01-AUTOBAN,SP330,86.0,NORTE,-22.982725,-47.043589,TOMBAMENTO,TOMBAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1|MOTO=1,VALINHOS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-27,17:25:00,L01-AUTOBAN,SP330,67.0,NORTE,-23.130400247867,-46.95047557354,CHOQUE,CHOQUE-DEFENSA METÁLICA,NÃO INFORMADO,1,0,0,0,0,CAMINHÃO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-27,17:38:00,L01-AUTOBAN,SP330,62.0,SUL,-23.168814423993,-46.926614642143,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=2,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-28,07:21:00,L01-AUTOBAN,SP330,140.0,SUL,-22.610891090792,-47.356712222099,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,1,0,0,0,0,AUTOMÓVEL=1|CARRETA=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-28,10:43:00,L01-AUTOBAN,SP330,128.1,SUL,-22.703450122567,-47.304190850609,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,2,0,0,0,BICICLETA=1|MOTO=1,AMERICANA,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-28,15:42:00,L29-VIAPAULISTA,SP330,278.6,SUL,-21.43305588,-47.65260315,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,2,0,0,0,0,CAMINHONETE=1,SÃO SIMÃO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-28,16:02:00,L29-VIAPAULISTA,SP330,276.9,NORTE,-21.44711685,-47.64783096,CHOQUE,CHOQUE-OUTROS,CONDIÇÃO CLIMÁTICA,1,0,0,0,0,AUTOMÓVEL=1,SÃO SIMÃO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-28,20:45:00,L29-VIAPAULISTA,SP330,300.0,SUL,-21.27370071,-47.75492096,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL,ANIMAL NA RODOVIA,1,0,0,0,0,CAMINHONETE=1,CRAVINHOS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-29,09:29:00,L29-VIAPAULISTA,SP330,281.0,NORTE,-21.41406631,-47.66450119,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-DESRESPEITO À SINALIZAÇÃO,0,0,0,0,0,CAMINHÃO=2,SÃO SIMÃO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-29,11:43:00,L01-AUTOBAN,SP330,92.0,SUL,-22.935126302733,-47.071105241776,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-29,11:59:00,L01-AUTOBAN,SP330,98.0,SUL,-22.896245165998,-47.110952138901,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,1,0,MOTO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-29,12:22:00,L01-AUTOBAN,SP330,98.0,SUL,-22.896245165998,-47.110952138901,CHOQUE,CHOQUE-SINALIZAÇÃO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-29,12:45:00,L01-AUTOBAN,SP330,92.0,NORTE,-22.935116422047,-47.071389555931,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-29,17:52:00,L28-ENTREVIAS,SPA327/330,4.4,OESTE,-21.0325567569,-47.7875616472,CAPOTAMENTO,CAPOTAMENTO,IMPRUD. CONDUTOR-EXCESSO DE VELOCIDADE,0,1,0,0,0,AUTOMÓVEL=1,JARDINÓPOLIS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-29,18:16:00,L29-VIAPAULISTA,SP330,300.7,SUL,-21.26746178,-47.75590897,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",CONDIÇÃO CLIMÁTICA,1,0,0,0,0,AUTOMÓVEL=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-30,06:09:00,L01-AUTOBAN,SP330,14.14,SUL,-23.506169338362,-46.750686730555,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,1,0,AUTOMÓVEL=3|MOTO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-30,10:27:00,L29-VIAPAULISTA,SP330,304.0,NORTE,-21.23739052,-47.75875092,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",IMPRUD. CONDUTOR-DORMIR AO VOLANTE,0,1,0,0,0,AUTOMÓVEL=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-30,15:35:00,L28-ENTREVIAS,SP330,442.6,SUL,-20.0534618964,-47.7858239022,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-FREADA BRUSCA,2,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,IGARAPAVA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-30,16:23:00,L28-ENTREVIAS,SP330,407.7,SUL,-20.3573124317,-47.816306994,CHOQUE,CHOQUE-DEFENSA METÁLICA,PISTA MOLHADA,1,0,0,0,0,AUTOMÓVEL=1,ITUVERAVA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-30,19:14:00,L01-AUTOBAN,SPM330E,54.74,SUL,-23.218060335812,-46.882356809463,ATROPELAMENTO DE PEDESTRE,ATROP. PEDESTRE-ANDARILHO,NÃO INFORMADO,0,0,1,0,0,AUTOMÓVEL=1|NÃO SE APLICA=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-03-30,22:10:00,L28-ENTREVIAS,SP330,380.2,SUL,-20.5838678237,-47.8773694999,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-DIST. INADEQUADA ENTRE VEÍC.,2,0,0,0,0,CAMINHÃO=2,SÃO JOAQUIM DA BARRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-31,08:26:00,L28-ENTREVIAS,SP330,377.1,NORTE,-20.6093889397,-47.8841982259,TOMBAMENTO,TOMBAMENTO-MOTO,ESTOURO/FURO DE PNEU,0,1,0,0,0,MOTOCICLETA / MOTONETA=1,SÃO JOAQUIM DA BARRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-03-31,08:48:00,L01-AUTOBAN,SP330,41.0,SUL,-23.323518428373,-46.84717297554,CHOQUE,CHOQUE-TALUDE OU BARRANCO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-31,09:15:00,L01-AUTOBAN,SP330,135.7,SUL,-22.640815025208,-47.329111489059,TOMBAMENTO,TOMBAMENTO,NÃO INFORMADO,0,1,0,0,0,CARRETA=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-31,13:33:00,L29-VIAPAULISTA,SP330,296.6,SUL,-21.30116653,-47.7420845,TOMBAMENTO,TOMBAMENTO,ESTOURO/FURO DE PNEU,0,2,0,0,0,MOTO=1,CRAVINHOS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-03-31,15:35:00,L06-INTERVIAS,SP330,215.0,SUL,-21.95859909,-47.45980072,CHOQUE,CHOQUE-OUTROS,IMPRUD. CONDUTOR,3,0,0,0,0,CAMINHÃO=1,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-03-31,16:24:00,L29-VIAPAULISTA,SP330,249.8,SUL,-21.68576813,-47.60159683,OBJETO LANÇADO CONTRA O VEÍCULO,OBJETO LANÇADO CONTRA VEÍCULO,OBRAS,3,0,0,0,0,CAMINHONETE=1,SANTA RITA DO PASSA QUATRO,CENTRAL,RIBEIRÃO PRETO,ESTADUAL
2020-03-31,16:37:00,L01-AUTOBAN,SP330,26.16,SUL,-23.420148459498,-46.795779703709,TOMBAMENTO,TOMBAMENTO,NÃO INFORMADO,0,0,0,1,0,MOTO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-03-31,22:08:00,L01-AUTOBAN,SP330,143.8,SUL,-22.580212343912,-47.367129919621,CHOQUE,CHOQUE-ELEMENTO DE DRENAGEM,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-04-01,00:04:00,L29-VIAPAULISTA,SP330,307.8,SUL,-21.20364761,-47.75825882,TOMBAMENTO,TOMBAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,0,0,MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-04-01,10:15:00,L06-INTERVIAS,SP330,200.0,NORTE,-22.08779907,-47.41939926,OBJETO LANÇADO CONTRA O VEÍCULO,OBJETO LANÇADO CONTRA VEÍCULO,OBJETO LANÇADO,2,0,0,0,0,CAMINHONETE=1,SANTA CRUZ DA CONCEIÇÃO,CAMPINAS,RIO CLARO,ESTADUAL
2020-04-01,10:26:00,L01-AUTOBAN,SP330,107.0,NORTE,-22.839452464187,-47.170829772949,CHOQUE,CHOQUE-DEFENSA METÁLICA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-04-01,12:20:00,L01-AUTOBAN,SP330,23.3,SUL,-23.441429780466,-46.786864042765,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,1,0,AUTOMÓVEL=1|MOTO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-04-01,15:57:00,L01-AUTOBAN,SP330,118.5,NORTE,-22.766041546931,-47.244290113449,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,NÃO INFORMADO=1|VAN/PERUA=1,NOVA ODESSA,CAMPINAS,RIO CLARO,ESTADUAL
2020-04-01,19:44:00,L01-AUTOBAN,SPI102/330,6.4,SUL,-22.918963897362,-47.13421399958,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,2,0,0,0,MOTO=1|UTILITÁRIO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-04-01,21:31:00,L28-ENTREVIAS,SP330,423.0,NORTE,-20.2171748843,-47.7885477599,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL-SILVESTRE PEQUENO PORTE,ANIMAL NA RODOVIA,1,0,0,0,0,AUTOMÓVEL=1,BURITIZAL,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-04-02,14:10:00,L29-VIAPAULISTA,SP330,307.0,SUL,-21.21128464,-47.75865936,TOMBAMENTO,TOMBAMENTO,PANE MECÂNICA/ELÉTRICA,2,0,0,0,0,CAMINHÃO=1|MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
