DATA,HORA,CONCESSIONARIA,RODOVIA,KM,SENTIDO,LATITUDE,LONGITUDE,CLASSE,SUBCLASSE,CAUSA_PROVAVEL,VITIMA_ILESA,VITIMA_LEVE,VITIMA_MODERADA,VITIMA_GRAVE,VITIMA_FATAL,VEICULOS_ENVOLVIDOS,MUNICIPIO,REGIAO_ADMINISTRATIVA,REGIONAL_DER,JURISDICAO
2020-11-03,06:47:00,L01-AUTOBAN,SPM330E,104.0,SUL,-22.857076064557,-47.148749828339,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-03,07:21:00,L01-AUTOBAN,SP330,26.5,SUL,-23.418540071384,-46.79876178503,CHOQUE,"CHOQUE-PRAÇA AVI-(DEFENSA,ILHA,BARREIRA)",NÃO INFORMADO,0,0,0,1,0,NÃO INFORMADO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-03,07:21:00,L01-AUTOBAN,SP330,55.0,NORTE,-23.216200395138,-46.883779764175,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-03,07:27:00,L06-INTERVIAS,SP330,235.0,NORTE,-21.79039955,-47.5196991,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",IMPRUD. CONDUTOR-PERDA DE CONTROLE,1,0,0,1,0,AUTOMÓVEL=1|CAMINHÃO=1,SANTA RITA DO PASSA QUATRO,CENTRAL,RIBEIRÃO PRETO,ESTADUAL
2020-11-03,08:11:00,L01-AUTOBAN,SP330,32.94,NORTE,-23.385174467247,-46.838166013231,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|BICICLETA=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-03,08:40:00,L01-AUTOBAN,SPM330D,106.6,NORTE,-22.842274289277,-47.168119853432,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-03,16:50:00,L01-AUTOBAN,SP330,36.0,SUL,-23.36049320542,-46.848599910736,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-03,17:17:00,L06-INTERVIAS,SP330,179.0,NORTE,-22.27370071,-47.39189911,ENGAVETAMENTO,ENGAVETAMENTO,IMPRUD. CONDUTOR,6,0,0,0,0,AUTOMÓVEL=1|CAMINHONETE=1|NÃO INFORMADO=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-03,17:20:00,L01-AUTOBAN,SPM330E,14.6,SUL,-23.502824762941,-46.752831103196,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,MOTO=1|UTILITÁRIO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-03,17:37:00,L29-VIAPAULISTA,SP330,241.3,NORTE,-21.75389481,-47.56642532,TOMBAMENTO,TOMBAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,1,0,0,0,0,CAMINHONETE=1,SANTA RITA DO PASSA QUATRO,CENTRAL,RIBEIRÃO PRETO,ESTADUAL
2020-11-03,19:40:00,L06-INTERVIAS,SP330,169.0,NORTE,-22.36289978,-47.39450073,COLISÃO,COLISÃO-LATERAL,IMPRUD. CONDUTOR-MUDANÇA DE FAIXA,9,0,0,0,0,AUTOMÓVEL=1|CAMINHONETE=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-03,22:26:00,L06-INTERVIAS,SP330,226.4,NORTE,-21.85956001,-47.49285889,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,1,0,0,0,0,AUTOMÓVEL=1,PORTO FERREIRA,CENTRAL,RIO CLARO,ESTADUAL
2020-11-04,05:35:00,L28-ENTREVIAS,SP330,387.0,SUL,-20.5291927672,-47.8443217961,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-DORMIR AO VOLANTE,2,0,0,0,0,CAMINHÃO=1|CAMIONETA / UTILITÁRIO=1,SÃO JOAQUIM DA BARRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-11-04,07:06:00,L06-INTERVIAS,SP330,178.18,NORTE,-22.28108025,-47.3928833,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-LEVOU FECHADA,1,1,0,0,0,CAMINHÃO=1|MOTO=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-04,09:21:00,L06-INTERVIAS,SP330,175.2,SUL,-22.3078804,-47.39168167,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL,ANIMAL NA RODOVIA,2,0,0,0,0,AUTOMÓVEL=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-04,12:59:00,L01-AUTOBAN,SP330,103.0,NORTE,-22.862197108808,-47.13924407959,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,CAMINHÃO=1|CARRETA=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-04,18:40:00,L01-AUTOBAN,SP330,22.8,NORTE,-23.446091043864,-46.786803960501,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,MOTO=1|UTILITÁRIO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-04,21:31:00,L01-AUTOBAN,SPM330E,12.0,SUL,-23.509484513183,-46.730405688286,TOMBAMENTO,TOMBAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-05,00:40:00,L06-INTERVIAS,SP330,195.0,NORTE,-22.13170052,-47.40930176,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,2,0,0,0,0,CAMINHÃO=2,LEME,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-05,04:07:00,L01-AUTOBAN,SPM330E,57.77,SUL,-23.199122712738,-46.902771683647,CHOQUE,CHOQUE-SINALIZAÇÃO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-05,06:15:00,L01-AUTOBAN,SP330,82.7,NORTE,-23.007742175033,-47.026341303499,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,BITREM/CVC=1,VALINHOS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-05,07:50:00,L01-AUTOBAN,SP330,47.0,SUL,-23.282290776795,-46.872954368591,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-05,13:09:00,L01-AUTOBAN,SP330,60.3,SUL,-23.179408915932,-46.913722867307,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=2|CAMINHÃO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-05,13:13:00,L29-VIAPAULISTA,SP330,291.7,SUL,-21.34228134,-47.72425461,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",IMPRUD. CONDUTOR-LEVOU FECHADA,1,0,0,0,0,CAMINHONETE=1,CRAVINHOS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-05,14:57:00,L01-AUTOBAN,SP330,62.0,SUL,-23.168814423993,-46.926614642143,COLISÃO,COLISÃO-FRONTAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=2,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-05,15:57:00,L01-AUTOBAN,SP330,29.8,SUL,-23.406122421304,-46.827321403905,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-05,23:51:00,L01-AUTOBAN,SPM330E,106.2,SUL,-22.84539678456,-47.165598372449,CHOQUE,CHOQUE-SINALIZAÇÃO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,02:19:00,L29-VIAPAULISTA,SP330,296.1,NORTE,-21.30496788,-47.74010086,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",IMPRUD. CONDUTOR,1,3,0,0,0,CAMINHÃO=1,CRAVINHOS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-06,03:36:00,L29-VIAPAULISTA,SP330,246.35,NORTE,-21.71533394,-47.5904274,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-DORMIR AO VOLANTE,0,2,0,0,0,CAMINHÃO=2,SANTA RITA DO PASSA QUATRO,CENTRAL,RIBEIRÃO PRETO,ESTADUAL
2020-11-06,12:09:00,L01-AUTOBAN,SPM330E,57.0,SUL,-23.206009637649,-46.899240016937,CHOQUE,CHOQUE-POSTE,NÃO INFORMADO,0,0,1,0,0,MOTO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,12:44:00,L01-AUTOBAN,SPM330E,109.6,SUL,-22.824798488669,-47.189204800496,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,1,0,0,MOTO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,13:28:00,L01-AUTOBAN,SPM330E,114.76,SUL,-22.79446148,-47.2252827,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,13:51:00,L01-AUTOBAN,SPM330E,97.0,SUL,-22.904379059715,-47.107846140862,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,1,0,0,MOTO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,14:01:00,L01-AUTOBAN,SP330,98.0,NORTE,-22.895874533463,-47.110748291016,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,2,0,0,0,MOTO=2,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,16:23:00,L01-AUTOBAN,SP330,53.5,NORTE,-23.226833655014,-46.875242790794,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=3,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,16:48:00,L01-AUTOBAN,SP330,96.9,NORTE,-22.904814866855,-47.107158432227,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=3|UTILITÁRIO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,17:18:00,L01-AUTOBAN,SP330,117.8,NORTE,-22.770062974446,-47.239606994681,CHOQUE,CHOQUE-PRAÇA AVI-(ENTRE VEÍCULOS),NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,NOVA ODESSA,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-06,17:59:00,L01-AUTOBAN,SP330,92.0,SUL,-22.935126302733,-47.071105241776,ENGAVETAMENTO,ENGAVETAMENTO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=3,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,18:05:00,L29-VIAPAULISTA,SP330,309.0,SUL,-21.19260025,-47.75767899,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-DIST. INADEQUADA ENTRE VEÍC.,4,0,0,0,0,AUTOMÓVEL=1|CAMINHONETE=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-06,18:54:00,L01-AUTOBAN,SP330,103.3,NORTE,-22.86057945971,-47.142060784366,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-06,19:51:00,L06-INTERVIAS,SP330,176.2,NORTE,-22.2989006,-47.3921814,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR,5,0,0,0,0,AUTOMÓVEL=1|CAMINHÃO=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-06,22:38:00,L28-ENTREVIAS,SP330,374.5,SUL,-20.634984647,-47.881892632,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-PERDA DE CONTROLE,1,0,0,0,0,AUTOMÓVEL=2,SÃO JOAQUIM DA BARRA,FRANCA,RIBEIRÃO PRETO,ESTADUAL
2020-11-07,03:59:00,L01-AUTOBAN,SP330,60.5,NORTE,-23.178147453711,-46.914896070957,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,2,0,0,0,AUTOMÓVEL=2,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-07,04:34:00,L01-AUTOBAN,SP330,21.24,NORTE,-23.458866059665,-46.782625721721,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,1,MOTO=1|NÃO INFORMADO=1|ÔNIBUS=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-07,05:01:00,L01-AUTOBAN,SP330,138.42,NORTE,-22.621222231418,-47.345384384053,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,CAMINHÃO=1|MOTO=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-07,05:07:00,L28-ENTREVIAS,SP330,321.2,NORTE,-21.091004688,-47.7956978683,ATROPELAMENTO DE PEDESTRE,ATROP. PEDESTRE-CICLISTA,CICLISTA NA RODOVIA,1,0,0,1,0,BICICLETA=1|NÃO INFORMADO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-07,05:52:00,L01-AUTOBAN,SP330,20.0,NORTE,-23.468944569907,-46.778873205185,TOMBAMENTO,TOMBAMENTO,NÃO INFORMADO,0,1,0,0,0,VAN/PERUA=1,OSASCO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-07,06:47:00,L01-AUTOBAN,SP330,69.28,SUL,-23.111576799702,-46.95911549903,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,NÃO INFORMADO,1,1,0,0,0,AUTOMÓVEL=2|CARRETA=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-07,09:09:00,L29-VIAPAULISTA,SP330,317.2,NORTE,-21.12231636,-47.77324677,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",IMPRUD. CONDUTOR-DORMIR AO VOLANTE,0,1,0,0,0,CAMINHÃO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-07,11:43:00,L01-AUTOBAN,SP330,43.0,NORTE,-23.310478510736,-46.857231259346,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-07,11:47:00,L01-AUTOBAN,SPM330D,99.4,NORTE,-22.884770841918,-47.114985114981,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=2,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-07,15:05:00,L06-INTERVIAS,SP330,231.5,NORTE,-21.81414986,-47.49814987,COLISÃO,COLISÃO-TRASEIRA,IMPRUD. CONDUTOR-LEVOU FECHADA,2,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,PORTO FERREIRA,CENTRAL,RIO CLARO,ESTADUAL
2020-11-07,19:35:00,L01-AUTOBAN,SP330,142.9,NORTE,-22.588462250267,-47.367221640398,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|NÃO INFORMADO=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-07,20:46:00,L01-AUTOBAN,SP330,71.0,NORTE,-23.097521444929,-46.968086957932,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,LOUVEIRA,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-07,22:15:00,L01-AUTOBAN,SP330,62.0,NORTE,-23.16861715282,-46.926528811455,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-07,23:26:00,L01-AUTOBAN,SPM330D,25.0,NORTE,-23.426127,-46.787542,TOMBAMENTO,TOMBAMENTO-MOTO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-08,00:10:00,L01-AUTOBAN,SP330,24.5,SUL,-23.430702639857,-46.787016470676,CHOQUE,CHOQUE-SINALIZAÇÃO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-08,00:49:00,L01-AUTOBAN,SP330,103.7,SUL,-22.858710761818,-47.145961051468,COLISÃO,COLISÃO-FRONTAL,NÃO INFORMADO,0,1,0,1,0,AUTOMÓVEL=2,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-08,01:24:00,L01-AUTOBAN,SP330,21.8,NORTE,-23.454558721144,-46.785473581249,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=2,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-08,01:32:00,L06-INTERVIAS,SP330,205.5,NORTE,-22.03949928,-47.43185043,TOMBAMENTO,TOMBAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,1,0,0,0,0,AUTOMÓVEL=1,PIRASSUNUNGA,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-08,02:26:00,L01-AUTOBAN,SP330,124.64,NORTE,-22.730292941949,-47.289717503754,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,AMERICANA,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-08,03:19:00,L01-AUTOBAN,SPM330D,112.53,NORTE,-22.810158687674,-47.212877252641,ATROPELAMENTO DE ANIMAL,ATROP. ANIMAL,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-08,04:11:00,L01-AUTOBAN,SPM330E,15.6,SUL,-23.4965278154,-46.757180573136,CHOQUE,CHOQUE-DEFENSA METÁLICA,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1,SÃO PAULO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-08,05:23:00,L01-AUTOBAN,SPM330E,16.44,SUL,-23.49238760409,-46.762460236179,CHOQUE,CHOQUE-MEIO FIO/CALÇAMENTO,NÃO INFORMADO,0,0,0,0,1,AUTOMÓVEL=1,OSASCO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-08,07:07:00,L01-AUTOBAN,SPM330D,108.15,NORTE,-22.831803634182,-47.178176353673,CAPOTAMENTO,CAPOTAMENTO,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-08,11:01:00,L01-AUTOBAN,SP330,101.5,SUL,-22.871222222882,-47.128653084053,CAPOTAMENTO,CAPOTAMENTO,NÃO INFORMADO,0,2,0,0,0,AUTOMÓVEL=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-08,12:48:00,L01-AUTOBAN,SPM330D,101.0,NORTE,-22.873812661725,-47.124744057655,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=1|ÔNIBUS=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-08,15:18:00,L28-ENTREVIAS,SP330,321.0,SUL,-21.0900747564,-47.7965838701,TOMBAMENTO,TOMBAMENTO-MOTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,0,0,MOTOCICLETA / MOTONETA=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-08,16:42:00,L01-AUTOBAN,SP330,37.3,NORTE,-23.349386558493,-46.844901685276,COLISÃO,COLISÃO-FRONTAL,NÃO INFORMADO,0,0,0,0,0,AUTOMÓVEL=2|UTILITÁRIO=1,CAJAMAR,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,ESTADUAL
2020-11-08,18:01:00,L01-AUTOBAN,SP330,83.52,SUL,-23.001561523109,-47.030722314821,CHOQUE,CHOQUE-ELEMENTO DE DRENAGEM,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1,VALINHOS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-08,18:21:00,L29-VIAPAULISTA,SP330,312.6,SUL,-21.16071892,-47.75634766,TOMBAMENTO,TOMBAMENTO,IMPRUD. CONDUTOR-PERDA DE CONTROLE,0,1,0,0,0,MOTO=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-08,18:25:00,L06-INTERVIAS,SP330,164.7,NORTE,-22.40066338,-47.38950348,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,7,0,0,0,0,AUTOMÓVEL=2|CAMINHONETE=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-08,22:29:00,L01-AUTOBAN,SP330,128.46,SUL,-22.700870377045,-47.306320957332,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,2,0,0,AUTOMÓVEL=1|CARRETA=1,AMERICANA,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-08,23:14:00,L01-AUTOBAN,SP330,98.4,NORTE,-22.892616805921,-47.111750368126,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,NÃO INFORMADO,0,1,0,0,0,MOTO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-09,00:36:00,L29-VIAPAULISTA,SP330,303.9,SUL,-21.23938942,-47.75848389,CHOQUE,CHOQUE-ELEMENTO DE DRENAGEM,IMPRUD. CONDUTOR-DORMIR AO VOLANTE,1,0,0,0,0,AUTOMÓVEL=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-09,00:38:00,L01-AUTOBAN,SP330,108.1,SUL,-22.832384419021,-47.17806764413,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,1,0,0,0,CAMINHÃO=1|UTILITÁRIO=1,SUMARÉ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-09,01:03:00,L01-AUTOBAN,SP330,131.2,NORTE,-22.677293499478,-47.311220876236,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,0,0,0,CARRETA=1|NÃO INFORMADO=1,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-09,07:42:00,L01-AUTOBAN,SP330,97.5,NORTE,-22.899976081768,-47.109273076057,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,0,0,1,0,0,AUTOMÓVEL=1|MOTO=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-09,09:13:00,L01-AUTOBAN,SP330,131.2,SUL,-22.677476638585,-47.311523429544,COLISÃO,COLISÃO-TRASEIRA,NÃO INFORMADO,1,1,0,0,0,AUTOMÓVEL=2,LIMEIRA,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-09,11:20:00,L28-ENTREVIAS,SPA327/330,0.0,LESTE,-21.0475543816,-47.8197159514,TOMBAMENTO,TOMBAMENTO-MOTO,ESTOURO/FURO DE PNEU,0,1,0,0,0,MOTOCICLETA / MOTONETA=1,JARDINÓPOLIS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-09,11:54:00,L06-INTERVIAS,SP330,177.0,SUL,-22.29170036,-47.39319992,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,3,0,0,0,0,AUTOMÓVEL=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-09,13:54:00,L01-AUTOBAN,SP330,60.7,NORTE,-23.177006316034,-46.916270440099,COLISÃO,COLISÃO-LATERAL,NÃO INFORMADO,0,1,0,0,0,AUTOMÓVEL=1|UTILITÁRIO=1,JUNDIAÍ,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-09,14:10:00,L01-AUTOBAN,SPI102/330,3.38,NORTE,-22.893339118739,-47.134286284852,CHOQUE,CHOQUE-VEÍCULO PARADO NO ACOSTAMENTO,NÃO INFORMADO,0,3,1,0,0,AUTOMÓVEL=1|CARRETA=1|VIATURA CONCESSIONÁRIA=1,CAMPINAS,CAMPINAS,CAMPINAS,ESTADUAL
2020-11-09,14:19:00,L06-INTERVIAS,SP330,166.95,NORTE,-22.38144493,-47.39406586,COLISÃO,COLISÃO-LATERAL,IMPRUD. CONDUTOR,3,0,0,0,0,AUTOMÓVEL=1|CAMINHONETE=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-09,15:42:00,L28-ENTREVIAS,SP330,327.0,SUL,-21.0459248714,-47.827628076,TOMBAMENTO,TOMBAMENTO-MOTO,ESTOURO/FURO DE PNEU,0,1,0,0,0,MOTOCICLETA / MOTONETA=1,JARDINÓPOLIS,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
2020-11-09,16:30:00,L06-INTERVIAS,SP330,180.2,SUL,-22.26292038,-47.39096069,CHOQUE,CHOQUE-OBJETO NA PISTA,OBJETO NA PISTA,1,0,0,0,0,CAMINHONETE=1,ARARAS,CAMPINAS,RIO CLARO,ESTADUAL
2020-11-09,18:44:00,L29-VIAPAULISTA,SP330,311.8,NORTE,-21.16711998,-47.75621414,CHOQUE,CHOQUE-OUTROS,IMPRUD. CONDUTOR-LEVOU FECHADA,0,1,0,0,0,CAMINHONETE=1,RIBEIRÃO PRETO,RIBEIRÃO PRETO,RIBEIRÃO PRETO,ESTADUAL
