Rodovia;Tipo de Rodovia;Orientação;Origem;Municipio;Regional (CGR);Sede Coordenadoria Geral Regional;Km Inicial;Km Final;Extensão;Descrição Inicial;Descrição Final;Jurisdição;Administrador;Conservador;TipoPista;Sobreposição;Subposição;Perímetro Urbano;Data de Início do Contrato;Data de  Fim do Contrato;Estadual Coincidente;Denominação;Legislação;TPUso;Transf. Municipio;Subtrecho
SP 541;Eixo;Transversal;Estadual;Valparaíso;CGR11;Araçatuba;39,600;39,900;0,300;Acesso Destilaria Univalem / Entroncamento SPV 065;Divisa Municipal Valparaíso / Bento de Abreu;Estadual;DER;11.01;PAV; ; ;Não; ; ;Nã;Plácido Rocha, Doutor;Lei 2.572 de 02/12/80; ; ;541SPE5266
SP 300;Eixo;Radial;Estadual;Valparaíso;CGR11;Araçatuba;570,900;576,450;5,550;Divisa Municipal Bento de Abreu / Valparaiso;Acesso Valparaiso;Estadual;Concessionária;ViaRondon;DUP; ; ;Não;06 05 2009;07 05 2039;Nã;Rondon, Via;Dec. 30.661 de 10/01/58; ; ;300SPE8795
SP 300;Eixo;Radial;Estadual;Valparaíso;CGR11;Araçatuba;576,450;586,830;10,380;Acesso Valparaiso;Divisa Municipal Valparaiso / Lavínia;Estadual;Concessionária;ViaRondon;DUP; ; ;Não;06 05 2009;07 05 2039;Nã;Rondon, Via;Dec. 30.661 de 10/01/58; ; ;300SPE2673
SPA 576/300;Acesso;Sem Informação;Estadual;Valparaíso;CGR11;Araçatuba;0,000;0,600;0,600;SP 300;Valparaiso;Estadual;Concessionária;ViaRondon;PAV; ; ;Não;06 05 2009;07 05 2039;Nã;Geraldo Maximiano Leite;Lei 5.711 de 05/06/87; ; ;300SPA9874
SP 331;Eixo;Transversal;Estadual;Tabatinga;CGR04;Araraquara;29,200;39,900;10,700;Divisa Municipal Nova Europa / Tabatinga;Entroncamento Vicinal Bairro Tremembé;Estadual;DER;04.01;PAV; ; ;Não; ; ;Sim;Victor Maida, Deputado;Lei 3.059 de 03/11/81; ; ;331SPE9986
SP 331;Eixo;Transversal;Estadual;Tabatinga;CGR04;Araraquara;39,900;40,740;0,840;Entroncamento Vicinal Bairro Tremembé;Acesso Tabatinga;Estadual;DER;04.01;PAV; ; ;Não; ; ;Sim;Victor Maida, Deputado;Lei 3.059 de 03/11/81; ; ;331SPE2763
SP 331;Eixo;Transversal;Estadual;Tabatinga;CGR04;Araraquara;40,740;46,460;5,720;Acesso Tabatinga;Divisa Municipal Tabatinga / Ibitinga;Estadual;DER;04.01;PAV; ; ;Não; ; ;Sim;Victor Maida, Deputado;Lei 3.059 de 03/11/81; ; ;331SPE3010
SPA 040/331;Acesso;Sem Informação;Estadual;Tabatinga;CGR04;Araraquara;0,000;2,100;2,100;SP 331;Inicio da Pista Dupla;Estadual;DER;04.01;PAV; ; ;Não; ; ;Nã;Joaquim Luiz Quarteiro;Lei 15.122 de 24/09/2013; ; ;331SPA6702
SPA 040/331;Acesso;Sem Informação;Estadual;Tabatinga;CGR04;Araraquara;2,100;2,850;0,750;Inicio da Pista Dupla;Rotatoria fechada (Bairros);Estadual;DER;04.01;DUP; ; ;Não; ; ;Nã;Joaquim Luiz Quarteiro;Lei 15.122 de 24/09/2013; ; ;331SPA4925
SPA 040/331;Acesso;Sem Informação;Estadual;Tabatinga;CGR04;Araraquara;2,850;3,200;0,350;Rotatoria fechada (Bairros);Tabatinga;Estadual;DER;04.01;DUP; ; ;Não; ; ;Nã;Joaquim Luiz Quarteiro;Lei 15.122 de 24/09/2013; ; ;331SPA9836
SP 318;Eixo;Radial;Estadual;Rincão;CGR04;Araraquara;271,600;277,760;6,160;Divisa Municipal Santa Lucia / Rincão;Entroncamento vicinal Bairro Taquaral;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Thales de Lorena Peixoto Junior, Engenheiro;Lei 6.824 de 05/04/90; ; ;318SPE2535
SP 318;Eixo;Radial;Estadual;Rincão;CGR04;Araraquara;277,760;279,100;1,340;Entroncamento vicinal Bairro Taquaral;Entroncamento SP 255 - retorno;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Thales de Lorena Peixoto Junior, Engenheiro;Lei 6.824 de 05/04/90; ; ;318SPE0150
SP 318;Eixo;Radial;Estadual;Rincão;CGR04;Araraquara;279,100;280,000;0,900;Entroncamento SP 255 - retorno;Entroncamento SP 255 (km 48);Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Thales de Lorena Peixoto Junior, Engenheiro;Lei 6.824 de 05/04/90; ; ;318SPE4077
SPA 051/255;Acesso;Sem Informação;Estadual;Rincão;CGR04;Araraquara;0,000;7,370;7,370;SP 255;Entroncamento SP 257;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Jornalista Paulo de Arruda Corrêa da Silva;Lei 8.970 de 23/11/94; ; ;255SPA7214
SPA 051/255;Acesso;Sem Informação;Estadual;Rincão;CGR04;Araraquara;7,370;12,160;4,790;Entroncamento SP 257;Rincão;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Jornalista Paulo de Arruda Corrêa da Silva;Lei 8.970 de 23/11/94; ; ;255SPA7121
SP 255;Eixo;Transversal;Estadual;Rincão;CGR04;Araraquara;47,600;48,100;0,500;Divisa Municipal Guatapará / Rincão - DR.08/DR.04;Entroncamento SP 318 (km 280);Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE9433
SP 255;Eixo;Transversal;Estadual;Rincão;CGR04;Araraquara;48,100;48,350;0,250;Entroncamento SP 318 (km 280);Fim do trecho pista dupla - Inicio da obra de duplicação;Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE9942
SP 255;Eixo;Transversal;Estadual;Rincão;CGR04;Araraquara;48,350;51,490;3,140;Fim do trecho pista dupla - Inicio da obra de duplicação;Entroncamento SPA 051/255 (km Zero);Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE7913
SP 255;Eixo;Transversal;Estadual;Rincão;CGR04;Araraquara;51,490;53,500;2,010;Entroncamento SPA 051/255 (km Zero);Divisa Municipal Rincão / Santa Lúcia;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE5848
SP 257;Eixo;Transversal;Estadual;Rincão;CGR04;Araraquara;16,100;19,500;3,400;Divisa Municipal Santa Lucia / Rincão;Entroncamento SPA 051 / 255 (km 7);Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE3166
SP 257;Eixo;Transversal;Estadual;Santa Lúcia;CGR04;Araraquara;6,920;9,200;2,280;Divisa Municipal Américo Brasiliense / Santa Lucia;Acesso a Santa Lucia I;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE8931
SP 257;Eixo;Transversal;Estadual;Santa Lúcia;CGR04;Araraquara;9,200;10,200;1,000;Acesso a Santa Lucia I;Acesso Santa Lucia II;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE8469
SP 257;Eixo;Transversal;Estadual;Santa Lúcia;CGR04;Araraquara;10,200;16,100;5,900;Acesso Santa Lucia II;Divisa Municipal Santa Lucia / Rincão;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE0589
SP 255;Eixo;Transversal;Estadual;Santa Lúcia;CGR04;Araraquara;53,500;61,100;7,600;Divisa Municipal Rincão / Santa Lúcia;Divisa Municipal Santa Lúcia / Américo Brasiliense;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE2847
SP 318;Eixo;Radial;Estadual;Santa Lúcia;CGR04;Araraquara;270,500;271,600;1,100;Divisa Municipal Américo Brasiliense / Santa Lucia;Divisa Municipal Santa Lucia / Rincão;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Thales de Lorena Peixoto Junior, Engenheiro;Lei 6.824 de 05/04/90; ; ;318SPE4173
SP 331;Eixo;Transversal;Estadual;Nova Europa;CGR04;Araraquara;15,540;27,430;11,890;Divisa Municipal Araraquara / Nova Europa;Acesso Nova Europa;Estadual;DER;04.01;PAV; ; ;Não; ; ;Sim;Victor Maida, Deputado;Lei 3.059 de 03/11/81; ; ;331SPE3712
SP 331;Eixo;Transversal;Estadual;Nova Europa;CGR04;Araraquara;27,430;28,480;1,050;Acesso Nova Europa;Entroncamento Vicinal Curupa / São Lourenço do Turvo;Estadual;DER;04.01;PAV; ; ;Não; ; ;Sim;Victor Maida, Deputado;Lei 3.059 de 03/11/81; ; ;331SPE1829
SP 331;Eixo;Transversal;Estadual;Nova Europa;CGR04;Araraquara;28,480;29,200;0,720;Entroncamento Vicinal Curupa / São Lourenço do Turvo;Divisa Municipal Nova Europa / Tabatinga;Estadual;DER;04.01;PAV; ; ;Não; ; ;Sim;Victor Maida, Deputado;Lei 3.059 de 03/11/81; ; ;331SPE2462
SPA 027/331;Acesso;Sem Informação;Estadual;Nova Europa;CGR04;Araraquara;0,000;3,000;3,000;SP 331;Nova Europa;Estadual;DER;04.01;PAV; ; ;Não; ; ;Nã;Vereador Ovídio Bergamin;Lei 9.436 de 26/11/96; ; ;331SPA4909
SPA 301/310;Acesso;Sem Informação;Estadual;Matão;CGR04;Araraquara;0,000;2,080;2,080;SP 310;Entroncamento Vicinal Distrito Industrial de Toriba;Estadual;DER;04.01;PAV; ; ;Não; ; ;Nã;Carl Fischer;Lei 6.259 de 13/12/88; ; ;310SPA1429
SPA 301/310;Acesso;Sem Informação;Estadual;Matão;CGR04;Araraquara;2,080;3,200;1,120;Entroncamento Vicinal Distrito Industrial de Toriba;Rotatória Industria Marchesan;Estadual;DER;04.01;PAV; ; ;Não; ; ;Nã;Carl Fischer;Lei 6.259 de 13/12/88; ; ;310SPA9583
SP 147;Eixo;Transversal;Estadual;Serra Negra;CGR01;Campinas;12,900;15,500;2,600;Divisa Municipal Socorro / Serra Negra;Divisa Municipal Serra Negra / Lindoia;Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã;Octavio de Oliveira Santos;Lei 2.154 de 31/10/79; ; ;147SPE9545
SP 105;Eixo;Transversal;Estadual;Serra Negra;CGR01;Campinas;0,000;1,600;1,600;Serra Negra Perímetro Urbano (A);Serra Negra Perímetro Urbano (B);Estadual;DER;01.04;PAV; ; ;Sim; ; ;Nã;Doutor Rubens Pupo Pimentel;Lei 8.541 de 29/12/93; ; ;105SPE2613
SP 105;Eixo;Transversal;Estadual;Serra Negra;CGR01;Campinas;1,600;9,600;8,000;Serra Negra Perímetro Urbano (B);Divisa Municipal Serra Negra / Amparo;Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã;Doutor Rubens Pupo Pimentel;Lei 8.541 de 29/12/93; ; ;105SPE1102
SPA 148/360;Acesso;Sem Informação;Estadual;Serra Negra;CGR01;Campinas;0,000;2,790;2,790;SP 360;Parque Vertentes (Serra Negra);Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã; ; ; ; ;360SPA9992
SP 360;Eixo;Radial;Estadual;Serra Negra;CGR01;Campinas;142,680;148,880;6,200;Divisa Municipal Amparo / Serra Negra;Entroncamento SPA 148/360 - Acesso a Serra Negra;Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã;Geraldo Mantovani, Engenheiro;Lei 13.984 de 25/03/2010; ; ;360SPE3608
SP 360;Eixo;Radial;Estadual;Serra Negra;CGR01;Campinas;148,880;149,150;0,270;Entroncamento SPA 148/360 - Acesso a Serra Negra;Serra Negra Perímetro Urbano (A);Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã;Geraldo Mantovani, Engenheiro;Lei 13.984 de 25/03/2010; ; ;360SPE4533
SP 360;Eixo;Radial;Estadual;Serra Negra;CGR01;Campinas;149,150;149,950;0,800;Serra Negra Perímetro Urbano (A);Entroncamento SP 105 (km 0);Estadual;Prefeitura;Prefeitura;PAV; ; ;Sim; ; ;Nã;Geraldo Mantovani, Engenheiro;Lei 13.984 de 25/03/2010; ; ;360SPE6689
SP 360;Eixo;Radial;Estadual;Serra Negra;CGR01;Campinas;149,950;151,100;1,150;Entroncamento SP 105 (km 0);Serra Negra Perímetro Urbano (B);Estadual;Prefeitura;Prefeitura;PAV; ; ;Sim; ; ;Nã;Geraldo Mantovani, Engenheiro;Lei 13.984 de 25/03/2010; ; ;360SPE0299
SP 360;Eixo;Radial;Estadual;Serra Negra;CGR01;Campinas;151,100;160,660;9,560;Serra Negra Perímetro Urbano (B);Divisa Municipal Serra Negra / Lindóia;Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã;Geraldo Mantovani, Engenheiro;Lei 13.984 de 25/03/2010; ; ;360SPE4151
SP 340;Eixo;Radial;Estadual;Santo Antônio de Posse;CGR01;Campinas;139,220;140,350;1,130;Divisa Municipal Jaguariuna / Santo Antônio de Posse;Entroncamento SP 107 (km 27);Estadual;Concessionária;Renovias;DUP; ; ;Não;14 04 1998;31 10 2026;Nã;Governador Doutor Adhemar Pereira de Barros;Lei 1.382 de 06/09/77; ; ;340SPE6709
SP 340;Eixo;Radial;Estadual;Santo Antônio de Posse;CGR01;Campinas;140,350;147,540;7,190;Entroncamento SP 107 (km 27);Divisa Municipal Santo Antônio de Posse / Mogi Mirim;Estadual;Concessionária;Renovias;DUP; ; ;Não;14 04 1998;31 10 2026;Nã;Governador Doutor Adhemar Pereira de Barros;Lei 1.382 de 06/09/77; ; ;340SPE4892
SP 107;Eixo;Transversal;Estadual;Santo Antônio de Posse;CGR01;Campinas;10,000;19,000;9,000;Divisa Municipal Amparo / Santo Antônio de Posse;Santo Antônio de Posse Perímetro Urbano (A);Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã;Prefeito Aziz Lian;Dec. 19.575 de 24/09/82; ; ;107SPE6749
SP 107;Eixo;Transversal;Estadual;Santo Antônio de Posse;CGR01;Campinas;19,000;21,100;2,100;Santo Antônio de Posse Perímetro Urbano (A);Santo Antônio de Posse Perímetro Urbano (B);Estadual;DER;01.04;PAV; ; ;Sim; ; ;Nã;Prefeito Aziz Lian;Dec. 19.575 de 24/09/82; ; ;107SPE9129
SP 107;Eixo;Transversal;Estadual;Santo Antônio de Posse;CGR01;Campinas;21,100;27,200;6,100;Santo Antônio de Posse Perímetro Urbano (B);Entroncamento SP 340 (km 140);Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã;Prefeito Aziz Lian;Dec. 19.575 de 24/09/82; ; ;107SPE4486
SP 107;Eixo;Transversal;Estadual;Santo Antônio de Posse;CGR01;Campinas;27,200;27,700;0,500;Entroncamento SP 340 (km 140);Divisa Municipal Santo Antônio de Posse / Jaguariúna;Estadual;DER;01.01;PAV; ; ;Não; ; ;Nã;Prefeito Aziz Lian;Dec. 19.575 de 24/09/82; ; ;107SPE9400
SP 095;Eixo;Transversal;Estadual;Pedreira;CGR01;Campinas;52,130;53,570;1,440;Entroncamento SP 107 (km Zero);Divisa Municipal Amparo / Pedreira;Estadual;DER;01.04;DUP; ; ;Não; ; ;Nã;João Beira;Lei 6.842 de 26/04/90; ; ;095SPE8323
SP 095;Eixo;Transversal;Estadual;Pedreira;CGR01;Campinas;53,570;55,395;1,825;Divisa Municipal Amparo / Pedreira;Pedreira Perímetro Urbano (A);Estadual;DER;01.04;DUP; ; ;Não; ; ;Nã;João Beira;Lei 6.842 de 26/04/90; ; ;095SPE6684
SP 095;Eixo;Transversal;Estadual;Pedreira;CGR01;Campinas;55,395;60,907;5,512;Pedreira Perímetro Urbano (A);Final Perímetro Urbano (A);Estadual;DER;01.04;DUP; ; ;Sim; ; ;Nã;João Beira;Lei 6.842 de 26/04/90; ; ;095SPE5118
SP 095;Eixo;Transversal;Estadual;Pedreira;CGR01;Campinas;60,907;66,420;5,513;Final Perímetro Urbano (A);Divisa Municipal Pedreira / Jaguariuna;Estadual;DER;01.04;DUP; ; ;Não; ; ;Nã;João Beira;Lei 6.842 de 26/04/90; ; ;095SPE7258
SP 147;Eixo;Transversal;Estadual;Lindóia;CGR01;Campinas;15,500;18,200;2,700;Divisa Municipal Serra Negra / Lindoia;Inicio trecho conservação Prefeitura;Estadual;DER;01.04;PAV; ; ;Não; ; ;Nã;Octavio de Oliveira Santos;Lei 2.154 de 31/10/79; ; ;147SPE4178
SP 147;Eixo;Transversal;Estadual;Lindóia;CGR01;Campinas;18,200;18,900;0,700;Inicio trecho conservação Prefeitura;Entroncamento SP 360 (km 163) / Lindóia Perímetro Urbano (A);Estadual;Prefeitura;Prefeitura;PAV; ; ;Não; ; ;Nã;Octavio de Oliveira Santos;Lei 2.154 de 31/10/79; ; ;147SPE4050
SP 317;Eixo;Transversal;Estadual;Ibitinga;CGR04;Araraquara;0,000;2,750;2,750;Entroncamento SP 304 (km 367) (Ibitinga);Cruzamento Vicinal Ibitinga / Borborema;Estadual;DER;04.01;PAV; ; ;Não; ; ;Nã;Professor Maurício Antunes Ferraz;Lei 3.074 de 10/11/81; ; ;317SPE2073
SP 317;Eixo;Transversal;Estadual;Ibitinga;CGR04;Araraquara;2,750;11,000;8,250;Cruzamento Vicinal Ibitinga / Borborema;Divisa Municipal Ibitinga / Itápolis;Estadual;DER;04.01;PAV; ; ;Não; ; ;Nã;Professor Maurício Antunes Ferraz;Lei 3.074 de 10/11/81; ; ;317SPE8849
SPA 004/257;Acesso;Sem Informação;Estadual;Américo Brasiliense;CGR04;Araraquara;0,000;2,800;2,800;Américo Brasiliense Perímetro Urbano (B);DM Americo Brasiliense / Araraquara - Entroncamento SPA 074/255;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Flávio Nunes da Silva;Lei nº 17.379/2021; ; ;257SPA0195
SP 318;Eixo;Radial;Estadual;Américo Brasiliense;CGR04;Araraquara;267,400;269,810;2,410;Divisa Municipal São Carlos / Américo Brasiliense;Entroncamento com a Vicinal Cabaceiras;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Thales de Lorena Peixoto Junior, Engenheiro;Lei 6.824 de 05/04/90; ; ;318SPE0337
SP 318;Eixo;Radial;Estadual;Américo Brasiliense;CGR04;Araraquara;269,810;270,500;0,690;Entroncamento com a Vicinal Cabaceiras;Divisa Municipal Américo Brasiliense / Santa Lucia;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Thales de Lorena Peixoto Junior, Engenheiro;Lei 6.824 de 05/04/90; ; ;318SPE7509
SP 257;Eixo;Transversal;Estadual;Américo Brasiliense;CGR04;Araraquara;0,000;0,300;0,300;Entroncamento SP 255 (km 69,65);Usina Santa Cruz;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE9153
SP 257;Eixo;Transversal;Estadual;Américo Brasiliense;CGR04;Araraquara;0,300;4,100;3,800;Usina Santa Cruz;Acesso I - Americo Brasiliense Jardim Primavera;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE2345
SP 257;Eixo;Transversal;Estadual;Américo Brasiliense;CGR04;Araraquara;4,100;4,570;0,470;Acesso I - Americo Brasiliense Jardim Primavera;Acesso II -Américo Brasiliense Perímetro Urbano (A);Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE6601
SP 257;Eixo;Transversal;Estadual;Américo Brasiliense;CGR04;Araraquara;4,570;5,300;0,730;Acesso II -Américo Brasiliense Perímetro Urbano (A);Acesso III - Perímetro Urbano (B);Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE7943
SP 257;Eixo;Transversal;Estadual;Américo Brasiliense;CGR04;Araraquara;5,300;6,920;1,620;Acesso III - Perímetro Urbano (B);Divisa Municipal Américo Brasiliense / Santa Lucia;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Deputado Aldo Lupo;Lei 1.981 de 14/05/79; ; ;257SPE2782
SP 255;Eixo;Transversal;Estadual;Américo Brasiliense;CGR04;Araraquara;61,100;69,900;8,800;Divisa Municipal Santa Lúcia / Américo Brasiliense;Entroncamento SP 257 (km 0);Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE2928
SP 255;Eixo;Transversal;Estadual;Américo Brasiliense;CGR04;Araraquara;69,900;71,000;1,100;Entroncamento SP 257 (km 0);Divisa Municipal Américo Brasiliense / Araraquara;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE2402
SPI 274/310;Interligação;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;0,000;2,000;2,000;Interligação SP 310 (km 274);SP 255 (km 88,60);Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;Elias Damus, Vereador;Lei nº 13.073; ; ;310SPI3203
SPA 074/255;Acesso;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;0,000;3,354;3,354;SP 255;Entroncamento SPA 004/257;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;José Barbanti Netto;Lei 9.412 de 26/11/96; ; ;255SPA6262
SPA 074/255;Acesso;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;3,354;3,643;0,289;Entroncamento SPA 004/257;Inicio do trecho de pista dupla;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;José Barbanti Netto;Lei 9.412 de 26/11/96; ; ;255SPA6439
SPA 074/255;Acesso;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;3,643;4,400;0,757;Inicio do trecho de pista dupla;Villares;Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;José Barbanti Netto;Lei 9.412 de 26/11/96; ; ;255SPA6309
SPA 077/255;Acesso;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;0,000;2,200;2,200;SP 255;Araraquara (Vila Xavier);Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;Abdo Najm;Lei 4.517 de 17/01/85; ; ;255SPA8915
SPA 085/255;Acesso;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;0,000;0,942;0,942;Acesso Araraquara;Campus;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Rubens José Bombardi;Lei 14.620 de 23/11/2011; ; ;255SPA2277
SPA 268/310;Acesso;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;0,000;2,850;2,850;Araraquara;Storino;Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;Engenheiro Ivo Najm;Lei 9.582 de 02/05/97; ; ;310SPA8113
SPA 271/310;Acesso;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;0,000;0,580;0,580;Acesso Araraquara;E. Cruz;Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã; ; ; ; ;310SPA3430
SPA 276/310;Acesso;Sem Informação;Estadual;Araraquara;CGR04;Araraquara;0,000;0,450;0,450;SP 310;Araraquara (Avenida 36);Estadual;Concessionária;Ecovias Noroeste Paulista;DUP; ; ;Não;01 05 2023;01 04 2053;Nã;Engenheiro Heitor de Souza Pinheiro;Lei 2.672 de 30/12/80; ; ;310SPA5404
SP 255;Eixo;Transversal;Estadual;Araraquara;CGR04;Araraquara;71,000;73,900;2,900;Divisa Municipal Américo Brasiliense / Araraquara;Entroncamento SPA 074/255 (industria IESA);Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE4744
SP 255;Eixo;Transversal;Estadual;Araraquara;CGR04;Araraquara;73,900;77,100;3,200;Entroncamento SPA 074/255 (industria IESA);Início Trecho Pista Dupla - Final da obra de duplicação;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE6657
SP 255;Eixo;Transversal;Estadual;Araraquara;CGR04;Araraquara;77,100;78,110;1,010;Início Trecho Pista Dupla - Final da obra de duplicação;Entroncamento SPA 077/255;Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;Antonio Machado Sant´ana;Lei 3.453 de 08/07/82; ; ;255SPE3674
SP 255;Eixo;Transversal;Estadual;Araraquara;CGR04;Araraquara;78,110;80,500;2,390;Entroncamento SPA 077/255;Cruzamento com o Hospital Cairbar Schutell;Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;João Ribeiro de Barros, Comandante;Lei 9.850 De26/09/67; ; ;255SPE1918
SP 255;Eixo;Transversal;Estadual;Araraquara;CGR04;Araraquara;80,500;81,430;0,930;Cruzamento com o Hospital Cairbar Schutell;Entroncamento SPA 268/310 acesso Araraquara (II);Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;João Ribeiro de Barros, Comandante;Lei 9.850 De26/09/67; ; ;255SPE7858
SP 255;Eixo;Transversal;Estadual;Araraquara;CGR04;Araraquara;81,430;82,530;1,100;Entroncamento SPA 268/310 acesso Araraquara (II);Cruzamento residencial Oitis - Araraquara;Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;João Ribeiro de Barros, Comandante;Lei 9.850 De26/09/67; ; ;255SPE8232
SP 255;Eixo;Transversal;Estadual;Araraquara;CGR04;Araraquara;82,530;83,200;0,670;Cruzamento residencial Oitis - Araraquara;Entroncamento SP 310 (km 271);Estadual;Concessionária;ViaPaulista;DUP; ; ;Não;23 10 2017;23 10 2047;Nã;João Ribeiro de Barros, Comandante;Lei 9.850 De26/09/67; ; ;255SPE6897
SP 255;Eixo;Transversal;Estadual;Araraquara;CGR04;Araraquara;83,200;85,000;1,800;Entroncamento SP 310 (km 271);Entroncamento com SPA 085/255 - Campus UNESP;Estadual;Concessionária;ViaPaulista;PAV; ; ;Não;23 10 2017;23 10 2047;Nã;João Ribeiro de Barros, Comandante;Lei 9.850 De26/09/67; ; ;255SPE7290
