Tipo;Código;Rodovia;Tipo da Rodovia;Km;Faixas;Município;Marca/Modelo;Operadora;Início Operação;Cancelamento;Coordenadas
CEV;CEV250003;SP 008;Eixo;96,86;N-1, S-1;BRAGANCA PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);16/07/2025;;-22.910293, -46.546438
CEC;CEC250026;SPA 009/010;Acesso;8,41;L-1, O-1;BRAGANCA PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);08/08/2025;;-22.934000, -46.511099
CEC;CEC250001;SP 008;Eixo;114,55;N-1, S-1;PINHALZINHO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);15/08/2025;;-22.772223, -46.560607
CEC;CEC250004;SP 063;Eixo;29,08;L-1, O-1;ITATIBA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);15/08/2025;;-22.978769, -46.763031
CEC;CEC250048;SP 324;Eixo;84,48;N-1, S-1;CAMPINAS;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);15/08/2025;;-23.050620, -47.077320
CEV;CEV250005;SP 008;Eixo;135,3;N-1, S-1;SOCORRO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);15/08/2025;;-22.607523, -46.526267
CEV;CEV250085;SP 354;Eixo;67,3;N-1, S-1;JARINU;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);15/08/2025;;-23.138190, -46.741095
REV;REV250007;SP 036;Eixo;84,857;N-1, N-2;PIRACAIA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);15/08/2025;;-23.088437, -46.414109
CEC;CEC250002;SP 036;Eixo;55;N-1, S-1;NAZARE PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);17/08/2025;;-23.227856, -46.407335
CEV;CEV250006;SP 036;Eixo;78,599;N-1, S-1;PIRACAIA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);17/08/2025;;-23.109237, -46.469149
CEV;CEV250091;SP 091;Eixo;92,189;O-1, O-2;CAMPINAS;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);17/08/2025;;-22.947171, -47.028199
CEV;CEV250094;SP 095;Eixo;64,008;O-1, O-2;PEDREIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);17/08/2025;;-22.720215, -46.933057
CEV;CEV250095;SP 107;Eixo;44;L-1, O-1;ARTUR NOGUEIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);17/08/2025;;-22.586761, -47.148472
CEV;CEV250099;SP 332;Eixo;81;N-1, S-1;VALINHOS;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);17/08/2025;;-23.059753, -46.950477
CEV;CEV250117;SP 332;Eixo;71,1;N-1, N-2;JUNDIAI;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);17/08/2025;;-23.133893, -46.922269
CEC;CEC250049;SP 332;Eixo;91,8;N-1, S-1;VALINHOS;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-23.006965, -47.001888
CEC;CEC250058;SP 332;Eixo;50,8;N-1, S-1;JUNDIAI;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-23.266741, -46.815521
CEC;CEC250061;SP 360;Eixo;176,1;N-1, S-1;AGUAS DE LINDOIA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-22.458905, -46.590618
CEC;CEC250065;SPA 066/300;Acesso;1;N-1, N-2;JUNDIAI;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-23.177903, -46.978145
CEC;CEC250066;SPA 053/332;Acesso;1,5;L-1, O-1;VARZEA PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-23.242355, -46.827718
CEC;CEC250069;SPI 177/342;Interligação;8,7;L-1, O-1;MOGI-GUACU;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-22.358975, -46.868696
CEV;CEV250084;SPA 110/330;Acesso;1,829;L-1, L-2, O-1, O-2;SUMARE;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-22.808975, -47.186469
CEV;CEV250098;SP 332;Eixo;71,1;S-1, S-2;JUNDIAI;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-23.134110, -46.922340
CEV;CEV250102;SP 354;Eixo;51,66;N-1, S-1;CAMPO LIMPO PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-23.248484, -46.790209
CEV;CEV250107;SPA 066/300;Acesso;3;S-1, S-2;JUNDIAI;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-23.172299, -46.994459
CEV;CEV250108;SPA 066/300;Acesso;8,439;N-1, N-2, S-1, S-2;ITUPEVA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-23.155803, -47.044983
REC;REC250003;SPA 135/065;Acesso;2,602;N-1, N-2, S-1, S-2;CAMPINAS;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);19/08/2025;;-22.868088, -47.044359
CEC;CEC250050;SP 332;Eixo;74,163;N-1, S-1;JUNDIAI;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);21/08/2025;;-23.111400, -46.942100
CEC;CEC250060;SP 354;Eixo;75,48;N-1, S-1;JARINU;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);21/08/2025;;-23.079923, -46.701567
CEC;CEC250062;SPA 066/300;Acesso;1;S-1, S-2;JUNDIAI;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);21/08/2025;;-23.177947, -46.977899
CEC;CEC250063;SP 360;Eixo;106,25;N-1, S-1;MORUNGABA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);21/08/2025;;-22.864500, -46.789802
CEV;CEV250118;SPA 082/330;Acesso;1,652;L-1, L-2;VALINHOS;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);21/08/2025;;-23.003163, -47.010896
CEC;CEC250056;SP 008;Eixo;119,03;N-1, S-1;PINHALZINHO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);24/08/2025;;-22.735019, -46.564357
CEV;CEV250083;SPA 109/008;Acesso;2,95;L-1, O-1;PEDRA BELA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);24/08/2025;;-22.804325, -46.523905
CEV;CEV250100;SP 354;Eixo;58,072;N-1, S-1;CAMPO LIMPO PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);24/08/2025;;-23.199457, -46.796708
CEV;CEV250109;SPA 115/330;Acesso;2,5;O-1, O-2;SUMARE;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);24/08/2025;;-22.804782, -47.243915
CEV;CEV250119;SPA 135/065;Acesso;0,656;N-1, N-2;CAMPINAS;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);24/08/2025;;-22.849298, -47.042026
CEV;CEV250110;SPA 066/300;Acesso;5,476;N-1, N-2;ITUPEVA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);30/08/2025;;-23.162577, -47.017285
CEC;CEC250059;SP 352;Eixo;135,166;N-1, S-1;AMPARO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);02/09/2025;;-22.678971, -46.778021
CEC;CEC250067;SPA 075/330;Acesso;1,579;O-1, O-2;VINHEDO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);02/09/2025;;-23.046601, -46.985013
CEV;CEV250090;SP 063;Eixo;26,85;L-1, O-1;ITATIBA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);02/09/2025;;-22.983263, -46.783465
CEV;CEV250096;SP 133;Eixo;5,682;L-1, O-1;LIMEIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);02/09/2025;;-22.628769, -47.277668
CEV;CEV250097;SP 147;Eixo;9,1;L-1, O-1;SOCORRO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);02/09/2025;;-22.555395, -46.583843
CEV;CEV250101;SP 354;Eixo;61,298;N-1, S-1;CAMPO LIMPO PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);02/09/2025;;-23.175203, -46.774157
CEC;CEC250064;SP 147;Eixo;39,281;L-1, L-2, O-1;ITAPIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);09/09/2025;;-22.460494, -46.790302
CEV;CEV250004;SP 008;Eixo;132,52;N-1, S-1;SOCORRO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);09/09/2025;;-22.629144, -46.534265
CEV;CEV250093;SP 095;Eixo;49,2;O-1, O-2;AMPARO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);09/09/2025;;-22.709319, -46.835403
REV;REV250011;SP 063;Eixo;32,507;L-1, O-1;ITATIBA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);09/09/2025;;-22.976347, -46.731370
CEV;CEV250105;SP 360;Eixo;137,5;N-1, S-1;AMPARO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);10/09/2025;;-22.680923, -46.741562
CEV;CEV250103;SP 360;Eixo;90,4;N-1, S-1;ITATIBA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);16/09/2025;;-22.973987, -46.827040
CEV;CEV250106;SP 360;Eixo;144,786;N-1, S-1;SERRA NEGRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);16/09/2025;;-22.640554, -46.730037
CEV;CEV250120;SPI 177/342;Interligação;16;L-1, L-2;ITAPIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);16/09/2025;;-22.405382, -46.844406
CEC;CEC250055;SPA 115/330;Acesso;1,58;L-1, L-2, O-1, O-2;SUMARE;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);23/09/2025;;-22.799372, -47.235738
CEC;CEC250057;SP 095;Eixo;46;L-1, L-2, O-1, O-2;AMPARO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);23/09/2025;;-22.719470, -46.807242
CEV;CEV250112;SP 095;Eixo;54,459;L-1, L-2, O-1, O-2;PEDREIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);23/09/2025;;-22.734703, -46.869626
CEV;CEV250227;SP 063;Eixo;53,25;L-1, L-2;BRAGANCA PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);23/09/2025;;-22.969118, -46.568319
REV;REV250009;SP 063;Eixo;42,35;L-1, O-1;BRAGANCA PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);23/09/2025;;-22.944785, -46.653268
REV;REV250014;SP 360;Eixo;157,5;N-1, S-1;SERRA NEGRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);23/09/2025;;-22.571303, -46.668747
REV;REV250008;SP 036;Eixo;89,778;N-1, S-1, S-2;PIRACAIA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);25/09/2025;;-23.066062, -46.375232
REV;REV250010;SP 095;Eixo;44;L-1, L-2;AMPARO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);25/09/2025;;-22.720978, -46.789159
CEV;CEV250001;SP 008;Eixo;93,6;N-1, N-2, S-1, S-2;BRAGANCA PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);07/10/2025;;-22.937770, -46.556616
CEV;CEV250072;SP 095;Eixo;65,05;L-1, L-2;PEDREIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);07/10/2025;;-22.718758, -46.939183
CEV;CEV250121;SPI 177/342;Interligação;20,05;L-1, O-1;ITAPIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);07/10/2025;;-22.399677, -46.812467
CEV;CEV250104;SP 360;Eixo;118,2;N-1, S-1;AMPARO;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);14/10/2025;;-22.780949, -46.757888
REV;REV250012;SP 107;Eixo;37,69;L-1, O-1;ARTUR NOGUEIRA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);14/10/2025;;-22.606487, -47.094386
CEV;CEV250337;SP 036;Eixo;84,903;S-1, S-2;PIRACAIA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);29/10/2025;;-23.087971, -46.413866
REC;REC250001;SP 095;Eixo;7,9;L-1, O-1;BRAGANCA PAULISTA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);29/10/2025;;-22.888644, -46.607085
CEC;CEC250113;SP 036;Eixo;80,929;N-1, S-1;PIRACAIA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);12/11/2025;;-23.099382, -46.449525
REV;REV250013;SP 095;Eixo;68,383;O-1, O-2;JAGUARIUNA;Splice/SPL-MFS1;145/2023 - Lote 01 (Splice);26/11/2025;;-22.706523, -46.965941
CEV;CEV250011;SP 079;Eixo;53,15;N-1, N-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/08/2025;;-23.322592, -47.300459
CEC;CEC250028;SP 139;Eixo;98,75;N-1, S-1;SAO MIGUEL ARCANJO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);07/08/2025;;-23.893937, -48.010720
CEC;CEC250029;SP 139;Eixo;107,1;N-1, S-1;SAO MIGUEL ARCANJO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);07/08/2025;;-23.848585, -48.030646
CEV;CEV250042;SP 097;Eixo;1,1;N-1, N-2;SOROCABA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);07/08/2025;;-23.441117, -47.515051
CEV;CEV250043;SP 079;Eixo;52,55;S-1, S-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);07/08/2025;;-23.315608, -47.302143
CEC;CEC250025;SP 097;Eixo;9,22;N-1, S-1;SOROCABA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);08/08/2025;;-23.373410, -47.528654
CEC;CEC250027;SP 129;Eixo;13,25;N-1, S-1;BOITUVA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);08/08/2025;;-23.276613, -47.695033
CEV;CEV250044;SP 079;Eixo;58;N-1, N-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);08/08/2025;;-23.362835, -47.308530
CEV;CEV250045;SP 079;Eixo;59,2;S-1, S-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);08/08/2025;;-23.370892, -47.315828
CEV;CEV250046;SP 079;Eixo;59,75;N-1, N-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);08/08/2025;;-23.371935, -47.321281
CEV;CEV250047;SP 097;Eixo;2,18;N-1, S-1;SOROCABA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);08/08/2025;;-23.432331, -47.516120
CEV;CEV250060;SP 079;Eixo;56,8;N-1, N-2, S-1, S-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);08/08/2025;;-23.353256, -47.308348
REV;REV250005;SP 079;Eixo;38,75;N-1, N-2;SALTO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);08/08/2025;;-23.213100, -47.296624
REV;REV250006;SP 079;Eixo;48,7;N-1, N-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);17/08/2025;;-23.285457, -47.292122
CEC;CEC250032;SP 181;Eixo;2,45;N-1, S-1;CAPAO BONITO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);24/08/2025;;-24.037993, -48.346560
CEC;CEC250037;SP 268;Eixo;125,65;L-1, O-1;CAPELA DO ALTO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);24/08/2025;;-23.477216, -47.686781
CEV;CEV250048;SP 097;Eixo;10,2;N-1, S-1;PORTO FELIZ;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);24/08/2025;;-23.367528, -47.533881
CEV;CEV250065;SP 157;Eixo;51,45;N-1, S-1;GUAREI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);24/08/2025;;-23.265698, -48.146458
CEV;CEV250069;SP 268;Eixo;127,15;L-1, O-1;CAPELA DO ALTO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);24/08/2025;;-23.473522, -47.700088
CEV;CEV250071;SPA 103/079;Acesso;5,8;N-1, N-2;VOTORANTIM;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);24/08/2025;;-23.563119, -47.449061
CEC;CEC250034;SP 157;Eixo;52,63;N-1, S-1;PORANGABA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.259587, -48.138325
CEC;CEC250035;SP 249;Eixo;62,5;N-1, S-1;ITAPEVA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-24.100237, -48.821844
CEC;CEC250036;SP 267;Eixo;325,6;N-1, S-1;ITABERA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.887660, -49.139328
CEC;CEC250038;SPA 040/079;Acesso;2,08;N-1, N-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.244030, -47.306940
CEC;CEC250041;SP 250;Eixo;245;L-1, L-2, O-1;CAPAO BONITO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-24.127088, -48.450013
CEC;CEC250042;SP 268;Eixo;118,93;L-1, O-1;ARACOIABA DA SERRA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.501304, -47.629191
CEC;CEC250044;SP 281;Eixo;14,65;N-1, S-1;ITARARE;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.995558, -49.322675
CEC;CEC250072;SP 249;Eixo;40,65;N-1, S-1;RIBEIRAO BRANCO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-24.249840, -48.766432
CEC;CEC250105;SP 250;Eixo;289,9;L-1, O-1;APIAI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-24.366178, -48.630331
CEC;CEC250115;SP 250;Eixo;298,35;L-1, O-1, O-2;APIAI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-24.423477, -48.673239
CEC;CEC250116;SP 250;Eixo;348,1;L-1, O-1;RIBEIRA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-24.610797, -48.992330
CEV;CEV250063;SP 141;Eixo;24,65;S-1, S-2;TATUI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.356190, -47.808268
CEV;CEV250064;SP 141;Eixo;61,35;N-1, S-1;PORANGABA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.212366, -48.070734
CEV;CEV250066;SP 141;Eixo;42,9;N-1, S-1;CESARIO LANGE;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.261252, -47.931602
CEV;CEV250067;SP 267;Eixo;326,2;N-1, S-1;ITABERA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.892103, -49.139373
CEV;CEV250068;SP 268;Eixo;120,5;L-1, O-1;ARACOIABA DA SERRA;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.496162, -47.641964
CEV;CEV250073;SP 250;Eixo;249,13;L-1, L-2, O-1;CAPAO BONITO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-24.149457, -48.477552
CEV;CEV250114;SP 141;Eixo;5,52;N-1, S-1;CAPELA DO ALTO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);02/09/2025;;-23.491724, -47.741465
CEC;CEC250114;SP 129;Eixo;53,5;N-1, S-1;TATUI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);09/09/2025;;-23.383742, -48.025738
CEC;CEC250117;SP 250;Eixo;306,75;L-1, L-2, O-1;APIAI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);09/09/2025;;-24.458246, -48.734653
CEV;CEV250049;SP 141;Eixo;19,4;N-1, S-1;TATUI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);09/09/2025;;-23.389108, -47.776584
CEV;CEV250144;SP 097;Eixo;19,4;N-1, S-1;PORTO FELIZ;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);09/09/2025;;-23.287804, -47.528272
CEV;CEV250214;SP 141;Eixo;5,95;N-1, N-2, S-1, S-2;CAPELA DO ALTO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);16/09/2025;;-23.487867, -47.741194
CEC;CEC250075;SPA 040/079;Acesso;2,12;S-1, S-2;ITU;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);23/09/2025;;-23.239444, -47.306236
CEV;CEV250070;SPA 099/139;Acesso;0,3;N-1, S-1;SAO MIGUEL ARCANJO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);30/09/2025;;-23.886544, -48.011334
CEC;CEC250039;SP 141;Eixo;0,8;N-1, S-1;CAPELA DO ALTO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);07/10/2025;;-23.529456, -47.727884
CEC;CEC250033;SP 157;Eixo;22,5;N-1, S-1;GUAREI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);22/10/2025;;-23.492781, -48.176940
CEV;CEV260477;SP 181;Eixo;6,8;N-1, S-1;RIBEIRAO GRANDE;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);09/04/2026;;-24.073394, -48.362916
CEC;CEC260194;SP 141;Eixo;22,28;N-1, N-2, N-3;TATUI;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);16/04/2026;;-23.372864, -47.798005
CEC;CEC260201;SP 147;Eixo;252,7;N-1, N-2, S-1, S-2;BOFETE;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);16/06/2026;;-23.058383, -48.241552
CEV;CEV260491;SP 139;Eixo;91,057;N-1, S-1;SAO MIGUEL ARCANJO;Splice/SPL-MFS1;145/2023 - Lote 02 (Splice);16/06/2026;;-23.956603, -48.023602
CEV;CEV250010;SP 191;Eixo;160;L-1, O-1;BOTUCATU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);22/07/2025;;-22.681630, -48.255110
CEC;CEC250008;SP 304;Eixo;303,05;L-1, O-1;JAU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);02/08/2025;;-22.256050, -48.557420
CEV;CEV250015;SP 261;Eixo;144,4;N-1, S-1;PEDERNEIRAS;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);07/08/2025;;-22.352560, -48.753900
CEC;CEC250007;SP 261;Eixo;114;N-1, N-2, S-1;LENCOIS PAULISTA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.578200, -48.792710
CEC;CEC250009;SP 304;Eixo;351,92;L-1, O-1;ITAJU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-21.895550, -48.813560
CEC;CEC250016;SP 331;Eixo;115,3;L-1, O-1;REGINOPOLIS;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-21.888320, -49.232910
CEV;CEV250016;SP 304;Eixo;313,1;L-1, L-2, O-1;JAU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.193600, -48.624030
CEV;CEV250017;SP 304;Eixo;321,93;L-1, O-1;BARIRI;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.130570, -48.675730
CEV;CEV250018;SP 304;Eixo;330,7;L-1, O-1;BARIRI;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.068430, -48.727630
CEV;CEV250019;SP 304;Eixo;341,94;L-1, O-1;ITAJU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-21.980040, -48.781200
CEV;CEV250021;SP 315;Eixo;19,9;L-1, O-1;LUCIANOPOLIS;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.428892, -49.514731
CEV;CEV250023;SP 321;Eixo;370;N-1, S-1;AREALVA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.073490, -49.024070
CEV;CEV250024;SP 321;Eixo;374,4;N-1, N-2, S-1;AREALVA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.034030, -49.019410
CEV;CEV250025;SP 321;Eixo;390,05;N-1, N-2;IACANGA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-21.894440, -49.029220
CEV;CEV250026;SP 321;Eixo;390,05;S-1, S-2;IACANGA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-21.894470, -49.029590
CEV;CEV250037;SPA 175/387;Acesso;3,77;N-1, S-1;LINS;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-21.655411, -49.761011
CEV;CEV250039;SPA 372/321;Acesso;4;L-1, O-1;AREALVA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.053250, -48.983630
REV;REV250002;SP 304;Eixo;341,67;L-1, O-1;ITAJU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-21.982560, -48.780040
REV;REV250003;SPA 354/294;Acesso;3;L-1, O-1;BAURU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);08/08/2025;;-22.327644, -49.113339
CEC;CEC250005;SP 191;Eixo;186;L-1, O-1;SAO MANUEL;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);15/08/2025;;-22.751380, -48.482040
CEC;CEC250013;SP 321;Eixo;355,2;N-1, N-2;BAURU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);15/08/2025;;-22.205950, -49.040510
CEC;CEC250018;SP 381;Eixo;1;N-1, S-1;LINS;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);15/08/2025;;-21.647064, -49.735952
CEV;CEV250027;SP 331;Eixo;113,25;L-1, O-1;REGINOPOLIS;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);17/08/2025;;-21.894750, -49.214140
CEV;CEV250013;SP 261;Eixo;124,26;N-1, N-2;MACATUBA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);09/09/2025;;-22.524300, -48.720780
CEV;CEV250014;SP 261;Eixo;124,86;S-1, S-2;MACATUBA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);09/09/2025;;-22.518100, -48.720100
CEV;CEV250028;SP 381;Eixo;16,55;N-1, S-1;LINS;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);09/09/2025;;-21.535019, -49.667011
CEV;CEV250038;SPA 216/280;Acesso;3,71;N-1, S-1;ITATINGA;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);09/09/2025;;-23.082450, -48.606470
CEC;CEC250012;SP 321;Eixo;345,2;S-1, S-2;BAURU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);10/09/2025;;-22.289258, -49.070489
CEV;CEV250012;SP 191;Eixo;180,86;L-1, O-1;BOTUCATU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);07/10/2025;;-22.726310, -48.439510
CEV;CEV260453;SP 321;Eixo;356,3;S-1, S-2;BAURU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);10/03/2026;;-22.196380, -49.037930
CEV;CEV260454;SPA 254/300;Acesso;0,95;N-1, N-2;BOTUCATU;Engebras/MMV544;145/2023 - Lote 03 (Consórcio Paulista);10/03/2026;;-22.882180, -48.485860
