_id,DATA,CONCESSIONARIA,RODOVIA,KM,SENTIDO,REG ADM,MUNICIPIO,PRACA,CLASSE,SUBCLASSE,OBITOS,FERIDOS
985,2025-07-21 00:00:00,L01-AUTOBAN,SP348,"36,000",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,COLISÃO,COLISÃO-TRASEIRA,0,0
986,2025-07-21 00:00:00,L13-COLINAS,SP075,"60,800",SUL,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
987,2025-07-21 00:00:00,L30-EIXO[SP],SP310,"216,800",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
988,2025-07-21 00:00:00,L31-NOROESTE PAULISTA,SP310,"398,300",SUL,SÃO JOSÉ DO RIO PRETO,CATIGUÁ,CATIGUÁ,TOMBAMENTO,TOMBAMENTO,0,0
989,2025-07-21 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,000",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU SUBMARINO",0,1
990,2025-07-20 00:00:00,L07-ROTA,SP065,"26,000",NORTE,SÃO JOSÉ DOS CAMPOS,IGARATÁ,IGARATÁ,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO-MANUAL,0,0
991,2025-07-20 00:00:00,L30-EIXO[SP],SP308,"182,250",NORTE,CAMPINAS,PIRACICABA,PN 02-PIRACICABA,COLISÃO,COLISÃO-TRASEIRA,0,1
992,2025-07-20 00:00:00,L30-EIXO[SP],SP310,"216,800",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
993,2025-07-20 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,600",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU SUBMARINO",1,0
994,2025-07-19 00:00:00,L25-SPMAR,SP021,"75,500",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P5-ANCHIETA,CHOQUE,CHOQUE-SINALIZAÇÃO,0,0
995,2025-07-19 00:00:00,L30-EIXO[SP],SP310,"217,000",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
996,2025-07-18 00:00:00,L01-AUTOBAN,SP330,"82,000",NORTE,CAMPINAS,VALINHOS,VALINHOS NORTE,TOMBAMENTO,TOMBAMENTO-MOTO,0,1
997,2025-07-18 00:00:00,L07-ROTA,SP065,"110,100",SUL,CAMPINAS,ITATIBA,ITATIBA,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
998,2025-07-18 00:00:00,L07-ROTA,SP360,"77,100",SUL,CAMPINAS,JUNDIAÍ,JUNDIAI,CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU SUBMARINO",0,0
999,2025-07-18 00:00:00,L16-CART,SP270,"413,427",LESTE,MARÍLIA,PALMITAL,P4-PALMITAL,COLISÃO,COLISÃO-TRASEIRA,0,0
1000,2025-07-18 00:00:00,L30-EIXO[SP],SP294,"581,700",LESTE,PRESIDENTE PRUDENTE,INÚBIA PAULISTA,PN 11-INÚBIA PAULISTA,CHOQUE,CHOQUE-OAE (PILARES/TABULEIRO),0,0
1001,2025-07-17 00:00:00,L24-RODOANEL,SP021,"3,630",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,02-BANDEIRANTES INTERNA,TOMBAMENTO,TOMBAMENTO-MOTO,0,1
1002,2025-07-17 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,545",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,CHOQUE,CHOQUE-PRAÇA CABINE,0,0
1003,2025-07-16 00:00:00,L01-AUTOBAN,SP348,"77,000",SUL,REG. METROPOLITANA SÃO PAULO,FRANCO DA ROCHA,CAMPO LIMPO,CHOQUE,CHOQUE-OBJETO NA PISTA,0,0
1004,2025-07-16 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,TOMBAMENTO,TOMBAMENTO-MOTO,0,0
1005,2025-07-16 00:00:00,L30-EIXO[SP],SP310,"216,800",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1006,2025-07-16 00:00:00,L33-SOROCABANA,SP270,"111,000",LESTE,SOROCABA,ARAÇOIABA DA SERRA,ARAÇOIABA,COLISÃO,COLISÃO-TRASEIRA,0,0
1007,2025-07-15 00:00:00,L01-AUTOBAN,SP330,"82,000",NORTE,CAMPINAS,VALINHOS,VALINHOS NORTE,TOMBAMENTO,TOMBAMENTO-MOTO,0,0
1008,2025-07-15 00:00:00,L30-EIXO[SP],SP225,"144,800",OESTE,CAMPINAS,BROTAS,PC 04-DOIS CÓRREGOS,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
1009,2025-07-15 00:00:00,L30-EIXO[SP],SP225,"145,000",OESTE,CAMPINAS,BROTAS,PC 04-DOIS CÓRREGOS,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1010,2025-07-15 00:00:00,L30-EIXO[SP],SP284,"458,300",OESTE,MARÍLIA,PARAGUAÇU PAULISTA,PN 15-PARAGUAÇU PAULISTA,CHOQUE,CHOQUE-OAE (PILARES/TABULEIRO),0,0
1011,2025-07-15 00:00:00,L30-EIXO[SP],SP304,"183,400",OESTE,CAMPINAS,SÃO PEDRO,PN 03-SÃO PEDRO,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1012,2025-07-15 00:00:00,L30-EIXO[SP],SP310,"181,300",SUL,CAMPINAS,RIO CLARO,PC 01-RIO CLARO SUL,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1013,2025-07-15 00:00:00,L30-EIXO[SP],SP425,"400,100",SUL,PRESIDENTE PRUDENTE,MARTINÓPOLIS,PN 22-MARTINÓPOLIS,CHOQUE,CHOQUE-EDIFICAÇÃO,0,0
1014,2025-07-14 00:00:00,L13-COLINAS,SP127,"12,625",NORTE,CAMPINAS,PIRACICABA,RIO CLARO (SP127),COLISÃO,COLISÃO-TRASEIRA,0,1
1015,2025-07-14 00:00:00,L30-EIXO[SP],SP225,"199,000",OESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
1016,2025-07-14 00:00:00,L33-SOROCABANA,SP270,"46,500",OESTE,SOROCABA,SÃO ROQUE,SÃO ROQUE,CHOQUE,CHOQUE-PRAÇA MANUAL-(ENTRE VEÍCULOS),0,0
1017,2025-07-13 00:00:00,L01-AUTOBAN,SP330,"152,000",SUL,CAMPINAS,LIMEIRA,LIMEIRA A,COLISÃO,COLISÃO-LATERAL,0,0
1018,2025-07-13 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,545",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO-TRASEIRA,0,0
1019,2025-07-12 00:00:00,L07-ROTA,SP065,"79,900",SUL,CAMPINAS,ATIBAIA,ATIBAIA,COLISÃO,COLISÃO-LATERAL,0,0
1020,2025-07-11 00:00:00,L01-AUTOBAN,SP330,"81,000",SUL,CAMPINAS,VALINHOS,VALINHOS SUL,COLISÃO,COLISÃO-TRASEIRA,0,0
1021,2025-07-11 00:00:00,L20-SPVIAS,SP270,"135,300",OESTE,SOROCABA,SARAPUÍ,ALAMBARI,COLISÃO,COLISÃO-TRASEIRA,0,2
1022,2025-07-10 00:00:00,L01-AUTOBAN,SP348,"36,000",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,COLISÃO,COLISÃO-TRANSVERSAL,0,1
1023,2025-07-10 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,BARUERI,07-CASTELLO BRANCO INTERNA,COLISÃO,COLISÃO-LATERAL,0,0
1024,2025-07-10 00:00:00,L30-EIXO[SP],SP294,"425,700",LESTE,MARÍLIA,GARÇA,PN 08-GARÇA,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
1025,2025-07-10 00:00:00,L31-NOROESTE PAULISTA,SP310,"282,400",NORTE,CENTRAL,FERNANDO PRESTES,AGULHA,COLISÃO,COLISÃO-TRASEIRA,0,0
1026,2025-07-09 00:00:00,L20-SPVIAS,SP280,"208,400",OESTE,SOROCABA,ITATINGA,ITATINGA,COLISÃO,COLISÃO-TRASEIRA,0,1
1027,2025-07-09 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",LESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,COLISÃO,COLISÃO-LATERAL,0,0
1028,2025-07-08 00:00:00,L13-COLINAS,SP127,"58,700",NORTE,CAMPINAS,RIO DAS PEDRAS,RIO DAS PEDRAS (SP127),CHOQUE,CHOQUE-SINALIZAÇÃO,0,0
1029,2025-07-08 00:00:00,L20-SPVIAS,SP280,"278,000",OESTE,SOROCABA,IARAS,IARAS,COLISÃO,COLISÃO-TRASEIRA,0,1
1030,2025-07-08 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"16,000",SUL,REG. METROPOLITANA SÃO PAULO,DIADEMA,DIADEMA (BLOQUEIO),CHOQUE,CHOQUE-OUTROS,0,0
1031,2025-07-08 00:00:00,L29-VIAPAULISTA,SP330,"281,300",SUL,RIBEIRÃO PRETO,SÃO SIMÃO,SÃO SIMÃO,COLISÃO,COLISÃO-TRASEIRA,0,1
1032,2025-07-08 00:00:00,L30-EIXO[SP],SP304,"183,400",OESTE,CAMPINAS,SÃO PEDRO,PN 03-SÃO PEDRO,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1033,2025-07-08 00:00:00,L30-EIXO[SP],SP310,"216,800",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1034,2025-07-08 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,545",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO-LATERAL,0,0
1035,2025-07-07 00:00:00,L23-LESTE PAULISTA,SP070,"57,000",OESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,CHOQUE,CHOQUE-PROTEÇÃO DA CABINE DE PEDÁGIO,0,0
1036,2025-07-07 00:00:00,L25-SPMAR,SP021,"127,450",EXTERNO,REG. METROPOLITANA SÃO PAULO,ARUJÁ,P10-DUTRA,COLISÃO,COLISÃO-TRASEIRA,0,0
1037,2025-07-07 00:00:00,L28-ENTREVIAS,SP330,"350,000",SUL,FRANCA,SALES OLIVEIRA,PP02-SALES OLIVEIRA,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
1038,2025-07-06 00:00:00,L20-SPVIAS,SP280,"278,000",OESTE,SOROCABA,IARAS,IARAS,COLISÃO,COLISÃO-TRASEIRA,0,0
1039,2025-07-06 00:00:00,L23-LESTE PAULISTA,SP070,"32,800",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU MEIO FIO",0,0
1040,2025-07-06 00:00:00,L23-LESTE PAULISTA,SP070,"57,000",LESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,CHOQUE,"CHOQUE-DEFENSA, BARREIRA OU MEIO FIO",0,1
1041,2025-07-06 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,TOMBAMENTO,TOMBAMENTO-MOTO,0,0
1042,2025-07-06 00:00:00,L30-EIXO[SP],SP284,"531,000",OESTE,PRESIDENTE PRUDENTE,RANCHARIA,PN 16-RANCHARIA,CHOQUE,CHOQUE-OAE (PILARES/TABULEIRO),0,0
1043,2025-07-06 00:00:00,L30-EIXO[SP],SP310,"181,300",SUL,CAMPINAS,RIO CLARO,PC 01-RIO CLARO SUL,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1044,2025-07-06 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,000",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,ATROP DE ANIMAL,ATROP ANIMAL,0,0
1045,2025-07-06 00:00:00,L34-RAPOSO CASTELLO,SP280,"33,000",OESTE,REG. METROPOLITANA SÃO PAULO,ITAPEVI,ITAPEVI,COLISÃO,COLISÃO-TRASEIRA,0,0
1046,2025-07-05 00:00:00,L07-ROTA,SP065,"80,000",SUL,CAMPINAS,ATIBAIA,ATIBAIA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1047,2025-07-05 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"24,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,BATISTINI (BLOQUEIO),COLISÃO,COLISÃO-LATERAL,0,1
1048,2025-07-05 00:00:00,L30-EIXO[SP],SP304,"183,400",OESTE,CAMPINAS,SÃO PEDRO,PN 03-SÃO PEDRO,CHOQUE,CHOQUE-OUTROS,0,0
1049,2025-07-04 00:00:00,L07-ROTA,SP065,"110,100",NORTE,CAMPINAS,ITATIBA,ITATIBA,COLISÃO,COLISÃO-TRASEIRA,0,0
1050,2025-07-04 00:00:00,L30-EIXO[SP],SP294,"581,700",OESTE,PRESIDENTE PRUDENTE,INÚBIA PAULISTA,PN 11-INÚBIA PAULISTA,CHOQUE,CHOQUE-PROTEÇÃO DA CABINE DE PEDÁGIO,0,0
1051,2025-07-03 00:00:00,L11-RENOVIAS,SP344,"230,200",LESTE,CAMPINAS,SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO-SEM PARAR,0,0
1052,2025-07-03 00:00:00,L21-ROD. DO TIETÊ,SP300,"259,300",OESTE,SOROCABA,BOTUCATU,BOTUCATU,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
1053,2025-07-03 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"20,000",SUL,REG. METROPOLITANA SÃO PAULO,DIADEMA,ELDORADO (BLOQUEIO),COLISÃO,COLISÃO-TRASEIRA,0,0
1054,2025-07-03 00:00:00,L23-LESTE PAULISTA,SP070,"57,000",LESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,COLISÃO,COLISÃO-TRASEIRA,0,0
1055,2025-07-03 00:00:00,L25-SPMAR,SP021,"124,000",EXTERNO,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,P9-AYRTON SENNA,TOMBAMENTO,TOMBAMENTO-MOTO,0,0
1056,2025-07-03 00:00:00,L30-EIXO[SP],SP310,"182,000",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,CHOQUE,CHOQUE-EDIFICAÇÃO,0,0
1057,2025-07-03 00:00:00,L30-EIXO[SP],SP310,"217,000",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
1058,2025-07-02 00:00:00,L06-INTERVIAS,SP191,"27,500",LESTE,CAMPINAS,ARARAS,ARARAS,COLISÃO,COLISÃO-TRASEIRA,0,0
1059,2025-07-02 00:00:00,L20-SPVIAS,SP127,"196,700",SUL,ITAPEVA,CAPÃO BONITO,GRAMADÃO,COLISÃO,COLISÃO-TRASEIRA,0,0
1060,2025-07-02 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,BARUERI,07-CASTELLO BRANCO INTERNA,COLISÃO,COLISÃO-LATERAL,0,0
1061,2025-07-02 00:00:00,L30-EIXO[SP],SP284,"458,300",OESTE,MARÍLIA,PARAGUAÇU PAULISTA,PN 15-PARAGUAÇU PAULISTA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1062,2025-07-02 00:00:00,L30-EIXO[SP],SP294,"425,700",LESTE,MARÍLIA,GARÇA,PN 08-GARÇA,COLISÃO,COLISÃO-TRASEIRA,0,0
1063,2025-07-02 00:00:00,L30-EIXO[SP],SP304,"215,300",OESTE,CAMPINAS,SÃO PEDRO,PN 04-SÃO PEDRO,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
1064,2025-07-02 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,500",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,TOMBAMENTO,TOMBAMENTO,0,1
1065,2025-07-02 00:00:00,L34-RAPOSO CASTELLO,SP280,"33,800",OESTE,REG. METROPOLITANA SÃO PAULO,ITAPEVI,ITAPEVI,COLISÃO,COLISÃO-TRASEIRA,0,0
1066,2025-06-30 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,COLISÃO,COLISÃO-FRONTAL,0,0
1067,2025-06-30 00:00:00,L30-EIXO[SP],SP310,"181,300",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1068,2025-06-30 00:00:00,L30-EIXO[SP],SP310,"217,000",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1069,2025-06-29 00:00:00,L01-AUTOBAN,SP330,"117,710",SUL,CAMPINAS,NOVA ODESSA,NOVA ODESSA,TOMBAMENTO,TOMBAMENTO-MOTO,0,1
1070,2025-06-29 00:00:00,L13-COLINAS,SP280,"111,600",OESTE,SOROCABA,BOITUVA,BOITUVA,COLISÃO,COLISÃO-TRASEIRA,0,0
1071,2025-06-29 00:00:00,L30-EIXO[SP],SP294,"581,700",OESTE,PRESIDENTE PRUDENTE,INÚBIA PAULISTA,PN 11-INÚBIA PAULISTA,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
1072,2025-06-28 00:00:00,L06-INTERVIAS,SP330,"181,760",SUL,CAMPINAS,LEME,LEME,COLISÃO,COLISÃO-TRASEIRA,0,0
1073,2025-06-28 00:00:00,L30-EIXO[SP],SP225,"199,400",LESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE-OUTROS,0,0
1074,2025-06-28 00:00:00,L30-EIXO[SP],SP293,"2,000",NORTE,BAURU,CABRÁLIA PAULISTA,PN 31-CABRÁLIA PAULISTA,CHOQUE,CHOQUE-DEFENSA METÁLICA,0,0
1075,2025-06-28 00:00:00,L30-EIXO[SP],SP310,"216,800",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1076,2025-06-27 00:00:00,L23-LESTE PAULISTA,SP070,"32,000",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
1077,2025-06-26 00:00:00,L07-ROTA,SP063,"10,000",OESTE,CAMPINAS,ITATIBA,LOUVEIRA,ATROP DE ANIMAL,ATROP ANIMAL-SILVESTRE PEQUENO PORTE,0,0
1078,2025-06-26 00:00:00,L22-ECOVIAS IMIGRANTES,SP150,"31,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,RIACHO GRANDE,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
1079,2025-06-25 00:00:00,L30-EIXO[SP],SP304,"215,100",OESTE,CAMPINAS,SÃO PEDRO,PN 04-SÃO PEDRO,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
1080,2025-06-25 00:00:00,L31-NOROESTE PAULISTA,SP326,"307,000",NORTE,CENTRAL,MATÃO,DOBRADA,COLISÃO,COLISÃO-TRASEIRA,0,0
1081,2025-06-24 00:00:00,L23-LESTE PAULISTA,SP070,"32,000",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,TOMBAMENTO,TOMBAMENTO-MOTO,0,0
1082,2025-06-24 00:00:00,L24-RODOANEL,SP021,"20,870",INTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,09-PADROEIRA INTERNA,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,0,0
1083,2025-06-24 00:00:00,L25-SPMAR,SP021,"50,000",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,P1-PARELHEIROS,COLISÃO,COLISÃO-TRASEIRA,0,0
1084,2025-06-24 00:00:00,L30-EIXO[SP],SP304,"183,400",OESTE,CAMPINAS,SÃO PEDRO,PN 03-SÃO PEDRO,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
1085,2025-06-24 00:00:00,L30-EIXO[SP],SP304,"215,200",OESTE,CAMPINAS,SÃO PEDRO,PN 04-SÃO PEDRO,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1086,2025-06-24 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,500",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO-LATERAL,0,1
1087,2025-06-23 00:00:00,L01-AUTOBAN,SP348,"36,000",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,COLISÃO,COLISÃO-TRASEIRA,0,0
1088,2025-06-23 00:00:00,L13-COLINAS,SP300,"76,680",LESTE,CAMPINAS,ITUPEVA,ITUPEVA (SP300),CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,1
1089,2025-06-23 00:00:00,L25-SPMAR,SP021,"75,500",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P5-ANCHIETA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
1090,2025-06-23 00:00:00,L25-SPMAR,SP021,"86,900",EXTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-EXTERNA,CHOQUE,CHOQUE-BARREIRA DE CONCRETO,0,0
1091,2025-06-23 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,000",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,CHOQUE,CHOQUE-PRAÇA CABINE,0,1
1092,2025-06-22 00:00:00,L20-SPVIAS,SP280,"158,300",LESTE,SOROCABA,QUADRA,QUADRA,COLISÃO,COLISÃO-TRASEIRA,0,0
1093,2025-06-22 00:00:00,L23-LESTE PAULISTA,SP070,"92,000",LESTE,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,SÃO JOSÉ DOS CAMPOS,CHOQUE,CHOQUE-SINALIZAÇÃO,0,0
1094,2025-06-22 00:00:00,L30-EIXO[SP],SP294,"623,080",OESTE,PRESIDENTE PRUDENTE,PACAEMBU,PN 12-PACAEMBU,CHOQUE,CHOQUE-PROTEÇÃO DA CABINE DE PEDÁGIO,0,0
1095,2025-06-21 00:00:00,L13-COLINAS,SP075,"60,800",NORTE,CAMPINAS,INDAIATUBA,INDAIATUBA,CHOQUE,CHOQUE-VEÍCULO PARADO NA PISTA,0,0
1096,2025-06-21 00:00:00,L16-CART,SP270,"590,700",LESTE,PRESIDENTE PRUDENTE,PRESIDENTE BERNARDES,P8-PRESIDENTE BERNARDES,COLISÃO,COLISÃO-LATERAL,0,0
1097,2025-06-21 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,BARUERI,07-CASTELLO BRANCO INTERNA,COLISÃO,COLISÃO-TRASEIRA,0,0
1098,2025-06-21 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,COLISÃO,COLISÃO-LATERAL,0,0
1099,2025-06-21 00:00:00,L28-ENTREVIAS,SP330,"350,000",SUL,FRANCA,SALES OLIVEIRA,PP02-SALES OLIVEIRA,COLISÃO,COLISÃO-TRASEIRA,0,0
1100,2025-06-21 00:00:00,L30-EIXO[SP],SP310,"181,000",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,0
1101,2025-06-20 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"16,000",SUL,REG. METROPOLITANA SÃO PAULO,DIADEMA,DIADEMA (BLOQUEIO),CHOQUE,CHOQUE-CANCELA DE PEDÁGIO,0,1
1102,2025-06-20 00:00:00,L30-EIXO[SP],SP425,"400,100",NORTE,PRESIDENTE PRUDENTE,MARTINÓPOLIS,PN 22-MARTINÓPOLIS,CHOQUE,CHOQUE-OAE (PILARES/TABULEIRO),0,0
1103,2025-06-20 00:00:00,L33-SOROCABANA,SP075,"12,500",SUL,SOROCABA,ITU,SOROCABA,COLISÃO,COLISÃO-TRASEIRA,0,0
1104,2025-06-18 00:00:00,L13-COLINAS,SP075,"60,800",SUL,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO-TRASEIRA,0,0
1105,2025-06-18 00:00:00,L22-ECOVIAS IMIGRANTES,SP055,"250,000",OESTE,SANTOS,SANTOS,SANTOS,CHOQUE,CHOQUE-PRAÇA CABINE,0,0
1106,2025-06-18 00:00:00,L30-EIXO[SP],SP294,"474,800",LESTE,MARÍLIA,ORIENTE,PN 09-ORIENTE,CHOQUE,CHOQUE-EQUIPAMENTO,0,0
1107,2025-06-18 00:00:00,L30-EIXO[SP],SP425,"400,100",NORTE,PRESIDENTE PRUDENTE,MARTINÓPOLIS,PN 22-MARTINÓPOLIS,CHOQUE,CHOQUE-OAE (PILARES/TABULEIRO),0,0
1108,2025-06-18 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,500",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO-LATERAL,0,0
1109,2025-06-17 00:00:00,L29-VIAPAULISTA,SP225,"166,500",NORTE,BAURU,JAÚ,PC 05-JAÚ,COLISÃO,COLISÃO-TRASEIRA,0,0
1110,2025-06-17 00:00:00,L30-EIXO[SP],SP294,"370,000",OESTE,BAURU,AVAÍ,PN 07-PIRATININGA,CHOQUE,CHOQUE-PROTEÇÃO DA CABINE DE PEDÁGIO,0,0
1111,2025-06-17 00:00:00,L30-EIXO[SP],SP310,"216,800",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE-SUPORTE DE SINALIZAÇÃO,0,0
1112,2025-06-16 00:00:00,L01-AUTOBAN,SP348,"77,000",NORTE,REG. METROPOLITANA SÃO PAULO,FRANCO DA ROCHA,CAMPO LIMPO,COLISÃO,COLISÃO-TRASEIRA,0,0
1113,2025-06-16 00:00:00,L07-ROTA,SP065,"79,000",SUL,CAMPINAS,ATIBAIA,ATIBAIA,COLISÃO,COLISÃO-TRASEIRA,0,0
1114,2025-06-16 00:00:00,L20-SPVIAS,SP280,"158,300",OESTE,SOROCABA,QUADRA,QUADRA,COLISÃO,COLISÃO-TRASEIRA,0,0
1115,2025-06-16 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,COLISÃO,COLISÃO-LATERAL,0,1
