_id,DATA,CONCESSIONARIA,RODOVIA,KM,SENTIDO,REG ADM,MUNICIPIO,PRACA,CLASSE,SUBCLASSE,OBITOS,FERIDOS
129,2026-05-15 00:00:00,L30-EIXO[SP],SP225,"199,600",LESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
130,2026-05-15 00:00:00,L30-EIXO[SP],SP310,"217,071",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE - SUPORTE DE SINALIZAÇÃO,0,0
131,2026-05-15 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,000",OESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO - TRASEIRA,0,0
132,2026-05-14 00:00:00,L11-RENOVIAS,SP344,"230,400",LESTE,CAMPINAS,SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
133,2026-05-14 00:00:00,L23-LESTE PAULISTA,SP070,"32,000",OESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,CHOQUE,CHOQUE - POSTE,0,0
134,2026-05-14 00:00:00,L25-SPMAR,SP021,"86,950",INTERNO,REG. METROPOLITANA SÃO PAULO,RIBEIRÃO PIRES,P6-INTERNA,CHOQUE,CHOQUE - MEIO FIO/CALÇAMENTO,0,0
135,2026-05-13 00:00:00,L07-ROTA,SP065,"110,000",NORTE,CAMPINAS,ITATIBA,ITATIBA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
136,2026-05-13 00:00:00,L11-RENOVIAS,SP340,"123,500",NORTE,CAMPINAS,CAMPINAS,JAGUARIÚNA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
137,2026-05-13 00:00:00,L29-VIAPAULISTA,SP255,"229,100",NORTE,SOROCABA,BOTUCATU,BOTUCATU,COLISÃO,COLISÃO - TRASEIRA,0,0
138,2026-05-13 00:00:00,L30-EIXO[SP],SP294,"623,100",LESTE,PRESIDENTE PRUDENTE,PACAEMBU,PN 12-PACAEMBU,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
139,2026-05-13 00:00:00,L30-EIXO[SP],SP425,"400,100",NORTE,PRESIDENTE PRUDENTE,MARTINÓPOLIS,PN 22-MARTINÓPOLIS,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
140,2026-05-13 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,600",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,COLISÃO,COLISÃO - TRASEIRA,0,0
141,2026-05-12 00:00:00,L01-AUTOBAN,SP348,"77,000",SUL,CAMPINAS,ITUPEVA,ITUPEVA (SP348),COLISÃO,COLISÃO - TRASEIRA,0,0
142,2026-05-12 00:00:00,L01-AUTOBAN,SP348,"77,000",SUL,CAMPINAS,ITUPEVA,ITUPEVA (SP348),TOMBAMENTO,TOMBAMENTO - VEÍCULOS PESADOS,0,1
143,2026-05-12 00:00:00,L29-VIAPAULISTA,SP334,"374,500",NORTE,FRANCA,RESTINGA,RESTINGA,COLISÃO,COLISÃO - TRASEIRA,0,0
144,2026-05-11 00:00:00,L24-RODOANEL,SP021,"20,870",INTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,09-PADROEIRA INTERNA,CHOQUE,CHOQUE - PRAÇA CABINE,0,0
145,2026-05-11 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,COLISÃO,COLISÃO - TRASEIRA,0,1
146,2026-05-11 00:00:00,L30-EIXO[SP],SP304,"215,100",LESTE,CAMPINAS,SÃO PEDRO,PN 04-SÃO PEDRO,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
147,2026-05-11 00:00:00,L30-EIXO[SP],SP425,"436,000",NORTE,PRESIDENTE PRUDENTE,INDIANA,PN 13-INDIANA,CHOQUE,CHOQUE - OAE (PILARES/TABULEIRO),0,0
148,2026-05-10 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,COLISÃO,COLISÃO - TRASEIRA,0,0
149,2026-05-10 00:00:00,L33-SOROCABANA,SP280,"74,000",LESTE,SOROCABA,ITU,ITÚ,COLISÃO,COLISÃO - TRASEIRA,0,0
150,2026-05-09 00:00:00,L30-EIXO[SP],SP310,"217,000",NORTE,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE - OBJETO NA PISTA,0,0
151,2026-05-08 00:00:00,L01-AUTOBAN,SP330,"26,500",SUL,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,TOMBAMENTO,TOMBAMENTO - MOTO,0,1
152,2026-05-08 00:00:00,L23-LESTE PAULISTA,SP070,"32,600",LESTE,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ITAQUAQUECETUBA,COLISÃO,COLISÃO - TRASEIRA,0,0
153,2026-05-07 00:00:00,L01-AUTOBAN,SP330,"82,000",NORTE,CAMPINAS,VALINHOS,VALINHOS NORTE,COLISÃO,COLISÃO - TRASEIRA,0,0
154,2026-05-07 00:00:00,L06-INTERVIAS,SP147,"52,000",LESTE,CAMPINAS,MOGI MIRIM,MOGI MIRIM,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
155,2026-05-07 00:00:00,L30-EIXO[SP],SP294,"425,700",LESTE,MARÍLIA,GARÇA,PN 08-GARÇA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
156,2026-05-07 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,000",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO - LATERAL,0,0
157,2026-05-06 00:00:00,L11-RENOVIAS,SP340,"192,800",NORTE,CAMPINAS,MOGI GUAÇU,ESTIVA GERBI,COLISÃO,COLISÃO - TRASEIRA,0,0
158,2026-05-06 00:00:00,L30-EIXO[SP],SP294,"474,800",LESTE,MARÍLIA,ORIENTE,PN 09-ORIENTE,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
159,2026-05-05 00:00:00,L01-AUTOBAN,SP330,"82,000",NORTE,CAMPINAS,VALINHOS,VALINHOS NORTE,TOMBAMENTO,TOMBAMENTO - MOTO,0,1
160,2026-05-05 00:00:00,L07-ROTA,SP065,"110,000",NORTE,CAMPINAS,ITATIBA,ITATIBA,CHOQUE,CHOQUE - PROTEÇÃO DA PISTA DE COBRANÇA,0,0
161,2026-05-05 00:00:00,L16-CART,SP270,"413,400",LESTE,MARÍLIA,PALMITAL,P4-PALMITAL,CHOQUE,CHOQUE - PRAÇA CABINE,0,0
162,2026-05-05 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"32,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,PIRATININGA,COLISÃO,COLISÃO - TRASEIRA,0,0
163,2026-05-05 00:00:00,L25-SPMAR,SP021,"71,450",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P4-IMIGRANTES,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
164,2026-05-05 00:00:00,L30-EIXO[SP],SP294,"425,690",OESTE,MARÍLIA,GARÇA,PN 08-GARÇA,CHOQUE,CHOQUE - PROTEÇÃO DA PISTA DE COBRANÇA,0,0
165,2026-05-05 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,600",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,COLISÃO,COLISÃO - TRASEIRA,0,0
166,2026-05-04 00:00:00,L20-SPVIAS,SP280,"158,300",OESTE,SOROCABA,QUADRA,QUADRA,COLISÃO,COLISÃO - TRASEIRA,0,0
167,2026-05-04 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"32,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,PIRATININGA,COLISÃO,COLISÃO - TRASEIRA,0,0
168,2026-05-04 00:00:00,L30-EIXO[SP],SP294,"474,800",OESTE,MARÍLIA,ORIENTE,PN 09-ORIENTE,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
169,2026-05-03 00:00:00,L01-AUTOBAN,SP330,"26,500",SUL,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,1
170,2026-05-03 00:00:00,L25-SPMAR,SP021,"75,500",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P5-ANCHIETA,COLISÃO,COLISÃO - LATERAL,0,1
171,2026-05-02 00:00:00,L01-AUTOBAN,SP330,"82,000",SUL,CAMPINAS,VALINHOS,VALINHOS NORTE,CHOQUE,"CHOQUE - CERCAS, ALAMBRADOS, MOURÃO",0,1
172,2026-05-02 00:00:00,L23-LESTE PAULISTA,SP070,"57,000",OESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,COLISÃO,COLISÃO - LATERAL,0,0
173,2026-05-01 00:00:00,L07-ROTA,SP065,"79,900",SUL,CAMPINAS,ATIBAIA,ATIBAIA,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
174,2026-05-01 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,12-RAPOSO TAVARES EXTERNA,COLISÃO,COLISÃO - TRASEIRA,0,0
175,2026-05-01 00:00:00,L30-EIXO[SP],SP225,"106,900",LESTE,CAMPINAS,ITIRAPINA,PC 03-BROTAS,CHOQUE,CHOQUE - EDIFICAÇÃO,0,0
176,2026-04-30 00:00:00,L07-ROTA,SP065,"110,100",NORTE,CAMPINAS,ITATIBA,ITATIBA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
177,2026-04-30 00:00:00,L11-RENOVIAS,SP342,"192,800",OESTE,CAMPINAS,ESPÍRITO SANTO DO PINHAL,ESPÍRITO SANTO DO PINHAL,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
178,2026-04-30 00:00:00,L24-RODOANEL,SP021,"3,050",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,12-RAPOSO TAVARES EXTERNA,COLISÃO,COLISÃO - TRASEIRA,0,0
179,2026-04-30 00:00:00,L28-ENTREVIAS,SP322,"361,500",OESTE,RIBEIRÃO PRETO,PITANGUEIRAS,PP04-PITANGUEIRAS,CHOQUE,CHOQUE - PROTEÇÃO DA CABINE DE PEDÁGIO,0,0
180,2026-04-30 00:00:00,L30-EIXO[SP],SP225,"199,000",OESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
181,2026-04-30 00:00:00,L30-EIXO[SP],SP294,"425,700",OESTE,MARÍLIA,GARÇA,PN 08-GARÇA,COLISÃO,COLISÃO TRASEIRA,0,0
182,2026-04-30 00:00:00,L30-EIXO[SP],SP308,"182,000",SUL,CAMPINAS,PIRACICABA,PN 02-PIRACICABA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
183,2026-04-30 00:00:00,L31-NOROESTE PAULISTA,SP310,"347,000",SUL,CENTRAL,FERNANDO PRESTES,AGULHA,CHOQUE,CHOQUE - DEFENSA METÁLICA,0,0
184,2026-04-29 00:00:00,L25-SPMAR,SP021,"70,200",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P2-IMIGRANTES LITORAL,COLISÃO,COLISÃO - LATERAL,0,0
185,2026-04-29 00:00:00,L30-EIXO[SP],SP284,"458,000",OESTE,MARÍLIA,PARAGUAÇU PAULISTA,PN 15-PARAGUAÇU PAULISTA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
186,2026-04-29 00:00:00,L30-EIXO[SP],SP294,"370,000",LESTE,BAURU,AVAÍ,PN 07-PIRATININGA,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
187,2026-04-29 00:00:00,L30-EIXO[SP],SP294,"474,800",OESTE,MARÍLIA,ORIENTE,PN 09-ORIENTE,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
188,2026-04-28 00:00:00,L30-EIXO[SP],SP293,"2,000",NORTE,BAURU,CABRÁLIA PAULISTA,PN 31-CABRÁLIA PAULISTA,CHOQUE,CHOQUE - DISPOSITIVO DE CONTENÇÃO,0,0
189,2026-04-28 00:00:00,L30-EIXO[SP],SP425,"400,100",SUL,PRESIDENTE PRUDENTE,MARTINÓPOLIS,PN 22-MARTINÓPOLIS,COLISÃO,COLISÃO TRASEIRA,0,0
190,2026-04-27 00:00:00,L25-SPMAR,SP021,"71,450",NORTE,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P4-IMIGRANTES,COLISÃO,COLISÃO - TRASEIRA,0,0
191,2026-04-25 00:00:00,L01-AUTOBAN,SP330,"152,000",NORTE,CAMPINAS,LIMEIRA,LIMEIRA A,COLISÃO,COLISÃO - TRANSVERSAL,0,0
192,2026-04-25 00:00:00,L07-ROTA,SP065,"80,000",NORTE,CAMPINAS,ATIBAIA,ATIBAIA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
193,2026-04-24 00:00:00,L01-AUTOBAN,SP330,"26,500",SUL,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,COLISÃO,COLISÃO - TRASEIRA,0,1
194,2026-04-24 00:00:00,L01-AUTOBAN,SP348,"39,047",NORTE,REG. METROPOLITANA SÃO PAULO,FRANCO DA ROCHA,CAMPO LIMPO,COLISÃO,COLISÃO - TRASEIRA,0,1
195,2026-04-24 00:00:00,L11-RENOVIAS,SP344,"219,000",LESTE,CAMPINAS,SÃO JOÃO DA BOA VISTA,AGUAÍ,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
196,2026-04-24 00:00:00,L22-ECOVIAS IMIGRANTES,SP160,"32,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,PIRATININGA,COLISÃO,COLISÃO - TRASEIRA,0,0
197,2026-04-23 00:00:00,L07-ROTA,SP065,"79,000",NORTE,CAMPINAS,ATIBAIA,ATIBAIA,CHOQUE,CHOQUE PRAÇA - CABINE,0,0
198,2026-04-23 00:00:00,L11-RENOVIAS,SP340,"123,500",NORTE,CAMPINAS,CAMPINAS,JAGUARIÚNA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
199,2026-04-23 00:00:00,L16-CART,SP270,"590,750",LESTE,PRESIDENTE PRUDENTE,PRESIDENTE BERNARDES,P8-PRESIDENTE BERNARDES,COLISÃO,COLISÃO - TRASEIRA,1,1
200,2026-04-23 00:00:00,L30-EIXO[SP],SP294,"426,067",LESTE,MARÍLIA,GARÇA,PN 08-GARÇA,CHOQUE,CHOQUE - DISPOSITIVO DE CONTENÇÃO,0,1
201,2026-04-22 00:00:00,L01-AUTOBAN,SP330,"117,710",SUL,CAMPINAS,NOVA ODESSA,NOVA ODESSA,ENGAVETAMENTO,ENGAVETAMENTO,0,1
202,2026-04-22 00:00:00,L01-AUTOBAN,SP348,"36,000",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,COLISÃO,COLISÃO - TRASEIRA,0,0
203,2026-04-22 00:00:00,L13-COLINAS,SP075,"60,800",NORTE,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO - TRASEIRA,0,0
204,2026-04-22 00:00:00,L22-ECOVIAS IMIGRANTES,SP150,"31,000",SUL,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,RIACHO GRANDE,ENGAVETAMENTO,ENGAVETAMENTO,0,0
205,2026-04-22 00:00:00,L24-RODOANEL,SP021,"25,360",EXTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,13-REGIS BITTENCOURT,TOMBAMENTO,TOMBAMENTO - MOTO,0,0
206,2026-04-22 00:00:00,L30-EIXO[SP],SP294,"474,885",LESTE,MARÍLIA,ORIENTE,PN 09-ORIENTE,OBJETO LANÇADO SOBRE VEÍCULO,OBJETO LANÇADO SOBRE VEÍCULO,0,0
207,2026-04-22 00:00:00,L30-EIXO[SP],SP310,"181,500",NORTE,CAMPINAS,RIO CLARO,PC 01-RIO CLARO NORTE,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
208,2026-04-21 00:00:00,L01-AUTOBAN,SP330,"152,000",SUL,CAMPINAS,LIMEIRA,LIMEIRA A,COLISÃO,COLISÃO - TRANSVERSAL,0,0
209,2026-04-21 00:00:00,L20-SPVIAS,SP280,"158,300",LESTE,SOROCABA,QUADRA,QUADRA,COLISÃO,COLISÃO - TRASEIRA,0,1
210,2026-04-21 00:00:00,L30-EIXO[SP],SP294,"670,800",OESTE,PRESIDENTE PRUDENTE,SANTA MERCEDES,PN 23-SANTA MERCEDES,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
211,2026-04-20 00:00:00,L30-EIXO[SP],SP308,"182,300",SUL,CAMPINAS,PIRACICABA,PN 02-PIRACICABA,ATROPELAMENTO,ATROP ANIMAL - DOMÉSTICO PEQUENO PORTE,0,0
212,2026-04-18 00:00:00,L11-RENOVIAS,SP340,"123,500",NORTE,CAMPINAS,CAMPINAS,JAGUARIÚNA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
213,2026-04-18 00:00:00,L11-RENOVIAS,SP344,"219,000",LESTE,CAMPINAS,SÃO JOÃO DA BOA VISTA,AGUAÍ,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
214,2026-04-18 00:00:00,L11-RENOVIAS,SP344,"219,000",LESTE,CAMPINAS,SÃO JOÃO DA BOA VISTA,AGUAÍ,TOMBAMENTO,TOMBAMENTO - MOTO,0,2
215,2026-04-18 00:00:00,L24-RODOANEL,SP021,"6,210",INTERNO,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,06-ANHANGUERA EXTERNA,TOMBAMENTO,TOMBAMENTO - MOTO,0,1
216,2026-04-18 00:00:00,L30-EIXO[SP],SP425,"436,000",SUL,PRESIDENTE PRUDENTE,INDIANA,PN 13-INDIANA,CHOQUE,CHOQUE - OUTROS,0,0
217,2026-04-17 00:00:00,L01-AUTOBAN,SP330,"26,500",SUL,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU MEIO FIO",0,2
218,2026-04-16 00:00:00,L01-AUTOBAN,SP348,"36,000",SUL,REG. METROPOLITANA SÃO PAULO,CAIEIRAS,CAIEIRAS,COLISÃO,COLISÃO - TRASEIRA,0,0
219,2026-04-16 00:00:00,L01-AUTOBAN,SP348,"77,000",SUL,CAMPINAS,ITUPEVA,ITUPEVA (SP348),COLISÃO,COLISÃO - TRASEIRA,0,0
220,2026-04-16 00:00:00,L30-EIXO[SP],SP225,"199,000",OESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
221,2026-04-15 00:00:00,L11-RENOVIAS,SP340,"123,500",SUL,CAMPINAS,CAMPINAS,JAGUARIÚNA,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
222,2026-04-15 00:00:00,L30-EIXO[SP],SP294,"581,700",OESTE,PRESIDENTE PRUDENTE,INÚBIA PAULISTA,PN 11-INÚBIA PAULISTA,CHOQUE,CHOQUE - PROTEÇÃO DA PISTA DE COBRANÇA,0,0
223,2026-04-15 00:00:00,L30-EIXO[SP],SP310,"181,000",SUL,CAMPINAS,RIO CLARO,PC 01-RIO CLARO SUL,CHOQUE,CHOQUE - OUTROS,0,0
224,2026-04-14 00:00:00,L11-RENOVIAS,SP350,"252,400",NORTE,CAMPINAS,ITOBI,ITOBI,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
225,2026-04-14 00:00:00,L30-EIXO[SP],SP225,"199,400",OESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
226,2026-04-14 00:00:00,L30-EIXO[SP],SP294,"551,500",OESTE,MARÍLIA,PARAPUÃ,PN 10-PARAPUÃ,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
227,2026-04-13 00:00:00,L07-ROTA,SP065,"26,600",SUL,SÃO JOSÉ DOS CAMPOS,IGARATÁ,IGARATÁ,CHOQUE,CHOQUE PRAÇA - CABINE,0,0
228,2026-04-13 00:00:00,L13-COLINAS,SP300,"76,600",OESTE,CAMPINAS,ITUPEVA,ITUPEVA (SP300),CHOQUE,CHOQUE,0,0
229,2026-04-12 00:00:00,L23-LESTE PAULISTA,SP070,"57,600",LESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,COLISÃO,COLISÃO - TRASEIRA,0,0
230,2026-04-10 00:00:00,L23-LESTE PAULISTA,SP070,"57,600",OESTE,REG. METROPOLITANA SÃO PAULO,GUARAREMA,GUARAREMA,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU MEIO FIO",0,0
231,2026-04-10 00:00:00,L30-EIXO[SP],SP294,"623,100",LESTE,PRESIDENTE PRUDENTE,PACAEMBU,PN 12-PACAEMBU,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
232,2026-04-10 00:00:00,L30-EIXO[SP],SP425,"400,100",NORTE,PRESIDENTE PRUDENTE,MARTINÓPOLIS,PN 22-MARTINÓPOLIS,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
233,2026-04-09 00:00:00,L30-EIXO[SP],SP310,"217,080",SUL,CENTRAL,SÃO CARLOS,PC 02-ITIRAPINA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
234,2026-04-08 00:00:00,L24-RODOANEL,SP021,"15,610",INTERNO,REG. METROPOLITANA SÃO PAULO,OSASCO,12-RAPOSO TAVARES EXTERNA,COLISÃO,COLISÃO - TRASEIRA,0,0
235,2026-04-08 00:00:00,L30-EIXO[SP],SP304,"215,109",LESTE,CAMPINAS,SÃO PEDRO,PN 04-SÃO PEDRO,CHOQUE,CHOQUE - EDIFICAÇÃO,0,0
236,2026-04-07 00:00:00,L11-RENOVIAS,SP342,"240,200",OESTE,CAMPINAS,ÁGUAS DA PRATA,ÁGUAS DA PRATA,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
237,2026-04-07 00:00:00,L19-VIARONDON,SP300,"367,767",LESTE,BAURU,AVAÍ,AVAÍ,COLISÃO,COLISÃO - TRASEIRA,0,0
238,2026-04-07 00:00:00,L25-SPMAR,SP021,"71,450",NORTE,REG. METROPOLITANA SÃO PAULO,SÃO BERNARDO DO CAMPO,P4-IMIGRANTES,COLISÃO,COLISÃO - TRASEIRA,0,0
239,2026-04-07 00:00:00,L30-EIXO[SP],SP294,"370,000",LESTE,BAURU,AVAÍ,PN 07-PIRATININGA,CHOQUE,CHOQUE - EQUIPAMENTO,0,0
240,2026-04-07 00:00:00,L30-EIXO[SP],SP294,"670,800",OESTE,PRESIDENTE PRUDENTE,SANTA MERCEDES,PN 23-SANTA MERCEDES,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
241,2026-04-07 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,000",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO - TRASEIRA,0,0
242,2026-04-06 00:00:00,L07-ROTA,SP332,"135,500",SUL,CAMPINAS,COSMÓPOLIS,PAULINIA A,COLISÃO,COLISÃO - TRASEIRA,0,0
243,2026-04-06 00:00:00,L11-RENOVIAS,SP340,"221,800",SUL,CAMPINAS,CASA BRANCA,CASA BRANCA,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
244,2026-04-06 00:00:00,L11-RENOVIAS,SP340,"254,700",SUL,CAMPINAS,CASA BRANCA,MOCOCA,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,0
245,2026-04-06 00:00:00,L27-TAMOIOS,SP099,"16,100",NORTE,SÃO JOSÉ DOS CAMPOS,JAMBEIRO,JAMBEIRO,CHOQUE,CHOQUE - VEÍCULO PARADO NA PISTA,0,0
246,2026-04-06 00:00:00,L34-RAPOSO CASTELLO,SP280,"18,600",OESTE,REG. METROPOLITANA SÃO PAULO,OSASCO,OSASCO,COLISÃO,COLISÃO - LATERAL,0,1
247,2026-04-05 00:00:00,L30-EIXO[SP],SP304,"183,000",OESTE,CAMPINAS,SÃO PEDRO,PN 03-SÃO PEDRO,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
248,2026-04-04 00:00:00,L07-ROTA,SP065,"26,600",NORTE,SÃO JOSÉ DOS CAMPOS,IGARATÁ,IGARATÁ,CHOQUE,CHOQUE - BARREIRA DE CONCRETO,0,0
249,2026-04-04 00:00:00,L30-EIXO[SP],SP304,"215,110",LESTE,CAMPINAS,SÃO PEDRO,PN 04-SÃO PEDRO,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
250,2026-04-03 00:00:00,L11-RENOVIAS,SP340,"192,800",NORTE,CAMPINAS,MOGI GUAÇU,ESTIVA GERBI,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO - SEM PARAR,0,0
251,2026-04-02 00:00:00,L01-AUTOBAN,SP330,"26,500",NORTE,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,COLISÃO,COLISÃO - TRASEIRA,0,3
252,2026-04-02 00:00:00,L11-RENOVIAS,SP344,"219,000",LESTE,CAMPINAS,SÃO JOÃO DA BOA VISTA,AGUAÍ,CHOQUE,"CHOQUE - DEFENSA, BARREIRA OU ""SUBMARINO""",0,0
253,2026-04-02 00:00:00,L13-COLINAS,SP075,"60,800",SUL,CAMPINAS,INDAIATUBA,INDAIATUBA,COLISÃO,COLISÃO - TRASEIRA,0,0
254,2026-04-02 00:00:00,L20-SPVIAS,SP255,"240,300",SUL,SOROCABA,AVARÉ,AVARÉ,TOMBAMENTO,TOMBAMENTO - MOTO,0,1
255,2026-04-02 00:00:00,L30-EIXO[SP],SP225,"199,371",OESTE,BAURU,JAÚ,PC 05-JAÚ,CHOQUE,CHOQUE - SUPORTE DE SINALIZAÇÃO,0,0
256,2026-03-31 00:00:00,L30-EIXO[SP],SP284,"531,200",LESTE,PRESIDENTE PRUDENTE,RANCHARIA,PN 16-RANCHARIA,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
257,2026-03-31 00:00:00,L30-EIXO[SP],SP294,"474,700",OESTE,MARÍLIA,ORIENTE,PN 09-ORIENTE,CHOQUE,CHOQUE - CANCELA DE PEDÁGIO,0,0
258,2026-03-31 00:00:00,L34-RAPOSO CASTELLO,SP280,"20,000",LESTE,REG. METROPOLITANA SÃO PAULO,BARUERI,BARUERI,COLISÃO,COLISÃO - TRASEIRA,0,0
259,2026-03-30 00:00:00,L29-VIAPAULISTA,SP330,"281,095",SUL,RIBEIRÃO PRETO,SÃO SIMÃO,SÃO SIMÃO,COLISÃO,COLISÃO - TRASEIRA,0,0
260,2026-03-30 00:00:00,L30-EIXO[SP],SP304,"215,084",LESTE,CAMPINAS,SÃO PEDRO,PN 03-SÃO PEDRO,CHOQUE,CHOQUE - EDIFICAÇÃO,0,0
261,2026-03-29 00:00:00,L01-AUTOBAN,SP330,"26,500",NORTE,REG. METROPOLITANA SÃO PAULO,SÃO PAULO,PERUS,CHOQUE,CHOQUE - PRAÇA CABINE,0,0
