CONCESSIONÁRIA,RODOVIA,KM,SENTIDO,OC,REGIÃO ADMINISTRATIVA,MUNICÍPIO,EVENTO,DATA INICIAL,DATA RECUPERAÇÃO,CONDIÇÃO,LOCAIS INTERDITADOS
L21-TIETÊ,SP209,"18,700",SUL,72,SOROCABA,BOTUCATU,EROSÃO,2022-03-15 00:00:00,2022-03-17 00:00:00,COM INTERDIÇÃO,FAIXA 1
L23-LESTE PAULISTA,SP070,"25,000",OESTE,142,REG. METROPOLITANA SÃO PAULO,GUARULHOS,ALAGAMENTO,2022-03-15 00:00:00,2022-03-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L23-LESTE PAULISTA,SPI179/060,"3,500",NORTE,145,REG. METROPOLITANA SÃO PAULO,GUARAREMA,QUEDA DE TALUDE,2022-03-15 00:00:00,2022-03-15 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L27-TAMOIOS,SPA037/099,"0,400",LESTE,54,SÃO JOSÉ DOS CAMPOS,PARAIBUNA,QUEDA DE TALUDE,2022-03-15 00:00:00,2022-03-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SP255,"341,393",NORTE,4098,ITAPEVA,CORONEL MACEDO,EROSÃO,2022-03-15 00:00:00,2022-03-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SPA431/425,"6,500",OESTE,4823,PRESIDENTE PRUDENTE,MARTINOPOLIS,EROSÃO,2022-03-15 00:00:00,2022-03-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SP294,"441,000",LESTE,4881,MARÍLIA,MARILIA,EROSÃO,2022-03-15 00:00:00,2022-03-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L03-TEBE,SP326,"424,000",NORTE,17,BARRETOS,BARRETOS,ALAGAMENTO,2022-03-14 00:00:00,2022-03-15 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"107,801",OESTE,2412,CENTRAL,DESCALVADO,EROSÃO,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"71,000",NORTE,150,CAMPINAS,ATIBAIA,QUEDA DE TALUDE,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"71,500",NORTE,167,CAMPINAS,ATIBAIA,QUEDA DE TALUDE,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP300,"159,000",OESTE,164,SOROCABA,TIETE,QUEDA DE TALUDE,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"443,730",OESTE,195,MARÍLIA,ASSIS,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,COM INTERDIÇÃO,FAIXA 1
L16-CART,SP270,"444,660",LESTE,202,MARÍLIA,ASSIS,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L19-VIARONDON,SP300,"342,000",LESTE,94,BAURU,BAURU,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP300,"265,000",OESTE,81,SOROCABA,SAO MANUEL,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,COM INTERDIÇÃO,FAIXA 2
L21-TIETÊ,SP300,"177,600",OESTE,97,SOROCABA,LARANJAL PAULISTA,QUEDA DE TALUDE,2022-03-14 00:00:00,2022-03-14 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SP300,"179,000",LESTE,112,SOROCABA,LARANJAL PAULISTA,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L23-LESTE PAULISTA,SPM070D,"25,000",OESTE,125,REG. METROPOLITANA SÃO PAULO,GUARULHOS,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"40,000",EXTERNO,137,REG. METROPOLITANA SÃO PAULO,ITAPECERICA DA SERRA,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,COM INTERDIÇÃO,FAIXA 3
L28-ENTREVIAS,SP322,"340,000",LESTE,229625,RIBEIRÃO PRETO,PONTAL,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L29-VIAPAULISTA,SPA043/281,"2,920",LESTE,3730,ITAPEVA,RIVERSUL,EROSÃO,2022-03-14 00:00:00,2022-03-14 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L29-VIAPAULISTA,SP255,"132,000",NORTE,3805,BAURU,BOCAINA,ALAGAMENTO,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SP284,"497,050",OESTE,4548,MARÍLIA,QUATA,EROSÃO,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SP284,"467,000",LESTE,4586,MARÍLIA,PARAGUACU PAULISTA,EROSÃO,2022-03-14 00:00:00,2022-03-14 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"87,500",SUL,434,CAMPINAS,CAMPINAS,EROSÃO,2022-03-13 00:00:00,2022-03-14 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L22-ECOVIAS IMIGRANTES,SP150,"10,000",SUL,195,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2022-03-13 00:00:00,2022-03-13 00:00:00,COM INTERDIÇÃO,FAIXA 1
L29-VIAPAULISTA,SP255,"108,400",NORTE,3437,CENTRAL,BOA ESPERANCA DO SUL,EROSÃO,2022-03-13 00:00:00,2022-03-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SP284,"529,500",LESTE,4175,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2022-03-13 00:00:00,2022-03-13 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"576,000",LESTE,36,ARAÇATUBA,VALPARAISO,EROSÃO,2022-03-12 00:00:00,2022-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"23,000",NORTE,223,REG. METROPOLITANA SÃO PAULO,SAO BERNARDO DO CAMPO,ALAGAMENTO,2022-03-12 00:00:00,2022-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"114,000",INTERNO,14,REG. METROPOLITANA SÃO PAULO,POA,ALAGAMENTO,2022-03-12 00:00:00,2022-03-12 00:00:00,COM INTERDIÇÃO,"FAIXA 3, ACOSTAMENTO"
L25-SPMAR,SP021,"111,800",INTERNO,17,REG. METROPOLITANA SÃO PAULO,POA,ALAGAMENTO,2022-03-12 00:00:00,2022-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"113,000",INTERNO,18,REG. METROPOLITANA SÃO PAULO,POA,ALAGAMENTO,2022-03-12 00:00:00,2022-03-12 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"112,400",INTERNO,20,REG. METROPOLITANA SÃO PAULO,POA,ALAGAMENTO,2022-03-12 00:00:00,2022-03-12 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L25-SPMAR,SP021,"110,300",INTERNO,21,REG. METROPOLITANA SÃO PAULO,SUZANO,ALAGAMENTO,2022-03-12 00:00:00,2022-03-12 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L29-VIAPAULISTA,SP255,"161,000",NORTE,3158,BAURU,JAU,EROSÃO,2022-03-12 00:00:00,2022-03-12 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L01-AUTOBAN,SP330,"41,800",NORTE,124,REG. METROPOLITANA SÃO PAULO,CAJAMAR,QUEDA DE TALUDE,2022-03-11 00:00:00,2022-03-11 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L28-ENTREVIAS,SP333,"285,900",OESTE,229198,BAURU,GUARANTA,EROSÃO,2022-03-11 00:00:00,2022-03-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L28-ENTREVIAS,SP333,"389,500",LESTE,229223,MARÍLIA,PLATINA,ALAGAMENTO,2022-03-11 00:00:00,2022-03-11 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"110,000",INTERNO,255,REG. METROPOLITANA SÃO PAULO,SUZANO,ALAGAMENTO,2022-03-10 00:00:00,2022-03-10 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L25-SPMAR,SP021,"115,000",INTERNO,278,REG. METROPOLITANA SÃO PAULO,POA,ALAGAMENTO,2022-03-10 00:00:00,2022-03-10 00:00:00,COM INTERDIÇÃO,"FAIXA 1, ACOSTAMENTO"
L09-TRIÂNGULO,SP310,"452,400",SUL,1066,SÃO JOSÉ DO RIO PRETO,MIRASSOL,EROSÃO,2022-03-09 00:00:00,2022-03-09 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP326,"342,800",SUL,801,RIBEIRÃO PRETO,JABOTICABAL,EROSÃO,2022-03-07 00:00:00,2022-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP300,"80,000",LESTE,174,CAMPINAS,CABREUVA,ALAGAMENTO,2022-03-07 00:00:00,2022-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"548,925",OESTE,157,PRESIDENTE PRUDENTE,REGENTE FEIJO,EROSÃO,2022-03-07 00:00:00,2022-03-07 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L19-VIARONDON,SPA601/300,"0,500",NORTE,118,ARAÇATUBA,MIRANDOPOLIS,EROSÃO,2022-03-07 00:00:00,2022-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA594/300,"0,000",SUL,142,ARAÇATUBA,LAVINIA,EROSÃO,2022-03-07 00:00:00,2022-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP150,"13,000",SUL,300,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2022-03-07 00:00:00,2022-03-07 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"111,000",INTERNO,240,REG. METROPOLITANA SÃO PAULO,SUZANO,ALAGAMENTO,2022-03-07 00:00:00,2022-03-08 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L25-SPMAR,SP021,"112,400",INTERNO,273,REG. METROPOLITANA SÃO PAULO,POA,ALAGAMENTO,2022-03-07 00:00:00,2022-03-08 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP215,"80,700",LESTE,1006,CENTRAL,PORTO FERREIRA,EROSÃO,2022-03-06 00:00:00,2022-03-06 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L07-ROTA,SP360,"81,000",SUL,206,CAMPINAS,ITATIBA,ALAGAMENTO,2022-03-06 00:00:00,2022-03-06 00:00:00,COM INTERDIÇÃO,FAIXA 1
L22-ECOVIAS IMIGRANTES,SP055,"262,000",OESTE,306,SANTOS,CUBATAO,ALAGAMENTO,2022-03-06 00:00:00,2022-03-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"262,000",OESTE,324,SANTOS,CUBATAO,ALAGAMENTO,2022-03-06 00:00:00,2022-03-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"114,000",INTERNO,139,REG. METROPOLITANA SÃO PAULO,POA,ALAGAMENTO,2022-03-06 00:00:00,2022-03-06 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L25-SPMAR,SP021,"84,300",INTERNO,140,REG. METROPOLITANA SÃO PAULO,SANTO ANDRE,ALAGAMENTO,2022-03-06 00:00:00,2022-03-06 00:00:00,COM INTERDIÇÃO,FAIXA 1
L25-SPMAR,SP021,"112,000",INTERNO,147,REG. METROPOLITANA SÃO PAULO,POA,ALAGAMENTO,2022-03-06 00:00:00,2022-03-06 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L25-SPMAR,SP021,"119,500",EXTERNO,160,REG. METROPOLITANA SÃO PAULO,ITAQUAQUECETUBA,ALAGAMENTO,2022-03-06 00:00:00,2022-03-06 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L29-VIAPAULISTA,SP255,"350,500",SUL,1475,ITAPEVA,ITAPORANGA,EROSÃO,2022-03-06 00:00:00,2022-03-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"14,900",NORTE,107,SÃO JOSÉ DOS CAMPOS,JACAREI,QUEDA DE TALUDE,2022-03-05 00:00:00,2022-03-05 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP127,"191,000",NORTE,162,SOROCABA,SAO MIGUEL ARCANJO,ALAGAMENTO,2022-03-05 00:00:00,2022-03-06 00:00:00,SEM INTERDIÇÃO,NENHUM
L24-RODOANEL,SP021,"29,000",INTERNO,316,REG. METROPOLITANA SÃO PAULO,EMBU DAS ARTES,ALAGAMENTO,2022-03-05 00:00:00,2022-03-05 00:00:00,SEM INTERDIÇÃO,NENHUM
L03-TEBE,SP326,"423,000",NORTE,1,BARRETOS,BARRETOS,ALAGAMENTO,2022-03-04 00:00:00,2022-03-04 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP332,"112,000",NORTE,205,CAMPINAS,CAMPINAS,ALAGAMENTO,2022-03-04 00:00:00,2022-03-05 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP225,"275,240",OESTE,168,BAURU,PAULISTANIA,ALAGAMENTO,2022-03-04 00:00:00,2022-03-04 00:00:00,COM INTERDIÇÃO,"CANTEIRO LATERAL, CANTEIRO CENTRAL"
L01-AUTOBAN,SP330,"44,300",SUL,454,REG. METROPOLITANA SÃO PAULO,CAJAMAR,QUEDA DE TALUDE,2022-03-03 00:00:00,2022-03-04 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L19-VIARONDON,SP300,"501,500",OESTE,81,ARAÇATUBA,GLICERIO,EROSÃO,2022-03-03 00:00:00,2022-03-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP280,"174,080",OESTE,26,SOROCABA,BOFETE,EROSÃO,2022-03-03 00:00:00,2022-03-03 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SP101,"66,850",LESTE,106,SOROCABA,TIETE,EROSÃO,2022-03-03 00:00:00,2022-03-03 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"79,800",SUL,74,CAMPINAS,VINHEDO,QUEDA DE TALUDE,2022-03-02 00:00:00,2022-03-02 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L01-AUTOBAN,SP348,"13,500",NORTE,161,REG. METROPOLITANA SÃO PAULO,SAO PAULO,QUEDA DE TALUDE,2022-03-02 00:00:00,2022-03-03 00:00:00,COM INTERDIÇÃO,FAIXA 1
L12-VIAOESTE,SP280,"74,500",LESTE,327,SOROCABA,ITU,EROSÃO,2022-03-02 00:00:00,2022-03-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP127,"58,800",NORTE,7,CAMPINAS,RIO DAS PEDRAS,EROSÃO,2022-03-02 00:00:00,2022-03-02 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L13-COLINAS,SP075,"65,700",NORTE,100,CAMPINAS,CAMPINAS,EROSÃO,2022-03-02 00:00:00,2022-03-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"510,900",OESTE,70,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2022-03-02 00:00:00,2022-03-02 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L01-AUTOBAN,SP330,"19,700",NORTE,447,REG. METROPOLITANA SÃO PAULO,OSASCO,QUEDA DE TALUDE,2022-03-01 00:00:00,2022-03-02 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"10,200",SUL,135,SÃO JOSÉ DOS CAMPOS,JACAREI,ALAGAMENTO,2022-03-01 00:00:00,2022-03-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"119,000",SUL,154,CAMPINAS,VALINHOS,ALAGAMENTO,2022-03-01 00:00:00,2022-03-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L09-TRIÂNGULO,SP310,"352,000",SUL,58,SÃO JOSÉ DO RIO PRETO,SANTA ADELIA,EROSÃO,2022-03-01 00:00:00,2022-03-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SPM280E,"13,800",LESTE,307,REG. METROPOLITANA SÃO PAULO,SAO PAULO,ALAGAMENTO,2022-03-01 00:00:00,2022-03-01 00:00:00,COM INTERDIÇÃO,"FAIXA 3, FAIXA 4, FAIXA 5, ACOSTAMENTO"
L13-COLINAS,SP075,"55,700",NORTE,72,CAMPINAS,INDAIATUBA,QUEDA DE TALUDE,2022-03-01 00:00:00,2022-03-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP270,"116,320",LESTE,40,SOROCABA,ARACOIABA DA SERRA,EROSÃO,2022-03-01 00:00:00,2022-03-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L21-TIETÊ,SP101,"13,000",LESTE,89,CAMPINAS,HORTOLANDIA,ALAGAMENTO,2022-03-01 00:00:00,2022-03-01 00:00:00,COM INTERDIÇÃO,"FAIXA 2, ACOSTAMENTO"
L22-ECOVIAS IMIGRANTES,SP055,"281,000",LESTE,535,SANTOS,SAO VICENTE,ALAGAMENTO,2022-03-01 00:00:00,2022-03-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L24-RODOANEL,SP021,"3,200",INTERNO,162,REG. METROPOLITANA SÃO PAULO,SAO PAULO,EROSÃO,2022-03-01 00:00:00,2022-03-01 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SP330,"92,200",SUL,113,CAMPINAS,CAMPINAS,EROSÃO,2022-02-28 00:00:00,2022-02-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SPA160/225,"0,600",NORTE,9384,BAURU,DOIS CORREGOS,EROSÃO,2022-02-28 00:00:00,2022-02-28 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SPM330E,"59,000",SUL,421,CAMPINAS,JUNDIAI,ALAGAMENTO,2022-02-26 00:00:00,2022-02-27 00:00:00,SEM INTERDIÇÃO,NENHUM
L28-ENTREVIAS,SPA325/322,"8,000",LESTE,227293,RIBEIRÃO PRETO,RIBEIRAO PRETO,ALAGAMENTO,2022-02-26 00:00:00,2022-02-26 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"444,822",LESTE,248,MARÍLIA,ASSIS,ALAGAMENTO,2022-02-25 00:00:00,2022-02-26 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L21-TIETÊ,SP300,"232,200",LESTE,41,SOROCABA,BOTUCATU,EROSÃO,2022-02-25 00:00:00,2022-02-25 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L16-CART,SP225,"282,230",OESTE,136,BAURU,PAULISTANIA,EROSÃO,2022-02-24 00:00:00,2022-02-24 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L16-CART,SP225,"289,500",OESTE,140,MARÍLIA,ESPIRITO SANTO DO TURVO,EROSÃO,2022-02-24 00:00:00,2022-02-24 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"591,240",LESTE,153,PRESIDENTE PRUDENTE,PRESIDENTE BERNARDES,EROSÃO,2022-02-24 00:00:00,2022-02-24 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP225,"275,180",OESTE,282,BAURU,PAULISTANIA,ALAGAMENTO,2022-02-24 00:00:00,2022-02-25 00:00:00,COM INTERDIÇÃO,"FAIXA 1, FAIXA 2"
L21-TIETÊ,SP300,"256,300",OESTE,51,SOROCABA,BOTUCATU,EROSÃO,2022-02-24 00:00:00,2022-02-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L01-AUTOBAN,SPM330D,"36,300",NORTE,440,REG. METROPOLITANA SÃO PAULO,CAJAMAR,ALAGAMENTO,2022-02-23 00:00:00,2022-02-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP270,"162,050",LESTE,133,SOROCABA,ITAPETININGA,ALAGAMENTO,2022-02-23 00:00:00,2022-02-24 00:00:00,SEM INTERDIÇÃO,NENHUM
L20-SPVIAS,SP270,"161,500",LESTE,162,SOROCABA,ITAPETININGA,ALAGAMENTO,2022-02-23 00:00:00,2022-02-24 00:00:00,COM INTERDIÇÃO,FAIXA 2
L24-RODOANEL,SP021,"19,000",EXTERNO,329,REG. METROPOLITANA SÃO PAULO,CARAPICUIBA,ALAGAMENTO,2022-02-23 00:00:00,2022-02-23 00:00:00,SEM INTERDIÇÃO,NENHUM
L12-VIAOESTE,SPM270E,"15,500",LESTE,205,REG. METROPOLITANA SÃO PAULO,OSASCO,EROSÃO,2022-02-22 00:00:00,2022-02-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"594,000",LESTE,34,ARAÇATUBA,LAVINIA,EROSÃO,2022-02-22 00:00:00,2022-02-22 00:00:00,COM INTERDIÇÃO,ACOSTAMENTO
L25-SPMAR,SP021,"75,000",INTERNO,18,REG. METROPOLITANA SÃO PAULO,SANTO ANDRE,EROSÃO,2022-02-22 00:00:00,2022-02-22 00:00:00,SEM INTERDIÇÃO,NENHUM
L25-SPMAR,SP021,"81,400",EXTERNO,118,REG. METROPOLITANA SÃO PAULO,SANTO ANDRE,EROSÃO,2022-02-21 00:00:00,2022-02-21 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L29-VIAPAULISTA,SP334,"398,000",SUL,5543,FRANCA,FRANCA,EROSÃO,2022-02-21 00:00:00,2022-02-21 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP280,"118,650",OESTE,30,SOROCABA,BOITUVA,QUEDA DE TALUDE,2022-02-20 00:00:00,2022-02-20 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L16-CART,SP270,"500,500",LESTE,29,PRESIDENTE PRUDENTE,RANCHARIA,EROSÃO,2022-02-20 00:00:00,2022-02-20 00:00:00,COM INTERDIÇÃO,CANTEIRO CENTRAL
L09-TRIÂNGULO,SP310,"428,000",SUL,2466,SÃO JOSÉ DO RIO PRETO,SAO JOSE DO RIO PRETO,ALAGAMENTO,2022-02-19 00:00:00,2022-02-19 00:00:00,SEM INTERDIÇÃO,NENHUM
L16-CART,SP270,"597,570",LESTE,99,PRESIDENTE PRUDENTE,SANTO ANASTACIO,EROSÃO,2022-02-19 00:00:00,2022-02-19 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SP304,"211,800",OESTE,6256,CAMPINAS,SAO PEDRO,QUEDA DE TALUDE,2022-02-19 00:00:00,2022-02-19 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SPA005/197,"0,700",SUL,6360,CAMPINAS,TORRINHA,EROSÃO,2022-02-19 00:00:00,2022-02-19 00:00:00,COM INTERDIÇÃO,CANTEIRO LATERAL
L06-INTERVIAS,SP330,"194,000",SUL,3059,CAMPINAS,LEME,EROSÃO,2022-02-18 00:00:00,2022-02-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP065,"145,000",SUL,197,CAMPINAS,CAMPINAS,QUEDA DE TALUDE,2022-02-18 00:00:00,2022-02-18 00:00:00,COM INTERDIÇÃO,FAIXA 1
L09-TRIÂNGULO,SP310,"239,700",NORTE,2308,CENTRAL,SAO CARLOS,EROSÃO,2022-02-18 00:00:00,2022-02-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"594,000",LESTE,46,ARAÇATUBA,LAVINIA,EROSÃO,2022-02-18 00:00:00,2022-02-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SPA376/300,"3,000",SUL,72,BAURU,AVAI,EROSÃO,2022-02-18 00:00:00,2022-02-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L19-VIARONDON,SP300,"506,050",OESTE,84,ARAÇATUBA,COROADOS,EROSÃO,2022-02-18 00:00:00,2022-02-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"264,000",LESTE,317,SANTOS,CUBATAO,ALAGAMENTO,2022-02-18 00:00:00,2022-02-18 00:00:00,COM INTERDIÇÃO,FAIXA 2
L06-INTERVIAS,SP330,"227,801",NORTE,2838,CENTRAL,PORTO FERREIRA,EROSÃO,2022-02-17 00:00:00,2022-02-17 00:00:00,SEM INTERDIÇÃO,NENHUM
L07-ROTA,SP360,"62,000",SUL,178,CAMPINAS,JUNDIAI,ALAGAMENTO,2022-02-17 00:00:00,2022-02-18 00:00:00,SEM INTERDIÇÃO,NENHUM
L13-COLINAS,SP075,"55,700",NORTE,136,CAMPINAS,INDAIATUBA,EROSÃO,2022-02-17 00:00:00,2022-02-17 00:00:00,SEM INTERDIÇÃO,NENHUM
L22-ECOVIAS IMIGRANTES,SP055,"268,000",OESTE,172,SANTOS,CUBATAO,ALAGAMENTO,2022-02-17 00:00:00,2022-02-17 00:00:00,SEM INTERDIÇÃO,NENHUM
L30-EIXOSP,SP308,"189,700",NORTE,5548,CAMPINAS,CHARQUEADA,EROSÃO,2022-02-17 00:00:00,2022-02-17 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP330,"205,600",NORTE,2705,CAMPINAS,PIRASSUNUNGA,EROSÃO,2022-02-16 00:00:00,2022-02-16 00:00:00,SEM INTERDIÇÃO,NENHUM
L06-INTERVIAS,SP330,"205,600",NORTE,2706,CAMPINAS,PIRASSUNUNGA,EROSÃO,2022-02-16 00:00:00,2022-02-16 00:00:00,SEM INTERDIÇÃO,NENHUM
L11-RENOVIAS,SP342,"182,000",OESTE,85,CAMPINAS,MOGI GUACU,ALAGAMENTO,2022-02-16 00:00:00,2022-02-16 00:00:00,SEM INTERDIÇÃO,NENHUM
