PERIODO,KM,severidade,risco_previsto
2025-05,126,4.0,1.3100740648627254
2025-02,202,0.0,1.3099698149160899
2025-09,116,1.0,1.309596861427659
2025-05,74,0.0,1.3086701336127513
2025-04,322,0.0,1.3078735413284508
2025-06,42,0.0,1.3054689024412418
2025-10,51,0.0,1.304363155671763
2025-08,50,0.0,1.303647911525343
2025-08,33,0.0,1.3022931103716422
2025-11,322,0.0,1.3016292257444504
2025-11,129,0.0,1.301612397284592
2025-05,43,0.0,1.2991929219199454
2025-02,88,0.0,1.2984118432801746
2025-08,316,1.0,1.2983349058664073
2025-07,153,0.0,1.2982534217338875
2025-01,78,0.0,1.2935607529206492
2025-11,29,2.0,1.2931752143327007
2025-06,121,0.0,1.2931695555993563
2025-11,50,0.0,1.2926066581926425
2025-07,31,1.0,1.292583328038769
2025-05,121,0.0,1.2912698959521258
2025-05,50,0.0,1.2898438064321545
2025-01,30,22.0,1.2871860642582278
2025-03,51,0.0,1.2860017520618245
2025-01,67,2.0,1.285099046176423
2025-09,152,0.0,1.2844542726728398
2025-01,316,5.0,1.2842339118702912
2025-07,134,13.0,1.2826686465264852
2025-09,189,0.0,1.2820111386039403
2025-02,122,0.0,1.2816299994953726
2025-11,73,0.0,1.280576563217105
2025-01,90,0.0,1.2798533970867412
2025-12,116,0.0,1.2796697082395765
2025-02,165,0.0,1.2796338497347395
2025-02,67,6.0,1.2794309033902391
2025-01,300,0.0,1.2794003752792176
2025-07,67,0.0,1.2784981991948023
2025-05,69,0.0,1.276961440004237
2025-04,51,0.0,1.2750704011428982
2025-06,124,0.0,1.2735808227732246
2025-04,133,0.0,1.2732341764758497
2025-04,50,0.0,1.2714993156728729
2025-03,74,1.0,1.2708091465944047
2025-07,121,0.0,1.2678591628350278
2025-01,132,0.0,1.2678167556570734
2025-09,33,8.0,1.267546400761038
2025-02,55,8.0,1.2670714953690358
2025-09,73,0.0,1.266090331070158
2025-09,121,0.0,1.2652291055099858
2025-08,165,5.0,1.2651690288649924
2025-02,124,1.0,1.2649405542062853
2025-10,73,2.0,1.2642879711347978
2025-04,66,0.0,1.2640384998773055
2025-06,69,0.0,1.2638536686070028
2025-02,147,10.0,1.261776169453364
2025-10,134,2.0,1.2613562140783205
2025-04,131,0.0,1.258530743815788
2025-10,316,0.0,1.2573721423689157
2025-08,35,0.0,1.256830530031688
2025-03,50,0.0,1.2565682771762763
2025-08,121,0.0,1.2564571365065453
2025-06,34,1.0,1.2549712962428667
2025-09,316,2.0,1.2547594809980576
2025-07,130,0.0,1.2545522490668597
2025-07,69,0.0,1.2527533155349893
2025-08,115,0.0,1.2508062496950323
2025-08,74,3.0,1.2507909978541258
2025-02,27,0.0,1.2506816137746177
2025-05,27,0.0,1.2497253513705784
2025-02,329,0.0,1.2469679253960466
2025-04,74,0.0,1.2464271000463374
2025-07,135,1.0,1.2461538386949536
2025-04,69,0.0,1.2449271308667387
2025-02,77,0.0,1.2446587934864275
2025-04,67,2.0,1.2434100985350345
2025-10,69,0.0,1.241861312273833
2025-03,90,0.0,1.2400242929009537
2025-01,134,0.0,1.2387203397303495
2025-04,27,0.0,1.2375520003324976
2025-07,117,0.0,1.236611289184509
2025-08,126,0.0,1.2349278687305185
2025-03,133,0.0,1.2344087475863803
2025-12,81,0.0,1.2338547893779082
2025-07,116,0.0,1.2329723507514903
2025-07,51,2.0,1.231059554247239
2025-05,165,0.0,1.230483003821056
2025-08,66,26.0,1.228331428598929
2025-11,135,0.0,1.2258240727490977
2025-02,321,0.0,1.2257878857372335
2025-03,27,0.0,1.2257115980189912
2025-08,37,4.0,1.2253220670920275
2025-09,69,0.0,1.2242604131228492
2025-05,67,5.0,1.2231677243525565
2025-07,132,1.0,1.2229836324791628
2025-01,81,2.0,1.2227234404486729
2025-12,132,0.0,1.2227158865272492
2025-09,124,2.0,1.2221196259960463
2025-05,66,0.0,1.222044605586413
2025-07,321,2.0,1.2213717359768061
2025-12,126,0.0,1.2212546754334532
2025-05,124,0.0,1.221006638118847
2025-04,139,0.0,1.2209127017283996
2025-11,152,0.0,1.219955163669464
2025-09,165,1.0,1.2179464488558358
2025-06,51,0.0,1.2177449378557104
2025-07,77,0.0,1.2176035866271746
2025-03,67,0.0,1.2165253699080067
2025-11,124,0.0,1.2148477258037174
2025-11,65,0.0,1.214123622626324
2025-10,27,0.0,1.2139915759895075
2025-12,127,0.0,1.2125877635192976
2025-10,44,0.0,1.2121958725515902
2025-04,124,0.0,1.210443226388631
2025-12,72,0.0,1.2093424022224246
2025-07,74,0.0,1.2089791086588666
2025-07,124,1.0,1.2084319510570263
2025-05,130,5.0,1.204698169841125
2025-05,78,5.0,1.2039715458228795
2025-01,321,2.0,1.2032946108548108
2025-03,300,0.0,1.201681892861037
2025-08,81,0.0,1.201622076031108
2025-12,299,0.0,1.2015032023479133
2025-08,124,1.0,1.2013022458389533
2025-12,322,0.0,1.1961438501224562
2025-02,132,0.0,1.1951429885013254
2025-10,132,0.0,1.1951282647020924
2025-12,69,0.0,1.1948646463380188
2025-05,316,0.0,1.1943768809548507
2025-08,151,0.0,1.19390880158818
2025-09,35,1.0,1.1906880248680232
2025-02,90,0.0,1.189638743263701
2025-06,32,0.0,1.1891907761365739
2025-11,75,0.0,1.1883014240915102
2025-08,163,0.0,1.187803144496492
2025-12,153,0.0,1.187404917165491
2025-11,134,0.0,1.1858543611893806
2025-10,77,2.0,1.185479098778213
2025-01,72,2.0,1.1852020159794687
2025-02,133,0.0,1.1848844191158574
2025-02,135,0.0,1.1842371731850239
2025-11,44,0.0,1.1838894525387529
2025-12,130,0.0,1.1837766997997794
2025-04,78,0.0,1.1836249383076527
2025-07,44,0.0,1.1831063586318806
2025-03,321,0.0,1.1824374462200278
2025-04,122,0.0,1.1815538528465526
2025-02,300,0.0,1.1803107170524578
2025-09,134,0.0,1.180107238621284
2025-01,329,0.0,1.1798241728665289
2025-03,81,0.0,1.1787069075669405
2025-02,69,4.0,1.1785437678528285
2025-12,124,1.0,1.178429042614988
2025-06,77,0.0,1.176743266059834
2025-08,77,0.0,1.1766868327255586
2025-07,316,6.0,1.1765277717111564
2025-05,135,0.0,1.1751275952987439
2025-10,126,0.0,1.1750150754394153
2025-04,135,0.0,1.174826838631835
2025-05,77,0.0,1.1730298941103414
2025-10,81,0.0,1.1723458243535558
2025-07,78,0.0,1.1719346915356563
2025-06,142,1.0,1.171863321416125
2025-08,130,13.0,1.170273409490714
2025-11,130,0.0,1.1699789941060095
2025-04,132,0.0,1.1694283021971978
2025-09,77,0.0,1.1680662193478086
2025-03,33,3.0,1.1672069839561197
2025-03,318,6.0,1.1663135746455287
2025-10,117,0.0,1.1644190584186327
2025-09,44,0.0,1.16298413172472
2025-05,65,3.0,1.1617700462587042
2025-06,44,0.0,1.161531891226577
2025-03,69,1.0,1.1604305978330431
2025-08,117,0.0,1.1602813140822392
2025-09,157,0.0,1.1601984213785013
2025-02,78,0.0,1.158592939024839
2025-10,135,2.0,1.1576645956511162
2025-04,134,0.0,1.1565134610128507
2025-01,318,0.0,1.1559617169595242
2025-04,77,0.0,1.155837749954626
2025-03,77,0.0,1.1555065626955865
2025-01,139,0.0,1.1553530174292885
2025-11,121,0.0,1.1542671127221973
2025-11,123,0.0,1.1526317800509287
2025-11,74,4.0,1.152165391925685
2025-04,48,0.0,1.151528178497775
2025-07,165,2.0,1.1515233619909828
2025-08,127,13.0,1.1512087890341747
2025-08,40,0.0,1.1506993813972017
2025-12,121,0.0,1.1495376168731564
2025-06,27,0.0,1.1490879493427208
2025-01,28,0.0,1.1479516256859943
2025-01,126,3.0,1.1472416881598002
2025-05,319,0.0,1.1469020029995491
2025-09,75,5.0,1.146507402061254
2025-03,163,0.0,1.145557286252231
2025-02,75,0.0,1.1454800071224398
2025-08,147,0.0,1.1454675990959786
2025-05,139,0.0,1.1434009997080663
2025-06,149,0.0,1.1419101205017619
2025-03,137,0.0,1.1415230701303136
2025-12,39,0.0,1.140137217401171
2025-04,42,0.0,1.1396105559639282
2025-01,135,0.0,1.1376466619449301
2025-10,28,0.0,1.1347931604013843
2025-10,121,2.0,1.1347370735834101
2025-12,27,0.0,1.1333043920555785
2025-01,131,0.0,1.1311260157294527
2025-09,132,0.0,1.1299206739279009
2025-08,133,0.0,1.129757054601778
2025-01,43,4.0,1.129505923427737
2025-02,134,0.0,1.1284150886913087
2025-08,51,2.0,1.1281877772658304
2025-09,123,0.0,1.1278323751989874
2025-05,73,2.0,1.1270643833276979
2025-07,75,0.0,1.1252614671993397
2025-03,152,0.0,1.1250722625757377
2025-07,81,0.0,1.1249638821403263
2025-02,34,5.0,1.123411525238148
2025-12,134,1.0,1.123285296695318
2025-12,28,2.0,1.1227183469799455
2025-06,134,13.0,1.1221007780798098
2025-05,123,0.0,1.121740301358157
2025-08,132,0.0,1.1191017487224721
2025-04,157,0.0,1.1187343080997543
2025-03,123,3.0,1.1175045680083597
2025-05,132,0.0,1.115651459771092
2025-12,122,0.0,1.11516181294336
2025-08,44,0.0,1.112848672120462
2025-08,80,0.0,1.1125931708992736
2025-03,142,2.0,1.1124768362788218
2025-12,148,0.0,1.1116501304663462
2025-07,142,0.0,1.1107871759638595
2025-05,150,2.0,1.1094795896591492
2025-05,188,0.0,1.107912480177074
2025-01,143,0.0,1.106777541357668
2025-09,126,0.0,1.10620992714798
2025-08,135,0.0,1.105541041545279
2025-07,40,0.0,1.1051435162844163
2025-12,135,0.0,1.104761894889971
2025-04,44,0.0,1.1045057674162095
2025-07,80,0.0,1.1036804897754957
2025-01,48,0.0,1.102906427751975
2025-04,90,0.0,1.102762550731552
2025-06,132,0.0,1.1022937495860536
2025-01,47,0.0,1.102160662649214
2025-04,81,0.0,1.1021063154204718
2025-09,81,1.0,1.1018897320791452
2025-08,304,0.0,1.1016346683824987
2025-07,66,0.0,1.10133655179824
2025-03,180,0.0,1.0977276584839055
2025-10,152,0.0,1.0973407941453808
2025-07,27,0.0,1.0972758129711584
2025-11,27,0.0,1.0960558402368843
2025-01,133,0.0,1.0954475811951243
2025-01,122,0.0,1.0943664528424728
2025-12,133,0.0,1.0932837346473807
2025-05,44,0.0,1.0908830663902653
2025-02,65,0.0,1.0908553022684804
2025-08,27,0.0,1.0907876532754102
2025-12,77,0.0,1.0900274302669737
2025-07,48,0.0,1.08923614854475
2025-07,45,0.0,1.0885609919477865
2025-08,184,0.0,1.0881714041812818
2025-02,7,0.0,1.0877705542773877
2025-03,132,0.0,1.0870689313113397
2025-10,122,0.0,1.086802571987352
2025-03,65,0.0,1.0867698579891114
2025-03,134,0.0,1.0848827147444666
2025-02,48,0.0,1.0840312362172346
2025-08,75,0.0,1.0819493802932247
2025-10,50,2.0,1.0798311676566703
2025-03,201,0.0,1.0795456760321327
2025-10,80,0.0,1.0789391859979434
2025-06,165,0.0,1.0787245557260359
2025-03,44,0.0,1.0779197029479903
2025-09,122,0.0,1.0777810956665552
2025-05,134,0.0,1.0777405550427042
2025-07,133,0.0,1.0776597019852858
2025-03,73,0.0,1.0761242653654455
2025-05,42,1.0,1.0735223481487692
2025-12,32,0.0,1.0731865841332102
2025-03,135,0.0,1.072916776395136
2025-07,46,0.0,1.0707257952908638
2025-10,46,0.0,1.0702727449139995
2025-05,40,0.0,1.0700686380277311
2025-11,77,0.0,1.0693533272980442
2025-05,80,0.0,1.0692283696775042
2025-06,316,1.0,1.06922646930097
2025-06,123,0.0,1.068816549576047
2025-12,80,0.0,1.0682369517592023
2025-01,7,0.0,1.0655797086192262
2025-11,32,0.0,1.065315499446385
2025-05,45,0.0,1.064739789756866
2025-02,73,0.0,1.0639056939706877
2025-06,139,0.0,1.0636253200761505
2025-11,72,0.0,1.0627366410616366
2025-05,322,0.0,1.0626575537434735
2025-11,69,1.0,1.0625833111976812
2025-01,73,2.0,1.0622212884653959
2025-12,40,0.0,1.061972368316018
2025-06,39,0.0,1.061779535583007
2025-11,28,1.0,1.0612891836346856
2025-07,122,0.0,1.0611966914891107
2025-03,122,0.0,1.0601522233580223
2025-11,51,0.0,1.0593137875573402
2025-02,47,0.0,1.0587562183626194
2025-07,47,1.0,1.058593397029714
2025-11,117,0.0,1.0582616859708103
2025-11,78,0.0,1.0572663908521656
2025-10,39,0.0,1.0561454996868627
2025-03,28,0.0,1.0561043813850006
2025-02,80,0.0,1.0553417895094659
2025-11,81,1.0,1.055203531185232
2025-09,144,0.0,1.0547329663004077
2025-10,123,2.0,1.051031803397683
2025-03,48,0.0,1.0506227526604004
2025-06,40,1.0,1.0499844319367986
2025-12,123,0.0,1.0492736623114822
2025-10,40,1.0,1.04922666675677
2025-09,46,0.0,1.0489916830716308
2025-02,318,0.0,1.0480314810169042
2025-11,133,0.0,1.0467532602909118
2025-08,46,0.0,1.0448927285199248
2025-07,39,0.0,1.0439924566164878
2025-10,182,0.0,1.043504149246798
2025-03,320,0.0,1.0419550116426803
2025-11,70,1.0,1.039647289129755
2025-06,66,0.0,1.0394835524659554
2025-04,75,1.0,1.0389348200207185
2025-11,300,0.0,1.03871942119524
2025-11,40,0.0,1.0378937591537425
2025-10,78,4.0,1.0378573256308774
2025-09,78,0.0,1.0378385179295144
2025-08,122,0.0,1.037223791593607
2025-12,44,0.0,1.0369384423588028
2025-07,79,1.0,1.036753288667291
2025-10,300,5.0,1.036640079567562
2025-04,28,0.0,1.035822140266939
2025-05,28,0.0,1.0356397085452154
2025-09,135,0.0,1.0354204441495198
2025-02,248,0.0,1.0346880246694732
2025-02,153,0.0,1.0340439163067596
2025-12,46,0.0,1.0335223524615074
2025-05,37,0.0,1.032360956775193
2025-05,48,0.0,1.0323282613104459
2025-12,151,0.0,1.0319210201602174
2025-06,45,0.0,1.0310808254714001
2025-04,327,0.0,1.0293487727381179
2025-08,137,0.0,1.0278035641681011
2025-03,80,0.0,1.025975917127917
2025-01,153,0.0,1.025047414110384
2025-07,28,0.0,1.0248114850943677
2025-12,79,0.0,1.0239675472486784
2025-01,37,0.0,1.0239213836656866
2025-12,78,0.0,1.023822563238535
2025-03,40,0.0,1.023077048049921
2025-12,48,0.0,1.0213806801468261
2025-04,149,15.0,1.0200824831391062
2025-09,40,2.0,1.0170357554340492
2025-03,45,0.0,1.0168062189383889
2025-03,47,0.0,1.016355544486218
2025-12,316,2.0,1.0161693969999106
2025-11,202,1.0,1.0151367393193913
2025-02,201,5.0,1.0141074125436518
2025-06,48,0.0,1.0133405150434371
2025-06,322,0.0,1.010888753262624
2025-06,80,0.0,1.009525999384778
2025-10,47,0.0,1.0090660075538374
2025-11,142,0.0,1.0083367595612875
2025-11,46,3.0,1.0080374585058614
2025-04,137,1.0,1.0074238464718157
2025-02,28,0.0,1.0066007014583238
2025-06,46,0.0,1.0052438990520218
2025-03,203,0.0,1.0034119433992108
2025-04,302,0.0,1.0033828717962
2025-01,32,0.0,1.0026273792266094
2025-10,79,0.0,1.0024701977915833
2025-09,39,0.0,1.00194967616876
2025-09,47,0.0,1.0018955155685771
2025-11,126,2.0,1.0013845299177866
2025-07,32,0.0,1.0006598833318463
2025-10,142,0.0,1.000446788155882
2025-12,300,0.0,1.0002053042602541
2025-11,132,0.0,0.9998086790196197
2025-08,142,1.0,0.9996110136031227
2025-02,39,0.0,0.9984799992647667
2025-11,80,0.0,0.9981537715677103
2025-02,143,0.0,0.9976202979964939
2025-01,193,0.0,0.9951358552154693
2025-10,327,0.0,0.9950011912537691
2025-09,80,0.0,0.9937093837985104
2025-07,137,0.0,0.9930060964479014
2025-04,65,3.0,0.9930027943941213
2025-02,40,1.0,0.9912518346272655
2025-04,47,1.0,0.9884952527209583
2025-11,137,0.0,0.9877198483961007
2025-09,32,0.0,0.9872320445438042
2025-09,145,0.0,0.9871619137508061
2025-02,136,0.0,0.9860975273367785
2025-03,202,0.0,0.9855298207072374
2025-01,80,1.0,0.9853832658048653
2025-06,169,0.0,0.9853013833075474
2025-05,137,0.0,0.9843528597178784
2025-12,149,0.0,0.983756775806103
2025-01,79,0.0,0.9833229167030058
2025-09,322,6.0,0.9832961408906151
2025-04,45,1.0,0.9823313921314366
2025-08,47,0.0,0.982119152430369
2025-08,123,0.0,0.9820712602833754
2025-06,186,1.0,0.9817072641642857
2025-06,90,1.0,0.9813002982428308
2025-05,90,0.0,0.9811971108633923
2025-08,39,0.0,0.9804221705947704
2025-08,324,0.0,0.9793534740360381
2025-04,73,1.0,0.9791737560725572
2025-02,37,0.0,0.9790151711614969
2025-10,133,0.0,0.9782331442123805
2025-04,37,3.0,0.9781984624832546
2025-05,47,0.0,0.9776925886209846
2025-08,32,0.0,0.9766361152562947
2025-11,144,2.0,0.9764013917601093
2025-05,327,0.0,0.9754522689093997
2025-11,122,0.0,0.9751845204419922
2025-12,137,0.0,0.9748414695959733
2025-05,142,1.0,0.973354787681443
2025-11,304,0.0,0.9729384674355174
2025-11,149,0.0,0.9719905867915863
2025-06,47,0.0,0.9715096975614874
2025-02,45,0.0,0.9713839646102368
2025-11,39,0.0,0.9712317683466118
2025-01,45,1.0,0.9710618245350391
2025-08,201,0.0,0.9710478992242976
2025-04,40,0.0,0.9705410709542795
2025-09,198,0.0,0.9698511630060372
2025-10,147,0.0,0.9687816913072751
2025-10,137,0.0,0.9681485005834266
2025-05,182,0.0,0.9627919913704058
2025-08,45,0.0,0.9627838987637659
2025-04,136,0.0,0.9627804680561591
2025-06,49,0.0,0.9624575649425371
2025-04,154,1.0,0.9624161185346335
2025-12,152,0.0,0.9623481682909575
2025-12,139,0.0,0.9616820178910701
2025-07,149,0.0,0.9613661707098632
2025-11,49,0.0,0.9613640506818427
2025-02,79,0.0,0.9612913353243786
2025-03,136,0.0,0.9607947233698342
2025-03,149,1.0,0.9599670690172721
2025-08,28,0.0,0.9594867082530683
2025-09,142,0.0,0.95910595862007
2025-03,302,2.0,0.9588371129541301
2025-07,123,0.0,0.9586234995501732
2025-08,152,13.0,0.958139176625397
2025-12,326,0.0,0.9578185529777831
2025-10,149,0.0,0.9564604223140121
2025-07,143,0.0,0.9562755852934355
2025-10,144,2.0,0.9561060853545398
2025-08,79,0.0,0.9557229574493253
2025-06,137,0.0,0.954735549546868
2025-09,137,0.0,0.9540590802875033
2025-09,79,0.0,0.9538995602334204
2025-08,153,0.0,0.9516021205659062
2025-04,163,0.0,0.9508420677383159
2025-08,194,0.0,0.9503964756138698
2025-07,139,0.0,0.9497852572450011
2025-08,69,1.0,0.9490079978673439
2025-09,175,0.0,0.9483714019250865
2025-09,147,0.0,0.9478093684018534
2025-04,7,0.0,0.9459381393032835
2025-09,45,0.0,0.945885636974111
2025-07,152,0.0,0.9451755225539096
2025-05,39,0.0,0.944156602373397
2025-04,49,0.0,0.9441184734617272
2025-01,182,0.0,0.9432998734016893
2025-03,143,0.0,0.9430822070493522
2025-02,182,0.0,0.9427837507837579
2025-06,122,2.0,0.9394200427332987
2025-03,75,2.0,0.9374896401599693
2025-11,157,0.0,0.9373190617764604
2025-05,153,0.0,0.9370559601210801
2025-03,78,0.0,0.9357435479021551
2025-12,327,0.0,0.9335499085202088
2025-11,139,0.0,0.9329492639237791
2025-09,161,0.0,0.9326713491092978
2025-05,49,0.0,0.9325835513660742
2025-06,152,0.0,0.9322761508200708
2025-06,37,3.0,0.9320172481879339
2025-08,140,0.0,0.9312877531018374
2025-04,165,3.0,0.9307651742810945
2025-12,49,0.0,0.9284356867285717
2025-03,46,0.0,0.9275111945045335
2025-07,140,0.0,0.9273042232067946
2025-01,40,2.0,0.9268281849394008
2025-09,306,0.0,0.926256553061654
2025-12,144,0.0,0.924892205292491
2025-03,37,0.0,0.9232419530449714
2025-02,304,0.0,0.9223075700944467
2025-03,153,0.0,0.9216643037899164
2025-11,136,1.0,0.9213050596148687
2025-11,175,6.0,0.9207202935808751
2025-09,133,0.0,0.920184948768391
2025-08,300,0.0,0.9186200624509773
2025-02,46,1.0,0.9163715690081717
2025-04,142,0.0,0.9152126631375179
2025-09,153,0.0,0.9128695165438956
2025-05,143,0.0,0.9123669122923004
2025-05,122,0.0,0.9120231680067665
2025-10,49,0.0,0.9114980348265054
2025-05,300,0.0,0.9111375051698387
2025-11,141,0.0,0.9105326096625995
2025-11,182,0.0,0.9101436393818301
2025-05,79,1.0,0.9098870330567114
2025-10,190,0.0,0.9095023296737775
2025-11,143,0.0,0.909413524252832
2025-12,175,0.0,0.909264055057234
2025-04,153,0.0,0.9092244985756284
2025-11,327,0.0,0.908106230232685
2025-03,246,0.0,0.9080838097136237
2025-04,143,0.0,0.9073249104599285
2025-09,28,0.0,0.9073004961212375
2025-05,320,1.0,0.907052026767943
2025-06,79,0.0,0.9067587209052296
2025-04,144,0.0,0.9066419178487058
2025-08,139,0.0,0.9066211016470751
2025-12,147,0.0,0.9061114536000073
2025-02,10,0.0,0.9055145355261485
2025-09,304,0.0,0.9055102729124197
2025-04,46,0.0,0.9046684701225199
2025-12,170,0.0,0.9046535060390659
2025-08,182,0.0,0.9028991916919311
2025-10,146,0.0,0.9019142948410086
2025-06,140,0.0,0.9013530859585837
2025-08,320,0.0,0.9004563055199363
2025-08,323,5.0,0.8997695773055233
2025-11,79,0.0,0.8972371086334625
2025-09,27,0.0,0.8972258056959628
2025-11,184,0.0,0.8960838774888904
2025-01,137,0.0,0.8960785403204784
2025-05,140,0.0,0.8954998500405142
2025-11,189,0.0,0.8954475295054439
2025-02,149,2.0,0.8949741021580239
2025-09,320,0.0,0.8949505744805726
2025-10,157,0.0,0.8946383311140218
2025-01,136,4.0,0.8935235535302016
2025-07,319,0.0,0.8932419448078351
2025-03,39,0.0,0.8930617496362416
2025-03,329,0.0,0.8918200943136696
2025-03,182,0.0,0.8914989997171439
2025-09,143,1.0,0.8911457251931155
2025-09,49,0.0,0.8890880047550874
2025-10,32,2.0,0.888715021426324
2025-12,142,13.0,0.8883832222979167
2025-02,140,0.0,0.888292702934253
2025-09,176,0.0,0.8881930959048426
2025-08,186,5.0,0.8880072023567677
2025-06,136,0.0,0.8878151397210031
2025-04,39,0.0,0.8875294089023156
2025-05,136,0.0,0.8870698511608919
2025-01,140,0.0,0.8857870299598646
2025-03,165,0.0,0.8851157678806897
2025-01,10,0.0,0.8846189868079065
2025-11,147,0.0,0.8843860599824812
2025-10,202,1.0,0.881035866922425
2025-06,141,0.0,0.8806567170033877
2025-08,202,0.0,0.8795581639882366
2025-07,141,0.0,0.8784977080153777
2025-08,149,0.0,0.8777407290562509
2025-06,144,0.0,0.877492039814497
2025-05,302,0.0,0.8762837076489037
2025-03,297,1.0,0.8762121556591524
2025-10,145,0.0,0.8755338953463669
2025-10,158,0.0,0.8753712302606275
2025-05,144,0.0,0.8752192140025233
2025-03,248,0.0,0.8749217006947204
2025-07,144,0.0,0.8745250400838722
2025-05,81,0.0,0.8739897400891402
2025-08,255,0.0,0.872944358765583
2025-07,49,0.0,0.8723735366875295
2025-12,184,1.0,0.871401904202616
2025-03,144,0.0,0.8711689330920664
2025-07,300,0.0,0.8706318279988878
2025-01,46,0.0,0.8698165575493034
2025-04,300,0.0,0.8695649973454312
2025-09,248,0.0,0.8689481501225736
2025-03,299,0.0,0.8687760288548506
2025-06,329,0.0,0.8678426978664264
2025-08,294,0.0,0.8677836297325675
2025-10,170,0.0,0.8661801505333648
2025-10,139,0.0,0.8655019116471669
2025-11,140,0.0,0.8646410175018207
2025-08,180,0.0,0.8643762533762761
2025-08,191,0.0,0.8641753722857263
2025-01,8,0.0,0.8640259516484283
2025-09,139,0.0,0.86396821996903
2025-04,320,1.0,0.863065820522704
2025-11,329,0.0,0.8623789911755427
2025-05,46,0.0,0.86127375935747
2025-05,141,1.0,0.8602266528034355
2025-08,141,0.0,0.8597271437414875
2025-05,329,0.0,0.8582544390712649
2025-01,149,0.0,0.8576924627585777
2025-10,48,0.0,0.8557689794786358
2025-07,136,0.0,0.8555960046142586
2025-02,137,4.0,0.8553131002292963
2025-10,320,2.0,0.8542776049398035
2025-04,329,0.0,0.8537108194276845
2025-09,202,0.0,0.8529956814247274
2025-12,304,5.0,0.8528450561247108
2025-10,140,0.0,0.8507421602736573
2025-04,169,0.0,0.8484509810384508
2025-11,167,0.0,0.8483617446364949
2025-04,32,0.0,0.848210828471097
2025-07,320,1.0,0.8469270753296364
2025-12,143,0.0,0.8455211669729388
2025-04,180,0.0,0.8449300036514965
2025-11,320,2.0,0.8445252466970065
2025-04,291,0.0,0.8444255508948157
2025-09,140,0.0,0.844380356763807
2025-08,146,0.0,0.8443743963648435
2025-05,203,0.0,0.8441666289381727
2025-01,9,0.0,0.8433247518209055
2025-10,323,0.0,0.8431224538081917
2025-11,145,0.0,0.8426016146060157
2025-11,301,1.0,0.8419931243311188
2025-12,136,0.0,0.841758094712858
2025-03,10,0.0,0.8412493057881829
2025-02,144,0.0,0.8406373138112508
2025-11,248,1.0,0.8405305813307129
2025-10,136,0.0,0.8403507508944764
2025-06,28,2.0,0.8399647636740497
2025-02,192,0.0,0.8399138711841415
2025-08,329,0.0,0.8398718625861892
2025-04,319,1.0,0.8390416691015978
2025-02,193,0.0,0.8388156463790388
2025-12,146,0.0,0.8371325710824865
2025-06,248,0.0,0.8368510626646816
2025-10,151,0.0,0.8360282403965559
2025-08,143,0.0,0.834788047128831
2025-01,141,0.0,0.8320570344904087
2025-05,179,0.0,0.8314284458039805
2025-01,201,0.0,0.8305424175261993
2025-07,218,0.0,0.8292378769591744
2025-02,32,0.0,0.8286144030048511
2025-11,188,0.0,0.827510873674102
2025-06,180,0.0,0.8268233597350989
2025-06,319,2.0,0.8267787591542867
2025-01,299,0.0,0.8264229922868158
2025-02,152,0.0,0.8257447256508188
2025-06,153,2.0,0.8254307756786343
2025-09,149,1.0,0.824086249210537
2025-04,171,0.0,0.8232246501067066
2025-06,320,0.0,0.8231450201308442
2025-12,320,0.0,0.8220355629092869
2025-02,299,0.0,0.8218291724225173
2025-12,171,0.0,0.8207281180320488
2025-10,141,0.0,0.820605831004774
2025-01,142,0.0,0.8184496898817568
2025-06,157,0.0,0.8162203491026169
2025-04,140,0.0,0.8156452284558307
2025-11,146,0.0,0.8154023574825615
2025-10,45,0.0,0.8146652021064061
2025-11,388,0.0,0.8137339769568183
2025-02,146,0.0,0.8134469480333657
2025-10,143,0.0,0.8131706431424435
2025-06,143,0.0,0.8130335393040379
2025-09,170,1.0,0.8119797121451273
2025-05,255,0.0,0.8115802076958828
2025-11,7,0.0,0.8115015637037095
2025-02,141,0.0,0.8108069372264112
2025-12,141,1.0,0.8101784033221641
2025-08,319,0.0,0.8099552939480558
2025-09,141,0.0,0.8094000773901812
2025-05,222,0.0,0.8087585714031704
2025-12,298,4.0,0.8074531963089244
2025-10,7,0.0,0.8072821596608888
2025-12,301,3.0,0.8071587677457849
2025-01,188,0.0,0.8070063126563238
2025-02,145,0.0,0.806722632100759
2025-10,163,0.0,0.8066708442437744
2025-09,329,0.0,0.8064753720206386
2025-07,248,1.0,0.8051578414694314
2025-12,140,0.0,0.8043922071395768
2025-05,157,0.0,0.8043061753664579
2025-08,188,0.0,0.8039359638201524
2025-08,48,0.0,0.8038974175412538
2025-11,323,0.0,0.8034076756319098
2025-10,193,0.0,0.8033243178475954
2025-08,136,0.0,0.8026118152994063
2025-03,7,0.0,0.8018402652823211
2025-01,146,0.0,0.8013523393004468
2025-06,81,13.0,0.799760728304119
2025-11,294,0.0,0.7993440502487139
2025-08,144,13.0,0.7984916828228493
2025-12,246,0.0,0.7982533522306058
2025-06,202,0.0,0.7961722073767635
2025-03,267,0.0,0.7958317400277157
2025-02,184,0.0,0.7950789628260747
2025-02,9,0.0,0.7950611130875509
2025-03,319,0.0,0.7949572452138627
2025-08,248,13.0,0.7929617063609443
2025-03,146,0.0,0.7924793820603848
2025-10,304,0.0,0.7909771724496021
2025-04,146,0.0,0.7887545186966226
2025-04,79,0.0,0.7874054848770755
