PERIODO,KM,severidade,risco_previsto
2025-10,437,0.0,0.3138116548039261
2025-10,224,1.0,0.3137804243518108
2025-11,250,0.0,0.31351131876340627
2025-12,379,0.0,0.31337411459584186
2025-08,270,0.0,0.3133515706287871
2025-01,379,0.0,0.313183277876062
2025-08,276,0.0,0.31289034959101053
2025-08,282,0.0,0.31289034959101053
2025-11,421,0.0,0.31282579436810676
2025-02,262,0.0,0.3127489059804242
2025-07,446,1.0,0.3126902950593167
2025-03,382,0.0,0.31249745845818316
2025-08,244,0.0,0.3123786585719336
2025-02,244,0.0,0.3122264543796041
2025-11,293,0.0,0.312181160934744
2025-10,361,0.0,0.31216356483014307
2025-11,380,0.0,0.3117594952511259
2025-07,355,2.0,0.3117455711390827
2025-10,250,0.0,0.3115665937270337
2025-10,205,5.0,0.31153919026966526
2025-11,352,0.0,0.31144677722207365
2025-01,331,0.0,0.3112680491916573
2025-08,438,0.0,0.3112411032522766
2025-07,410,0.0,0.3111660421059903
2025-07,239,0.0,0.31110233761078177
2025-02,257,0.0,0.3108891468410288
2025-10,417,0.0,0.3108337025940003
2025-12,377,0.0,0.3104424451086658
2025-04,443,0.0,0.31043298800959734
2025-01,244,0.0,0.3103954585694323
2025-09,365,0.0,0.3102316229394562
2025-10,340,0.0,0.31012165807015585
2025-08,442,2.0,0.31004596666678474
2025-04,266,0.0,0.3100425949715491
2025-11,432,0.0,0.30987784159504356
2025-11,244,0.0,0.3096548714726835
2025-03,223,0.0,0.3096199025744296
2025-09,394,1.0,0.30927960956910155
2025-01,380,0.0,0.3092279940209768
2025-05,417,0.0,0.30921688688288834
2025-12,432,0.0,0.3091686584106301
2025-11,401,0.0,0.309153017817264
2025-06,436,0.0,0.3090411776069722
2025-12,270,0.0,0.30896450557707156
2025-02,261,0.0,0.3088594061771415
2025-03,353,0.0,0.30874276415380164
2025-09,244,0.0,0.3086380051905032
2025-10,406,0.0,0.30863313887855254
2025-06,273,0.0,0.30862082431623034
2025-09,239,0.0,0.3085556258208785
2025-05,424,0.0,0.3083023353598477
2025-11,379,0.0,0.3082967245785874
2025-07,394,1.0,0.3081911449706322
2025-03,269,0.0,0.30815182709849687
2025-07,295,3.0,0.30802115162379917
2025-07,233,0.0,0.30796313108204043
2025-03,441,0.0,0.3075670850425461
2025-05,436,0.0,0.3075063627063238
2025-12,383,0.0,0.30739178508343895
2025-08,261,0.0,0.3073692716287599
2025-04,257,4.0,0.30724427713766056
2025-10,418,0.0,0.3071620510626
2025-07,289,0.0,0.30703027212923717
2025-05,282,0.0,0.30698700087171277
2025-01,270,0.0,0.3069508225483043
2025-03,408,0.0,0.3069084145843219
2025-07,405,0.0,0.30689184067521375
2025-12,259,0.0,0.30667308681090427
2025-12,365,0.0,0.30654676935453257
2025-12,352,0.0,0.3064963988469913
2025-02,276,0.0,0.30639582150066735
2025-02,270,0.0,0.306299789107282
2025-07,284,0.0,0.30625990055053626
2025-10,293,0.0,0.3060572635237031
2025-01,360,0.0,0.30587868259740403
2025-07,261,0.0,0.305851105653505
2025-09,437,0.0,0.30576543781478693
2025-10,360,0.0,0.30566862233832076
2025-12,276,0.0,0.30561909312001784
2025-10,237,0.0,0.30547013992069816
2025-06,276,0.0,0.30529373728610526
2025-01,434,0.0,0.30520991288561317
2025-12,225,0.0,0.3051609657570821
2025-12,341,0.0,0.3051028376899063
2025-09,399,0.0,0.30509245098801724
2025-07,379,0.0,0.30507812255544214
2025-08,421,0.0,0.3050342340085885
2025-06,283,0.0,0.30500806209375714
2025-12,368,0.0,0.3048145455119103
2025-10,239,0.0,0.3047943528434039
2025-03,259,0.0,0.304667526540719
2025-01,389,0.0,0.3046155889090523
2025-07,360,0.0,0.30457747009960806
2025-10,276,0.0,0.30444362667311375
2025-02,434,0.0,0.30423472032889803
2025-01,450,0.0,0.30422357174735654
2025-03,276,0.0,0.30414131594537647
2025-08,289,0.0,0.304104645078072
2025-10,399,0.0,0.3040121410798669
2025-01,381,0.0,0.3039816185332645
2025-09,417,0.0,0.3038728655011252
2025-04,280,1.0,0.30380637004711897
2025-02,269,0.0,0.3037875302571752
2025-07,253,3.0,0.303612051289172
2025-02,271,0.0,0.30361055099085765
2025-11,383,0.0,0.30340381229100166
2025-01,347,0.0,0.30326598024388157
2025-08,385,0.0,0.3031804252754499
2025-09,410,0.0,0.30311282594213146
2025-07,353,0.0,0.3026098500123195
2025-01,373,0.0,0.3025742653881685
2025-08,356,0.0,0.302454152236872
2025-03,334,0.0,0.30244745905999215
2025-07,282,0.0,0.30236875412427844
2025-11,225,0.0,0.30233930496338973
2025-10,365,0.0,0.3022715196320021
2025-05,223,0.0,0.3021975328913348
2025-03,411,0.0,0.30195962355789663
2025-03,427,0.0,0.301943220223714
2025-04,338,0.0,0.3018090622913684
2025-06,282,0.0,0.3017897819288742
2025-12,380,0.0,0.3016254572233756
2025-09,233,0.0,0.3015772154685726
2025-10,420,0.0,0.3015261839060287
2025-04,438,0.0,0.3015210897452865
2025-03,356,0.0,0.30130732407886374
2025-07,244,0.0,0.30106996192670615
2025-01,271,0.0,0.30093193812271407
2025-01,368,1.0,0.30082056283069913
2025-08,434,0.0,0.30074108560773594
2025-11,420,0.0,0.3000369483341985
2025-07,266,0.0,0.30001857371509005
2025-07,436,0.0,0.2996962936259269
2025-03,339,0.0,0.299308433554805
2025-02,259,0.0,0.2988998259695101
2025-06,381,0.0,0.29852285917286325
2025-06,295,0.0,0.2984965476051549
2025-04,249,0.0,0.298438383095447
2025-03,410,0.0,0.29836804703456504
2025-09,334,0.0,0.29831892990433095
2025-02,274,0.0,0.2982029565279099
2025-08,275,0.0,0.298007260178812
2025-04,284,0.0,0.29794048306385973
2025-10,441,0.0,0.29760121776266335
2025-04,275,2.0,0.297580352789557
2025-06,249,0.0,0.2975485859698064
2025-10,228,0.0,0.2975424234013833
2025-02,243,0.0,0.29750937510810027
2025-07,420,1.0,0.29747567971350536
2025-04,378,0.0,0.2974422818622634
2025-04,360,0.0,0.29732797908770836
2025-11,292,0.0,0.2973072790534367
2025-05,244,0.0,0.2972951607358103
2025-03,348,0.0,0.29722169961300565
2025-01,348,0.0,0.29713391892300584
2025-02,341,0.0,0.2971279400291087
2025-01,343,0.0,0.297055825625867
2025-12,338,0.0,0.296466125423091
2025-07,417,0.0,0.29643450892825896
2025-07,340,0.0,0.2963588049464282
2025-04,394,0.0,0.29619688078314327
2025-11,295,0.0,0.2961896873858761
2025-01,436,1.0,0.29582528177611833
2025-11,338,0.0,0.2957576119744142
2025-04,265,0.0,0.295478193552596
2025-02,223,0.0,0.29516760265184194
2025-10,345,0.0,0.29470968143989057
2025-03,289,0.0,0.2946740905747592
2025-07,427,0.0,0.2946548524734414
2025-02,288,0.0,0.29426507847145994
2025-12,249,0.0,0.29370583915817594
2025-01,263,0.0,0.2936224170297924
2025-12,402,0.0,0.29361412978957485
2025-03,282,0.0,0.29349878988093603
2025-09,424,0.0,0.2934606283298881
2025-05,173,0.0,0.2933804671842821
2025-12,342,0.0,0.2933585142902972
2025-02,331,0.0,0.293304588457733
2025-07,249,0.0,0.29328142826233083
2025-01,269,0.0,0.29326844624106607
2025-12,173,0.0,0.2930709088673407
2025-11,261,0.0,0.2929169260895521
2025-08,346,0.0,0.29287321568844843
2025-04,348,0.0,0.29268981080677725
2025-07,264,1.0,0.2926191846511889
2025-11,427,0.0,0.2925167483470386
2025-02,410,0.0,0.29243007718305014
2025-07,385,0.0,0.2923654402226672
2025-06,391,0.0,0.2921007348629908
2025-06,393,0.0,0.2921007348629908
2025-03,273,0.0,0.2915998839268004
2025-03,390,0.0,0.2915593539555463
2025-08,440,0.0,0.29097037363701694
2025-12,394,13.0,0.2909686796774123
2025-08,389,0.0,0.2907048097386753
2025-06,173,0.0,0.2906284055315397
2025-03,436,0.0,0.29053306500764736
2025-08,411,0.0,0.29045003354699495
2025-02,408,0.0,0.2903868378286797
2025-09,438,0.0,0.29036471644368067
2025-09,228,0.0,0.29020225946636924
2025-07,273,2.0,0.2901590499009239
2025-07,438,0.0,0.29008803589452214
2025-03,288,0.0,0.29002219112726146
2025-10,396,0.0,0.29000111813227336
2025-09,413,0.0,0.28992071961007626
2025-06,435,0.0,0.2899159110797926
2025-03,444,0.0,0.2898653180209862
2025-02,340,0.0,0.28985732021791083
2025-07,275,0.0,0.2898009868013433
2025-10,415,0.0,0.2897412370960787
2025-11,276,0.0,0.28973223013629906
2025-02,273,0.0,0.2896478370862504
2025-12,271,0.0,0.28962999861316885
2025-08,173,1.0,0.289418755324395
2025-09,356,0.0,0.28939158164347945
2025-10,424,0.0,0.28921545000701654
2025-07,434,0.0,0.2889799634806724
2025-09,440,0.0,0.28895416271138336
2025-01,411,0.0,0.2887493528436841
2025-03,233,0.0,0.28872770690760996
2025-07,424,2.0,0.28872750180478535
2025-12,381,0.0,0.28811546985900327
2025-05,296,0.0,0.2880895539629636
2025-08,408,0.0,0.28803716881752817
2025-04,244,0.0,0.28789511284299485
2025-03,417,0.0,0.28786132119986124
2025-08,382,0.0,0.28780237221443655
2025-02,382,0.0,0.2876222507908602
2025-07,276,0.0,0.28762189997007015
2025-05,269,0.0,0.28697832965747233
2025-04,259,0.0,0.2868326012340564
2025-01,272,0.0,0.28674929620572287
2025-03,349,0.0,0.28672944024736946
2025-05,331,0.0,0.2866945305323503
2025-07,390,0.0,0.28669050239584565
2025-08,349,0.0,0.28650510217220404
2025-12,390,1.0,0.2864858162414741
2025-01,253,0.0,0.28618865465734183
2025-05,252,0.0,0.2861805577611707
2025-08,254,0.0,0.2861237183115504
2025-05,361,0.0,0.2860759693121253
2025-11,396,14.0,0.2858409321890129
2025-04,368,0.0,0.28577343422046825
2025-04,272,0.0,0.28571017077210004
2025-06,339,2.0,0.2856936867654872
2025-10,296,0.0,0.28560322150040846
2025-01,420,0.0,0.2854393008726538
2025-01,349,0.0,0.28542214312633535
2025-08,375,0.0,0.28538521611908824
2025-08,416,0.0,0.28536472994377055
2025-11,417,0.0,0.28535176375459587
2025-12,330,0.0,0.28510871106876695
2025-04,251,0.0,0.2850069547447795
2025-07,254,0.0,0.28489792271423353
2025-09,264,0.0,0.2847216313788196
2025-02,272,5.0,0.2846380189311267
2025-09,275,0.0,0.2844862883235606
2025-10,426,0.0,0.28445227686660024
2025-03,332,0.0,0.2844008822361571
2025-12,401,0.0,0.28414892573438216
2025-02,419,0.0,0.284052584339325
2025-01,447,0.0,0.2839834010906213
2025-09,296,0.0,0.28378329148291137
2025-03,424,0.0,0.2836229782812872
2025-12,251,0.0,0.283608038006005
2025-11,341,0.0,0.28347005638067785
2025-10,264,0.0,0.28336587451489803
2025-05,340,0.0,0.2832562148959394
2025-12,382,0.0,0.2832477147372546
2025-08,435,0.0,0.2832075217783879
2025-09,346,0.0,0.28313128229345824
2025-07,346,0.0,0.2830419821569969
2025-01,280,5.0,0.28282289683276596
2025-09,375,0.0,0.28276298828298674
2025-10,398,0.0,0.2827609809914049
2025-06,341,0.0,0.2827333385524939
2025-03,352,0.0,0.2826994313129425
2025-04,269,0.0,0.28268778213235235
2025-03,346,0.0,0.2826228106118489
2025-06,438,0.0,0.28232227221400014
2025-10,390,0.0,0.28217242863948205
2025-09,254,0.0,0.28208094874673406
2025-09,269,0.0,0.2818251631136641
2025-05,443,0.0,0.28173856452109985
2025-02,356,0.0,0.28143488305995396
2025-01,223,0.0,0.2814250430949872
2025-12,413,0.0,0.2812613077613033
2025-12,284,0.0,0.28118881051076416
2025-12,282,0.0,0.28118881051076416
2025-11,413,0.0,0.28118768101457314
2025-09,378,0.0,0.2811467679405435
2025-11,436,0.0,0.2807794986727489
2025-06,346,0.0,0.2807649364392354
2025-12,436,1.0,0.2807401541265119
2025-07,386,0.0,0.28066360878970686
2025-03,239,0.0,0.2805099436312602
2025-09,421,0.0,0.280377751347978
2025-12,398,0.0,0.2801318565548966
2025-02,278,0.0,0.28004913693418587
2025-04,349,0.0,0.2799330761942741
2025-07,173,0.0,0.2797816721491263
2025-02,264,0.0,0.2797538956098119
2025-08,339,0.0,0.27972562810341
2025-12,331,0.0,0.2793142774862313
2025-07,389,0.0,0.2791895296053054
2025-04,346,0.0,0.2791842412396869
2025-12,336,0.0,0.27916114210230936
2025-05,339,0.0,0.2791179381158085
2025-06,431,0.0,0.27907396726172357
2025-12,417,0.0,0.27902371501492806
2025-12,410,0.0,0.27902371501492806
2025-02,352,0.0,0.27897636940676923
2025-10,444,0.0,0.27893850693137895
2025-10,275,1.0,0.27886646499876877
2025-03,389,0.0,0.27866300857343573
2025-09,436,0.0,0.27863712264862106
2025-04,380,0.0,0.27852230509697695
2025-06,382,0.0,0.27841847042010703
2025-10,427,0.0,0.27822100966880425
2025-03,333,0.0,0.27819594881303744
2025-03,413,0.0,0.2779287219109569
2025-09,349,0.0,0.27769190648853226
2025-05,264,0.0,0.27754724255490176
2025-06,252,0.0,0.2773083878833228
2025-05,305,0.0,0.2771937285356952
2025-08,378,0.0,0.2771674724628761
2025-08,401,0.0,0.27707222336713205
2025-08,398,0.0,0.27707222336713205
2025-02,253,0.0,0.2766752089767872
2025-01,251,0.0,0.27663837837096666
2025-09,259,0.0,0.2762839612741642
2025-12,283,0.0,0.2762439759722617
2025-01,361,0.0,0.2761981736180955
2025-06,331,0.0,0.2761749993192417
2025-09,401,0.0,0.276107085504322
2025-12,264,0.0,0.27601621839947676
2025-08,441,1.0,0.27592539965465934
2025-10,356,0.0,0.2759114778514432
2025-04,390,0.0,0.2758904489903089
2025-12,441,0.0,0.27572590123240537
2025-10,348,0.0,0.275669278724158
2025-09,252,0.0,0.2756025615375225
2025-08,436,0.0,0.27554465139394485
2025-03,420,0.0,0.27545458118375643
2025-07,382,0.0,0.2754191038332588
2025-08,335,0.0,0.2754107520412272
2025-06,386,0.0,0.2753924163966806
2025-04,382,0.0,0.2753666001179399
2025-06,390,0.0,0.2753547938737871
2025-06,443,0.0,0.2752471545650159
2025-04,356,0.0,0.2751990834682932
2025-06,271,0.0,0.2750629582254697
2025-05,271,0.0,0.27494072244884327
2025-10,259,0.0,0.2749282044102427
2025-05,341,0.0,0.27485292488126156
2025-07,381,0.0,0.27464335023681097
2025-09,282,0.0,0.2745086103711142
2025-12,385,0.0,0.27439052897616745
2025-05,346,0.0,0.2742442089105678
2025-11,271,0.0,0.27418394009403974
2025-02,251,0.0,0.2741818180216327
2025-06,305,0.0,0.27417549380961503
2025-04,450,0.0,0.2740733715914645
2025-07,402,0.0,0.2740451178714033
2025-06,408,0.0,0.27403529273187177
2025-05,435,0.0,0.27403073325334776
2025-05,348,0.0,0.2738730937632461
2025-02,348,0.0,0.2738415954228271
2025-07,435,0.0,0.2737611295104681
2025-03,400,0.0,0.2736619660703132
2025-05,260,0.0,0.2734843598405758
2025-09,288,0.0,0.27338374911466845
2025-10,438,0.0,0.27331077874158916
2025-11,288,0.0,0.2730260685461073
2025-04,432,0.0,0.2729232952425046
2025-09,411,0.0,0.2728647289596119
2025-01,408,0.0,0.27283379163483684
2025-12,421,0.0,0.27277262877311
2025-05,441,0.0,0.2726218955191625
2025-09,435,0.0,0.272353795437517
2025-11,252,0.0,0.27232815017356865
2025-10,440,0.0,0.27219063297475743
2025-10,288,0.0,0.2720498413585711
2025-12,293,0.0,0.27202221814405897
2025-12,288,0.0,0.27202221814405897
2025-02,263,0.0,0.27202168586518277
2025-09,260,0.0,0.2719722291409323
2025-11,296,0.0,0.2719084768785467
2025-07,375,0.0,0.2717059143272444
2025-07,408,0.0,0.2716296088149046
2025-07,252,0.0,0.2716263086471145
2025-03,290,0.0,0.27149325417483444
2025-12,438,2.0,0.27148196669960073
2025-10,252,0.0,0.271455604098332
2025-02,289,0.0,0.2713644759061387
2025-01,258,0.0,0.2711324418949695
2025-12,450,0.0,0.2709175623881901
2025-04,389,0.0,0.2709063908052097
2025-07,401,0.0,0.27058218432220166
2025-04,243,0.0,0.27057081944016104
2025-04,223,0.0,0.27041813788855
2025-10,375,0.0,0.27020327894097157
2025-04,410,0.0,0.2700031165501611
2025-07,378,0.0,0.2699148236118343
2025-04,274,2.0,0.26961223792802597
2025-03,440,0.0,0.26958345988054666
2025-06,260,0.0,0.2695644976853707
2025-11,381,0.0,0.2695022919347208
2025-02,282,0.0,0.26948043741502903
2025-11,282,0.0,0.2693119065096697
2025-12,252,0.0,0.2692363440061647
2025-02,375,0.0,0.26863871158133557
2025-01,252,0.0,0.26849306713874027
2025-05,335,0.0,0.2684688945626384
2025-07,296,2.0,0.2684420466868051
2025-07,283,0.0,0.26832102460925183
2025-04,400,0.0,0.26819171073648346
2025-11,356,0.0,0.26807237910239995
2025-02,371,0.0,0.268038989155772
2025-11,264,0.0,0.2680046571483084
2025-05,386,0.0,0.26774542123805495
2025-06,389,0.0,0.26762488191802186
2025-03,450,0.0,0.26761407691745737
2025-10,446,0.0,0.26760006266778136
2025-12,289,3.0,0.2673707328011064
2025-12,378,0.0,0.26684646847182086
2025-05,438,0.0,0.26671003593626075
2025-06,338,0.0,0.26665174095580396
2025-10,349,5.0,0.2666080781401118
2025-10,260,0.0,0.2665529909785756
2025-03,341,0.0,0.2663344932578072
2025-07,411,0.0,0.26630943157032777
2025-10,378,0.0,0.2662454860219847
2025-11,415,0.0,0.2661948506770889
2025-12,344,0.0,0.26617253934645324
2025-06,395,0.0,0.26614483254367866
2025-01,339,0.0,0.26593425905390267
2025-12,404,0.0,0.2659185509299421
2025-11,360,0.0,0.2659154359556384
2025-11,385,0.0,0.26586776515499844
2025-02,344,0.0,0.2658629849639081
2025-10,372,0.0,0.26577514802351937
2025-06,422,0.0,0.26575867213856197
2025-06,296,0.0,0.26565529963381257
2025-04,252,0.0,0.26565033163240515
2025-06,411,0.0,0.2655689751349068
2025-05,334,0.0,0.2655592127577566
2025-05,333,0.0,0.2655592127577566
2025-07,223,0.0,0.26555841187385204
2025-01,346,0.0,0.2652086077412906
2025-12,449,0.0,0.26516906295016607
2025-06,450,0.0,0.2651154719929505
2025-08,390,0.0,0.2648628167541211
2025-08,386,0.0,0.26463850402081235
2025-03,264,0.0,0.2645406914739508
2025-01,362,0.0,0.26440465357587706
2025-08,450,0.0,0.2643636992407349
2025-06,223,0.0,0.2642571246670039
2025-07,440,0.0,0.264213417952203
2025-12,387,0.0,0.26418217060044796
2025-12,296,1.0,0.2641424370434621
2025-12,420,0.0,0.26414127340082205
2025-06,335,0.0,0.26406728258068424
2025-07,413,0.0,0.26374140495262277
2025-07,335,0.0,0.26371486473174766
2025-05,411,0.0,0.2633998342443846
2025-01,344,0.0,0.2630881664920997
2025-08,443,2.0,0.26298040561264274
2025-02,360,0.0,0.26281855867556586
2025-04,276,0.0,0.2627566563581001
2025-04,282,0.0,0.2627566563581001
2025-11,345,1.0,0.26271331706242185
2025-05,397,0.0,0.2627046459983242
2025-11,289,0.0,0.2626218870794395
2025-10,421,0.0,0.26234844324692613
2025-08,260,0.0,0.2623254119084572
2025-02,339,0.0,0.2621855600684791
2025-09,289,0.0,0.2619459188820258
2025-04,408,0.0,0.26190680461588345
2025-11,260,0.0,0.2618491188758993
2025-11,435,1.0,0.26180940725479296
2025-08,345,2.0,0.261745336707341
2025-07,439,0.0,0.2613789920792292
2025-08,338,0.0,0.26135192145429037
2025-08,341,0.0,0.26135192145429037
2025-07,260,0.0,0.26134609794037744
2025-02,346,0.0,0.2612325712195052
2025-06,334,0.0,0.26115760077580247
2025-06,333,0.0,0.26115760077580247
2025-08,344,0.0,0.26099521378721297
2025-09,339,0.0,0.26083281632325783
2025-01,365,0.0,0.2608015802445606
2025-04,264,0.0,0.2605213570557797
2025-01,279,0.0,0.26047631385595726
2025-10,401,0.0,0.26042662417856266
2025-03,365,0.0,0.26039855137552703
2025-04,436,0.0,0.26022673861561435
2025-10,411,0.0,0.260153984338509
2025-10,289,0.0,0.259648120429767
2025-03,260,0.0,0.25964027717551463
2025-11,410,0.0,0.25957714453781683
2025-04,417,1.0,0.2592149397684661
2025-08,419,0.0,0.25919806919602384
2025-04,427,0.0,0.25917603741063
2025-03,386,0.0,0.25913221170199346
2025-08,392,0.0,0.25908865987597446
2025-03,401,0.0,0.25876229270552425
2025-09,450,0.0,0.2587273610910299
2025-08,449,0.0,0.25863664778146117
2025-08,381,0.0,0.25853208861409227
2025-04,420,0.0,0.2585276242126785
2025-04,424,0.0,0.25850995352994754
2025-03,253,0.0,0.25847368145446564
2025-02,413,0.0,0.25838512080302356
2025-12,358,0.0,0.25815936165204006
2025-10,435,0.0,0.2580776224925199
2025-02,362,26.0,0.2580597819929062
2025-12,372,0.0,0.25764903086546903
2025-12,373,0.0,0.2575724156511248
2025-01,422,0.0,0.257152408001308
2025-01,378,0.0,0.257057395700407
2025-12,250,0.0,0.2565623522754856
2025-05,379,0.0,0.2564532339439208
2025-03,405,0.0,0.2563753110606061
2025-08,430,0.0,0.2561407071273874
2025-11,424,0.0,0.25577420728539085
2025-08,400,0.0,0.25551833708269084
2025-02,349,0.0,0.2554999099191117
2025-07,333,0.0,0.2554470109800725
2025-08,414,0.0,0.2550618371213241
2025-02,279,0.0,0.25504433494347134
2025-05,395,0.0,0.25492465882975585
2025-02,438,0.0,0.25489363012971344
2025-04,335,0.0,0.25477869382272667
2025-02,405,0.0,0.2547621011868474
2025-06,337,0.0,0.25463476769663523
2025-05,422,0.0,0.2544828648569189
2025-04,305,0.0,0.2543982404167363
2025-03,379,0.0,0.25437491420264224
2025-09,335,0.0,0.2543629537408163
2025-08,358,0.0,0.25430233468094454
2025-08,354,0.0,0.25430233468094454
2025-05,413,0.0,0.25429316785326367
2025-03,277,0.0,0.2542365320181191
2025-11,449,0.0,0.2541446031087567
2025-03,394,0.0,0.25406120389374043
2025-03,419,0.0,0.25351336190361234
2025-01,370,8.0,0.2534377821544524
2025-07,259,3.0,0.2532029881229309
2025-02,390,0.0,0.25303804806284275
2025-08,396,0.0,0.2530066372855583
2025-01,396,0.0,0.25233207000034347
2025-05,353,1.0,0.2523022950373836
2025-03,344,0.0,0.2520648567654316
2025-09,430,0.0,0.25196998997074316
2025-04,412,0.0,0.2518462500176489
2025-11,378,0.0,0.2518129480529749
2025-11,400,2.0,0.2517357720286169
2025-05,277,0.0,0.251694996985522
2025-02,365,0.0,0.25120726518587105
2025-08,348,0.0,0.25117194451728614
2025-08,402,2.0,0.2511496279203363
2025-06,398,0.0,0.25108920780422495
2025-12,397,0.0,0.25086645909839084
2025-02,433,0.0,0.250565950700546
2025-03,364,0.0,0.2504845940522344
2025-09,381,2.0,0.25032279589973383
2025-05,450,0.0,0.24986496606110326
2025-12,277,0.0,0.2498640784433948
2025-05,337,0.0,0.2497607351643174
2025-10,431,0.0,0.24975451978158428
2025-04,260,0.0,0.2497100964680655
2025-01,289,0.0,0.2494794693002165
2025-02,430,0.0,0.2492173326565833
2025-11,426,2.0,0.2491565011461187
2025-07,288,0.0,0.24913014331365863
2025-02,233,0.0,0.24912592339123776
2025-08,395,0.0,0.24897796255315313
2025-04,334,0.0,0.24863643814968595
2025-06,441,0.0,0.24848964474796378
2025-01,385,0.0,0.24828044425141937
2025-09,423,0.0,0.24806074450848986
2025-11,397,0.0,0.24788772881100926
2025-08,371,0.0,0.24785357517858816
2025-09,385,2.0,0.24745898310886819
2025-09,386,0.0,0.24745898310886819
2025-01,442,0.0,0.24731122912900283
2025-12,269,1.0,0.24715987355909713
2025-01,400,0.0,0.24703130196196763
2025-08,422,0.0,0.24696183712132405
2025-10,335,0.0,0.24685235013660617
2025-02,239,0.0,0.24649025166016736
2025-08,373,0.0,0.246415309764418
2025-10,400,0.0,0.24629301529490405
2025-09,354,0.0,0.2462878784000284
2025-04,333,0.0,0.245891846471631
2025-07,450,0.0,0.24542126993789748
2025-02,424,0.0,0.24538652345413905
2025-02,416,0.0,0.24531614024485143
2025-09,358,0.0,0.24527592409566285
2025-11,431,15.0,0.2451671164641585
2025-12,448,0.0,0.24486112655226325
2025-08,432,0.0,0.24452680705523527
2025-04,273,0.0,0.2444255241964685
2025-01,265,0.0,0.24431076640338287
2025-04,289,0.0,0.24419042139860386
2025-03,437,0.0,0.24415849860856087
2025-12,360,0.0,0.24412050872428304
2025-06,372,0.0,0.24406222774809888
2025-01,416,0.0,0.24406128142836422
2025-09,371,0.0,0.2440471948305129
2025-11,339,0.0,0.24403438402209673
2025-03,416,0.0,0.24369783624190666
2025-09,389,0.0,0.24359816756551592
2025-02,400,0.0,0.24358298439278867
2025-12,356,0.0,0.24351032777861709
2025-04,423,0.0,0.24347696278942416
2025-11,348,0.0,0.24347579750272277
2025-09,382,0.0,0.24345208194737014
2025-09,434,0.0,0.24309025695721023
2025-01,333,0.0,0.2430356936901903
2025-01,334,0.0,0.2430356936901903
2025-02,389,0.0,0.242978646208384
2025-11,445,0.0,0.24286110996348476
2025-07,271,0.0,0.2428591061574602
2025-03,378,0.0,0.24283088502608965
2025-02,277,0.0,0.24262852606078408
2025-03,392,0.0,0.24261697172056593
2025-11,407,0.0,0.24236903029595522
2025-12,260,0.0,0.24221138155204547
2025-12,258,0.0,0.24221138155204547
2025-09,392,0.0,0.24190913896403024
2025-08,439,0.0,0.24188598898223476
2025-12,375,0.0,0.24174430785815432
2025-12,371,0.0,0.24174430785815432
2025-12,414,0.0,0.24160175740267292
2025-12,407,0.0,0.24160175740267292
2025-12,409,0.0,0.24160175740267292
2025-01,364,0.0,0.24144141480100034
2025-12,354,0.0,0.2414265274267313
2025-10,367,0.0,0.24134727734523753
2025-02,417,0.0,0.24116090553053968
2025-04,339,0.0,0.24099035123980872
2025-02,333,0.0,0.24092610094155997
2025-07,372,0.0,0.24068695504897636
2025-09,338,2.0,0.2406553087207252
2025-09,341,0.0,0.2406553087207252
2025-08,258,0.0,0.24064350561618794
2025-04,399,0.0,0.24026814462114426
2025-10,371,0.0,0.24023193367771292
2025-07,354,0.0,0.2401223838503227
2025-07,358,0.0,0.2401223838503227
2025-10,423,0.0,0.23986623268354534
2025-07,392,0.0,0.23969686529109058
2025-01,410,1.0,0.23969401161245976
2025-07,341,0.0,0.2396939622368707
2025-12,349,0.0,0.23963254660117006
2025-02,354,0.0,0.23949240701140165
2025-02,420,0.0,0.23947123557215927
2025-10,354,0.0,0.23926234096767932
2025-09,408,0.0,0.2391408627569394
2025-03,271,0.0,0.23901063320643934
2025-07,338,0.0,0.23897735420428187
2025-03,279,0.0,0.23895155709576035
2025-01,233,0.0,0.23870452965634198
2025-10,450,1.0,0.23850114172422718
2025-12,446,0.0,0.23850114172422718
2025-08,333,0.0,0.23833311613471322
2025-04,341,0.0,0.23832427173827062
2025-10,358,0.0,0.23825038666331377
2025-02,422,0.0,0.23816726692531492
2025-09,422,0.0,0.23800779422316187
2025-05,288,0.0,0.2379085255185496
2025-06,288,0.0,0.23789319995479397
2025-10,382,1.0,0.23787906058838196
2025-10,339,0.0,0.23774133258766228
2025-05,354,0.0,0.2377308613265527
2025-04,233,0.0,0.2376156807938644
2025-06,348,0.0,0.23759745643417163
2025-01,352,0.0,0.23746667874133856
2025-03,340,0.0,0.23735687503059363
2025-03,337,0.0,0.23735653169607127
2025-10,269,0.0,0.23734914705979274
2025-05,439,1.0,0.2371867600888087
2025-10,386,0.0,0.23703718065662904
2025-03,355,1.0,0.23693234541828795
2025-07,344,0.0,0.23677705066132287
2025-09,414,0.0,0.23668078405482895
2025-07,348,0.0,0.23642217143175304
2025-05,253,0.0,0.23626334899644885
2025-10,389,0.0,0.2362520484707998
2025-06,432,0.0,0.23621123942320707
2025-05,366,0.0,0.23608867266405467
2025-03,422,0.0,0.23601872825793851
2025-01,412,13.0,0.23588723878872808
2025-06,373,0.0,0.2356511684478764
2025-03,397,0.0,0.23545672930797668
2025-03,373,0.0,0.23531780055124574
2025-03,371,0.0,0.23531780055124574
2025-07,371,0.0,0.2350913324504242
